touch_id,email,customer_id,channel,campaign_id,touched_at
MT-02836,user365@example.com,365,partner,cmp-02836,2024-05-08
MT-02837,user366@example.com,366,email,cmp-02837,2024-05-09
MT-02838,user367@example.com,367,ads,cmp-02838,2024-05-10
MT-02839,user368@example.com,368,social,cmp-02839,2024-05-11
MT-02840,user369@example.com,369,partner,cmp-02840,2024-05-12
MT-02841,user370@example.com,370,email,cmp-02841,2024-05-13
MT-02842,user371@example.com,371,ads,cmp-02842,2024-05-14
MT-02843,user372@example.com,372,social,cmp-02843,2024-05-15
MT-02844,user373@example.com,373,partner,cmp-02844,2024-05-16
MT-02845,user374@example.com,374,email,cmp-02845,2024-05-17
MT-02846,user375@example.com,375,ads,cmp-02846,2024-05-18
MT-02847,user376@example.com,376,social,cmp-02847,2024-05-19
MT-02848,user377@example.com,377,partner,cmp-02848,2024-05-20
MT-02849,user378@example.com,378,email,cmp-02849,2024-05-21
MT-02850,user379@example.com,379,ads,cmp-02850,2024-05-22
MT-02851,user380@example.com,380,social,cmp-02851,2024-05-23
MT-02852,user381@example.com,381,partner,cmp-02852,2024-05-24
MT-02853,user382@example.com,382,email,cmp-02853,2024-05-25
MT-02854,user383@example.com,383,ads,cmp-02854,2024-05-26
MT-02855,user384@example.com,384,social,cmp-02855,2024-05-27
MT-02856,user385@example.com,385,partner,cmp-02856,2024-05-28
MT-02857,user386@example.com,386,email,cmp-02857,2024-05-01
MT-02858,user387@example.com,387,ads,cmp-02858,2024-05-02
MT-02859,user388@example.com,388,social,cmp-02859,2024-05-03
MT-02860,user389@example.com,389,partner,cmp-02860,2024-05-04
MT-02861,user390@example.com,390,email,cmp-02861,2024-05-05
MT-02862,user391@example.com,391,ads,cmp-02862,2024-05-06
MT-02863,user392@example.com,392,social,cmp-02863,2024-05-07
MT-02864,user393@example.com,393,partner,cmp-02864,2024-05-08
MT-02865,user394@example.com,394,email,cmp-02865,2024-05-09
MT-02866,user395@example.com,395,ads,cmp-02866,2024-05-10
MT-02867,user396@example.com,396,social,cmp-02867,2024-05-11
MT-02868,user397@example.com,397,partner,cmp-02868,2024-05-12
MT-02869,user398@example.com,398,email,cmp-02869,2024-05-13
MT-02870,user399@example.com,399,ads,cmp-02870,2024-05-14
MT-02871,user400@example.com,400,social,cmp-02871,2024-05-15
MT-02872,user401@example.com,401,partner,cmp-02872,2024-05-16
MT-02873,user402@example.com,402,email,cmp-02873,2024-05-17
MT-02874,user403@example.com,403,ads,cmp-02874,2024-05-18
MT-02875,user404@example.com,404,social,cmp-02875,2024-05-19
MT-02876,user405@example.com,405,partner,cmp-02876,2024-05-20
MT-02877,alan@example.com,406,email,cmp-02877,2024-05-21
MT-02878,user407@example.com,407,ads,cmp-02878,2024-05-22
MT-02879,user408@example.com,408,social,cmp-02879,2024-05-23
MT-02880,user409@example.com,409,partner,cmp-02880,2024-05-24
MT-02881,user410@example.com,410,email,cmp-02881,2024-05-25
MT-02882,ada@example.com,411,ads,cmp-02882,2024-05-26
MT-02883,user412@example.com,412,social,cmp-02883,2024-05-27
MT-02884,user413@example.com,413,partner,cmp-02884,2024-05-28
MT-02885,user414@example.com,414,email,cmp-02885,2024-05-01
MT-02886,user415@example.com,415,ads,cmp-02886,2024-05-02
MT-02887,user416@example.com,416,social,cmp-02887,2024-05-03
MT-02888,user417@example.com,417,partner,cmp-02888,2024-05-04
MT-02889,user418@example.com,418,email,cmp-02889,2024-05-05
MT-02890,user419@example.com,419,ads,cmp-02890,2024-05-06
MT-02891,user420@example.com,420,social,cmp-02891,2024-05-07
MT-02892,user421@example.com,421,partner,cmp-02892,2024-05-08
MT-02893,user422@example.com,422,email,cmp-02893,2024-05-09
MT-02894,user423@example.com,423,ads,cmp-02894,2024-05-10
MT-02895,user424@example.com,424,social,cmp-02895,2024-05-11
MT-02896,user425@example.com,425,partner,cmp-02896,2024-05-12
MT-02897,user426@example.com,426,email,cmp-02897,2024-05-13
MT-02898,user427@example.com,427,ads,cmp-02898,2024-05-14
MT-02899,user428@example.com,428,social,cmp-02899,2024-05-15
MT-02900,user429@example.com,429,partner,cmp-02900,2024-05-16
MT-02901,user430@example.com,430,email,cmp-02901,2024-05-17
MT-02902,user431@example.com,431,ads,cmp-02902,2024-05-18
MT-02903,user432@example.com,432,social,cmp-02903,2024-05-19
MT-02904,user433@example.com,433,partner,cmp-02904,2024-05-20
MT-02905,user434@example.com,434,email,cmp-02905,2024-05-21
MT-02906,user435@example.com,435,ads,cmp-02906,2024-05-22
MT-02907,user436@example.com,436,social,cmp-02907,2024-05-23
MT-02908,user437@example.com,437,partner,cmp-02908,2024-05-24
MT-02909,grace@example.com,438,email,cmp-02909,2024-05-25
MT-02910,user439@example.com,439,ads,cmp-02910,2024-05-26
MT-02911,user440@example.com,440,social,cmp-02911,2024-05-27
MT-02912,user441@example.com,441,partner,cmp-02912,2024-05-28
MT-02913,user442@example.com,442,email,cmp-02913,2024-05-01
MT-02914,user443@example.com,443,ads,cmp-02914,2024-05-02
MT-02915,user444@example.com,444,social,cmp-02915,2024-05-03
MT-02916,user445@example.com,445,partner,cmp-02916,2024-05-04
MT-02917,user446@example.com,446,email,cmp-02917,2024-05-05
MT-02918,user447@example.com,447,ads,cmp-02918,2024-05-06
MT-02919,user448@example.com,448,social,cmp-02919,2024-05-07
MT-02920,user449@example.com,449,partner,cmp-02920,2024-05-08
MT-02921,user450@example.com,450,email,cmp-02921,2024-05-09
MT-02922,user451@example.com,451,ads,cmp-02922,2024-05-10
MT-02923,user452@example.com,452,social,cmp-02923,2024-05-11
MT-02924,user453@example.com,453,partner,cmp-02924,2024-05-12
MT-02925,user454@example.com,454,email,cmp-02925,2024-05-13
MT-02926,user455@example.com,455,ads,cmp-02926,2024-05-14
MT-02927,user456@example.com,456,social,cmp-02927,2024-05-15
MT-02928,user457@example.com,457,partner,cmp-02928,2024-05-16
MT-02929,user458@example.com,458,email,cmp-02929,2024-05-17
MT-02930,user459@example.com,459,ads,cmp-02930,2024-05-18
MT-02931,user460@example.com,460,social,cmp-02931,2024-05-19
MT-02932,user461@example.com,461,partner,cmp-02932,2024-05-20
MT-02933,user462@example.com,462,email,cmp-02933,2024-05-21
MT-02934,user463@example.com,463,ads,cmp-02934,2024-05-22
MT-02935,user464@example.com,464,social,cmp-02935,2024-05-23
MT-02936,user465@example.com,465,partner,cmp-02936,2024-05-24
MT-02937,user466@example.com,466,email,cmp-02937,2024-05-25
MT-02938,user467@example.com,467,ads,cmp-02938,2024-05-26
MT-02939,user468@example.com,468,social,cmp-02939,2024-05-27
MT-02940,user469@example.com,469,partner,cmp-02940,2024-05-28
MT-02941,user470@example.com,470,email,cmp-02941,2024-05-01
MT-02942,user471@example.com,471,ads,cmp-02942,2024-05-02
MT-02943,user472@example.com,472,social,cmp-02943,2024-05-03
MT-02944,user473@example.com,473,partner,cmp-02944,2024-05-04
MT-02945,user474@example.com,474,email,cmp-02945,2024-05-05
MT-02946,user475@example.com,475,ads,cmp-02946,2024-05-06
MT-02947,user476@example.com,476,social,cmp-02947,2024-05-07
MT-02948,user477@example.com,477,partner,cmp-02948,2024-05-08
MT-02949,user478@example.com,478,email,cmp-02949,2024-05-09
MT-02950,user479@example.com,479,ads,cmp-02950,2024-05-10
MT-02951,user480@example.com,480,social,cmp-02951,2024-05-11
MT-02952,user481@example.com,481,partner,cmp-02952,2024-05-12
MT-02953,user482@example.com,482,email,cmp-02953,2024-05-13
MT-02954,user483@example.com,483,ads,cmp-02954,2024-05-14
MT-02955,user484@example.com,484,social,cmp-02955,2024-05-15
MT-02956,user485@example.com,485,partner,cmp-02956,2024-05-16
MT-02957,user486@example.com,486,email,cmp-02957,2024-05-17
MT-02958,user487@example.com,487,ads,cmp-02958,2024-05-18
MT-02959,user488@example.com,488,social,cmp-02959,2024-05-19
MT-02960,alan@example.com,489,partner,cmp-02960,2024-05-20
MT-02961,user490@example.com,490,email,cmp-02961,2024-05-21
MT-02962,user491@example.com,491,ads,cmp-02962,2024-05-22
MT-02963,user492@example.com,492,social,cmp-02963,2024-05-23
MT-02964,user493@example.com,493,partner,cmp-02964,2024-05-24
MT-02965,user494@example.com,494,email,cmp-02965,2024-05-25
MT-02966,user495@example.com,495,ads,cmp-02966,2024-05-26
MT-02967,user496@example.com,496,social,cmp-02967,2024-05-27
MT-02968,user497@example.com,497,partner,cmp-02968,2024-05-28
MT-02969,user498@example.com,498,email,cmp-02969,2024-05-01
MT-02970,user499@example.com,499,ads,cmp-02970,2024-05-02
MT-02971,user500@example.com,500,social,cmp-02971,2024-05-03
MT-02972,user501@example.com,501,partner,cmp-02972,2024-05-04
MT-02973,user502@example.com,502,email,cmp-02973,2024-05-05
MT-02974,user503@example.com,503,ads,cmp-02974,2024-05-06
MT-02975,user504@example.com,504,social,cmp-02975,2024-05-07
MT-02976,user505@example.com,505,partner,cmp-02976,2024-05-08
MT-02977,user506@example.com,506,email,cmp-02977,2024-05-09
MT-02978,user507@example.com,507,ads,cmp-02978,2024-05-10
MT-02979,ada@example.com,508,social,cmp-02979,2024-05-11
MT-02980,user509@example.com,509,partner,cmp-02980,2024-05-12
MT-02981,user510@example.com,510,email,cmp-02981,2024-05-13
MT-02982,user511@example.com,511,ads,cmp-02982,2024-05-14
MT-02983,user512@example.com,512,social,cmp-02983,2024-05-15
MT-02984,user513@example.com,513,partner,cmp-02984,2024-05-16
MT-02985,user514@example.com,514,email,cmp-02985,2024-05-17
MT-02986,user515@example.com,515,ads,cmp-02986,2024-05-18
MT-02987,user516@example.com,516,social,cmp-02987,2024-05-19
MT-02988,user517@example.com,517,partner,cmp-02988,2024-05-20
MT-02989,user518@example.com,518,email,cmp-02989,2024-05-21
MT-02990,user519@example.com,519,ads,cmp-02990,2024-05-22
MT-02991,user520@example.com,520,social,cmp-02991,2024-05-23
MT-02992,user521@example.com,521,partner,cmp-02992,2024-05-24
MT-02993,user522@example.com,522,email,cmp-02993,2024-05-25
MT-02994,user523@example.com,523,ads,cmp-02994,2024-05-26
MT-02995,user524@example.com,524,social,cmp-02995,2024-05-27
MT-02996,user525@example.com,525,partner,cmp-02996,2024-05-28
MT-02997,user526@example.com,526,email,cmp-02997,2024-05-01
MT-02998,grace@example.com,527,ads,cmp-02998,2024-05-02
MT-02999,user528@example.com,528,social,cmp-02999,2024-05-03
MT-03000,user529@example.com,529,partner,cmp-03000,2024-05-04
MT-03001,user530@example.com,530,email,cmp-03001,2024-05-05
MT-03002,user531@example.com,531,ads,cmp-03002,2024-05-06
MT-03003,user532@example.com,532,social,cmp-03003,2024-05-07
MT-03004,user533@example.com,533,partner,cmp-03004,2024-05-08
MT-03005,user534@example.com,534,email,cmp-03005,2024-05-09
MT-03006,user535@example.com,535,ads,cmp-03006,2024-05-10
MT-03007,user536@example.com,536,social,cmp-03007,2024-05-11
MT-03008,user537@example.com,537,partner,cmp-03008,2024-05-12
MT-03009,user538@example.com,538,email,cmp-03009,2024-05-13
MT-03010,user539@example.com,539,ads,cmp-03010,2024-05-14
MT-03011,user540@example.com,540,social,cmp-03011,2024-05-15
MT-03012,user541@example.com,541,partner,cmp-03012,2024-05-16
MT-03013,user542@example.com,542,email,cmp-03013,2024-05-17
MT-03014,user543@example.com,543,ads,cmp-03014,2024-05-18
MT-03015,user544@example.com,544,social,cmp-03015,2024-05-19
MT-03016,user545@example.com,545,partner,cmp-03016,2024-05-20
MT-03017,user546@example.com,546,email,cmp-03017,2024-05-21
MT-03018,user547@example.com,547,ads,cmp-03018,2024-05-22
MT-03019,user548@example.com,548,social,cmp-03019,2024-05-23
MT-03020,user549@example.com,549,partner,cmp-03020,2024-05-24
MT-03021,user550@example.com,550,email,cmp-03021,2024-05-25
MT-03022,user551@example.com,551,ads,cmp-03022,2024-05-26
MT-03023,user552@example.com,552,social,cmp-03023,2024-05-27
MT-03024,user553@example.com,553,partner,cmp-03024,2024-05-28
MT-03025,user554@example.com,554,email,cmp-03025,2024-05-01
MT-03026,user555@example.com,555,ads,cmp-03026,2024-05-02
MT-03027,user556@example.com,556,social,cmp-03027,2024-05-03
MT-03028,user557@example.com,557,partner,cmp-03028,2024-05-04
MT-03029,user558@example.com,558,email,cmp-03029,2024-05-05
MT-03030,user559@example.com,559,ads,cmp-03030,2024-05-06
MT-03031,user560@example.com,560,social,cmp-03031,2024-05-07
MT-03032,user561@example.com,561,partner,cmp-03032,2024-05-08
MT-03033,user562@example.com,562,email,cmp-03033,2024-05-09
MT-03034,user563@example.com,563,ads,cmp-03034,2024-05-10
MT-03035,user564@example.com,564,social,cmp-03035,2024-05-11
MT-03036,user565@example.com,565,partner,cmp-03036,2024-05-12
MT-03037,user566@example.com,566,email,cmp-03037,2024-05-13
MT-03038,user567@example.com,567,ads,cmp-03038,2024-05-14
MT-03039,user568@example.com,568,social,cmp-03039,2024-05-15
MT-03040,user569@example.com,569,partner,cmp-03040,2024-05-16
MT-03041,user570@example.com,570,email,cmp-03041,2024-05-17
MT-03042,user571@example.com,571,ads,cmp-03042,2024-05-18
MT-03043,alan@example.com,572,social,cmp-03043,2024-05-19
MT-03044,user573@example.com,573,partner,cmp-03044,2024-05-20
MT-03045,user574@example.com,574,email,cmp-03045,2024-05-21
MT-03046,user575@example.com,575,ads,cmp-03046,2024-05-22
MT-03047,user576@example.com,576,social,cmp-03047,2024-05-23
MT-03048,user577@example.com,577,partner,cmp-03048,2024-05-24
MT-03049,user578@example.com,578,email,cmp-03049,2024-05-25
MT-03050,user579@example.com,579,ads,cmp-03050,2024-05-26
MT-03051,user580@example.com,580,social,cmp-03051,2024-05-27
MT-03052,user581@example.com,581,partner,cmp-03052,2024-05-28
MT-03053,user582@example.com,582,email,cmp-03053,2024-05-01
MT-03054,user583@example.com,583,ads,cmp-03054,2024-05-02
MT-03055,user584@example.com,584,social,cmp-03055,2024-05-03
MT-03056,user585@example.com,585,partner,cmp-03056,2024-05-04
MT-03057,user586@example.com,586,email,cmp-03057,2024-05-05
MT-03058,user587@example.com,587,ads,cmp-03058,2024-05-06
MT-03059,user588@example.com,588,social,cmp-03059,2024-05-07
MT-03060,user589@example.com,589,partner,cmp-03060,2024-05-08
MT-03061,user590@example.com,590,email,cmp-03061,2024-05-09
MT-03062,user591@example.com,591,ads,cmp-03062,2024-05-10
MT-03063,user592@example.com,592,social,cmp-03063,2024-05-11
MT-03064,user593@example.com,593,partner,cmp-03064,2024-05-12
MT-03065,user594@example.com,594,email,cmp-03065,2024-05-13
MT-03066,user595@example.com,595,ads,cmp-03066,2024-05-14
MT-03067,user596@example.com,596,social,cmp-03067,2024-05-15
MT-03068,user597@example.com,597,partner,cmp-03068,2024-05-16
MT-03069,user598@example.com,598,email,cmp-03069,2024-05-17
MT-03070,user599@example.com,599,ads,cmp-03070,2024-05-18
MT-03071,user600@example.com,600,social,cmp-03071,2024-05-19
MT-03072,user601@example.com,601,partner,cmp-03072,2024-05-20
MT-03073,user602@example.com,602,email,cmp-03073,2024-05-21
MT-03074,user603@example.com,603,ads,cmp-03074,2024-05-22
MT-03075,user604@example.com,604,social,cmp-03075,2024-05-23
MT-03076,ada@example.com,605,partner,cmp-03076,2024-05-24
MT-03077,user606@example.com,606,email,cmp-03077,2024-05-25
MT-03078,user607@example.com,607,ads,cmp-03078,2024-05-26
MT-03079,user608@example.com,608,social,cmp-03079,2024-05-27
MT-03080,user609@example.com,609,partner,cmp-03080,2024-05-28
MT-03081,user610@example.com,610,email,cmp-03081,2024-05-01
MT-03082,user611@example.com,611,ads,cmp-03082,2024-05-02
MT-03083,user612@example.com,612,social,cmp-03083,2024-05-03
MT-03084,user613@example.com,613,partner,cmp-03084,2024-05-04
MT-03085,user614@example.com,614,email,cmp-03085,2024-05-05
MT-03086,user615@example.com,615,ads,cmp-03086,2024-05-06
MT-03087,grace@example.com,616,social,cmp-03087,2024-05-07
MT-03088,user617@example.com,617,partner,cmp-03088,2024-05-08
MT-03089,user618@example.com,618,email,cmp-03089,2024-05-09
MT-03090,user619@example.com,619,ads,cmp-03090,2024-05-10
MT-03091,user620@example.com,620,social,cmp-03091,2024-05-11
MT-03092,user621@example.com,621,partner,cmp-03092,2024-05-12
MT-03093,user622@example.com,622,email,cmp-03093,2024-05-13
MT-03094,user623@example.com,623,ads,cmp-03094,2024-05-14
MT-03095,user624@example.com,624,social,cmp-03095,2024-05-15
MT-03096,user625@example.com,625,partner,cmp-03096,2024-05-16
MT-03097,user626@example.com,626,email,cmp-03097,2024-05-17
MT-03098,user627@example.com,627,ads,cmp-03098,2024-05-18
MT-03099,user628@example.com,628,social,cmp-03099,2024-05-19
MT-03100,user629@example.com,629,partner,cmp-03100,2024-05-20
MT-03101,user630@example.com,630,email,cmp-03101,2024-05-21
MT-03102,user631@example.com,631,ads,cmp-03102,2024-05-22
MT-03103,user632@example.com,632,social,cmp-03103,2024-05-23
MT-03104,user633@example.com,633,partner,cmp-03104,2024-05-24
MT-03105,user634@example.com,634,email,cmp-03105,2024-05-25
MT-03106,user635@example.com,635,ads,cmp-03106,2024-05-26
MT-03107,user636@example.com,636,social,cmp-03107,2024-05-27
MT-03108,user637@example.com,637,partner,cmp-03108,2024-05-28
MT-03109,user638@example.com,638,email,cmp-03109,2024-05-01
MT-03110,user639@example.com,639,ads,cmp-03110,2024-05-02
MT-03111,user640@example.com,640,social,cmp-03111,2024-05-03
MT-03112,user641@example.com,641,partner,cmp-03112,2024-05-04
MT-03113,user642@example.com,642,email,cmp-03113,2024-05-05
MT-03114,user643@example.com,643,ads,cmp-03114,2024-05-06
MT-03115,user644@example.com,644,social,cmp-03115,2024-05-07
MT-03116,user645@example.com,645,partner,cmp-03116,2024-05-08
MT-03117,user646@example.com,646,email,cmp-03117,2024-05-09
MT-03118,user647@example.com,647,ads,cmp-03118,2024-05-10
MT-03119,user648@example.com,648,social,cmp-03119,2024-05-11
MT-03120,user649@example.com,649,partner,cmp-03120,2024-05-12
MT-03121,user650@example.com,650,email,cmp-03121,2024-05-13
MT-03122,user651@example.com,651,ads,cmp-03122,2024-05-14
MT-03123,user652@example.com,652,social,cmp-03123,2024-05-15
MT-03124,user653@example.com,653,partner,cmp-03124,2024-05-16
MT-03125,user654@example.com,654,email,cmp-03125,2024-05-17
MT-03126,alan@example.com,655,ads,cmp-03126,2024-05-18
MT-03127,user656@example.com,656,social,cmp-03127,2024-05-19
MT-03128,user657@example.com,657,partner,cmp-03128,2024-05-20
MT-03129,user658@example.com,658,email,cmp-03129,2024-05-21
MT-03130,user659@example.com,659,ads,cmp-03130,2024-05-22
MT-03131,user660@example.com,660,social,cmp-03131,2024-05-23
MT-03132,user661@example.com,661,partner,cmp-03132,2024-05-24
MT-03133,user662@example.com,662,email,cmp-03133,2024-05-25
MT-03134,user663@example.com,663,ads,cmp-03134,2024-05-26
MT-03135,user664@example.com,664,social,cmp-03135,2024-05-27
MT-03136,user665@example.com,665,partner,cmp-03136,2024-05-28
MT-03137,user666@example.com,666,email,cmp-03137,2024-05-01
MT-03138,user667@example.com,667,ads,cmp-03138,2024-05-02
MT-03139,user668@example.com,668,social,cmp-03139,2024-05-03
MT-03140,user669@example.com,669,partner,cmp-03140,2024-05-04
MT-03141,user670@example.com,670,email,cmp-03141,2024-05-05
MT-03142,user671@example.com,671,ads,cmp-03142,2024-05-06
MT-03143,user672@example.com,672,social,cmp-03143,2024-05-07
MT-03144,user673@example.com,673,partner,cmp-03144,2024-05-08
MT-03145,user674@example.com,674,email,cmp-03145,2024-05-09
MT-03146,user675@example.com,675,ads,cmp-03146,2024-05-10
MT-03147,user676@example.com,676,social,cmp-03147,2024-05-11
MT-03148,user677@example.com,677,partner,cmp-03148,2024-05-12
MT-03149,user678@example.com,678,email,cmp-03149,2024-05-13
MT-03150,user679@example.com,679,ads,cmp-03150,2024-05-14
MT-03151,user680@example.com,680,social,cmp-03151,2024-05-15
MT-03152,user681@example.com,681,partner,cmp-03152,2024-05-16
MT-03153,user682@example.com,682,email,cmp-03153,2024-05-17
MT-03154,user683@example.com,683,ads,cmp-03154,2024-05-18
MT-03155,user684@example.com,684,social,cmp-03155,2024-05-19
MT-03156,user685@example.com,685,partner,cmp-03156,2024-05-20
MT-03157,user686@example.com,686,email,cmp-03157,2024-05-21
MT-03158,user687@example.com,687,ads,cmp-03158,2024-05-22
MT-03159,user688@example.com,688,social,cmp-03159,2024-05-23
MT-03160,user689@example.com,689,partner,cmp-03160,2024-05-24
MT-03161,user690@example.com,690,email,cmp-03161,2024-05-25
MT-03162,user691@example.com,691,ads,cmp-03162,2024-05-26
MT-03163,user692@example.com,692,social,cmp-03163,2024-05-27
MT-03164,user693@example.com,693,partner,cmp-03164,2024-05-28
MT-03165,user694@example.com,694,email,cmp-03165,2024-05-01
MT-03166,user695@example.com,695,ads,cmp-03166,2024-05-02
MT-03167,user696@example.com,696,social,cmp-03167,2024-05-03
MT-03168,user697@example.com,697,partner,cmp-03168,2024-05-04
MT-03169,user698@example.com,698,email,cmp-03169,2024-05-05
MT-03170,user699@example.com,699,ads,cmp-03170,2024-05-06
MT-03171,user700@example.com,700,social,cmp-03171,2024-05-07
MT-03172,user701@example.com,701,partner,cmp-03172,2024-05-08
MT-03173,ada@example.com,702,email,cmp-03173,2024-05-09
MT-03174,user703@example.com,703,ads,cmp-03174,2024-05-10
MT-03175,user704@example.com,704,social,cmp-03175,2024-05-11
MT-03176,grace@example.com,705,partner,cmp-03176,2024-05-12
MT-03177,user706@example.com,706,email,cmp-03177,2024-05-13
MT-03178,user707@example.com,707,ads,cmp-03178,2024-05-14
MT-03179,user708@example.com,708,social,cmp-03179,2024-05-15
MT-03180,user709@example.com,709,partner,cmp-03180,2024-05-16
MT-03181,user710@example.com,710,email,cmp-03181,2024-05-17
MT-03182,user711@example.com,711,ads,cmp-03182,2024-05-18
MT-03183,user712@example.com,712,social,cmp-03183,2024-05-19
MT-03184,user713@example.com,713,partner,cmp-03184,2024-05-20
MT-03185,user714@example.com,714,email,cmp-03185,2024-05-21
MT-03186,user715@example.com,715,ads,cmp-03186,2024-05-22
MT-03187,user716@example.com,716,social,cmp-03187,2024-05-23
MT-03188,user717@example.com,717,partner,cmp-03188,2024-05-24
MT-03189,user718@example.com,718,email,cmp-03189,2024-05-25
MT-03190,user719@example.com,719,ads,cmp-03190,2024-05-26
MT-03191,user720@example.com,720,social,cmp-03191,2024-05-27
MT-03192,user721@example.com,721,partner,cmp-03192,2024-05-28
MT-03193,user722@example.com,722,email,cmp-03193,2024-05-01
MT-03194,user723@example.com,723,ads,cmp-03194,2024-05-02
MT-03195,user724@example.com,724,social,cmp-03195,2024-05-03
MT-03196,user725@example.com,725,partner,cmp-03196,2024-05-04
MT-03197,user726@example.com,726,email,cmp-03197,2024-05-05
MT-03198,user727@example.com,727,ads,cmp-03198,2024-05-06
MT-03199,user728@example.com,728,social,cmp-03199,2024-05-07
MT-03200,user729@example.com,729,partner,cmp-03200,2024-05-08
MT-03201,user730@example.com,730,email,cmp-03201,2024-05-09
MT-03202,user731@example.com,731,ads,cmp-03202,2024-05-10
MT-03203,user732@example.com,732,social,cmp-03203,2024-05-11
MT-03204,user733@example.com,733,partner,cmp-03204,2024-05-12
MT-03205,user734@example.com,734,email,cmp-03205,2024-05-13
MT-03206,user735@example.com,735,ads,cmp-03206,2024-05-14
MT-03207,user736@example.com,736,social,cmp-03207,2024-05-15
MT-03208,user737@example.com,737,partner,cmp-03208,2024-05-16
MT-03209,alan@example.com,738,email,cmp-03209,2024-05-17
MT-03210,user739@example.com,739,ads,cmp-03210,2024-05-18
MT-03211,user740@example.com,740,social,cmp-03211,2024-05-19
MT-03212,user741@example.com,741,partner,cmp-03212,2024-05-20
MT-03213,user742@example.com,742,email,cmp-03213,2024-05-21
MT-03214,user743@example.com,743,ads,cmp-03214,2024-05-22
MT-03215,user744@example.com,744,social,cmp-03215,2024-05-23
MT-03216,user745@example.com,745,partner,cmp-03216,2024-05-24
MT-03217,user746@example.com,746,email,cmp-03217,2024-05-25
MT-03218,user747@example.com,747,ads,cmp-03218,2024-05-26
MT-03219,user748@example.com,748,social,cmp-03219,2024-05-27
MT-03220,user749@example.com,749,partner,cmp-03220,2024-05-28
MT-03221,user750@example.com,750,email,cmp-03221,2024-05-01
MT-03222,user751@example.com,751,ads,cmp-03222,2024-05-02
MT-03223,user752@example.com,752,social,cmp-03223,2024-05-03
MT-03224,user753@example.com,753,partner,cmp-03224,2024-05-04
MT-03225,user754@example.com,754,email,cmp-03225,2024-05-05
MT-03226,user755@example.com,755,ads,cmp-03226,2024-05-06
MT-03227,user756@example.com,756,social,cmp-03227,2024-05-07
MT-03228,user757@example.com,757,partner,cmp-03228,2024-05-08
MT-03229,user758@example.com,758,email,cmp-03229,2024-05-09
MT-03230,user759@example.com,759,ads,cmp-03230,2024-05-10
MT-03231,user760@example.com,760,social,cmp-03231,2024-05-11
MT-03232,user761@example.com,761,partner,cmp-03232,2024-05-12
MT-03233,user762@example.com,762,email,cmp-03233,2024-05-13
MT-03234,user763@example.com,763,ads,cmp-03234,2024-05-14
MT-03235,user764@example.com,764,social,cmp-03235,2024-05-15
MT-03236,user765@example.com,765,partner,cmp-03236,2024-05-16
MT-03237,user766@example.com,766,email,cmp-03237,2024-05-17
MT-03238,user767@example.com,767,ads,cmp-03238,2024-05-18
MT-03239,user768@example.com,768,social,cmp-03239,2024-05-19
MT-03240,user769@example.com,769,partner,cmp-03240,2024-05-20
MT-03241,user770@example.com,770,email,cmp-03241,2024-05-21
MT-03242,user771@example.com,771,ads,cmp-03242,2024-05-22
MT-03243,user772@example.com,772,social,cmp-03243,2024-05-23
MT-03244,user773@example.com,773,partner,cmp-03244,2024-05-24
MT-03245,user774@example.com,774,email,cmp-03245,2024-05-25
MT-03246,user775@example.com,775,ads,cmp-03246,2024-05-26
MT-03247,user776@example.com,776,social,cmp-03247,2024-05-27
MT-03248,user777@example.com,777,partner,cmp-03248,2024-05-28
MT-03249,user778@example.com,778,email,cmp-03249,2024-05-01
MT-03250,user779@example.com,779,ads,cmp-03250,2024-05-02
MT-03251,user780@example.com,780,social,cmp-03251,2024-05-03
MT-03252,user781@example.com,781,partner,cmp-03252,2024-05-04
MT-03253,user782@example.com,782,email,cmp-03253,2024-05-05
MT-03254,user783@example.com,783,ads,cmp-03254,2024-05-06
MT-03255,user784@example.com,784,social,cmp-03255,2024-05-07
MT-03256,user785@example.com,785,partner,cmp-03256,2024-05-08
MT-03257,user786@example.com,786,email,cmp-03257,2024-05-09
MT-03258,user787@example.com,787,ads,cmp-03258,2024-05-10
MT-03259,user788@example.com,788,social,cmp-03259,2024-05-11
MT-03260,user789@example.com,789,partner,cmp-03260,2024-05-12
MT-03261,user790@example.com,790,email,cmp-03261,2024-05-13
MT-03262,user791@example.com,791,ads,cmp-03262,2024-05-14
MT-03263,user792@example.com,792,social,cmp-03263,2024-05-15
MT-03264,user793@example.com,793,partner,cmp-03264,2024-05-16
MT-03265,grace@example.com,794,email,cmp-03265,2024-05-17
MT-03266,user795@example.com,795,ads,cmp-03266,2024-05-18
MT-03267,user796@example.com,796,social,cmp-03267,2024-05-19
MT-03268,user797@example.com,797,partner,cmp-03268,2024-05-20
MT-03269,user798@example.com,798,email,cmp-03269,2024-05-21
MT-03270,ada@example.com,799,ads,cmp-03270,2024-05-22
MT-03271,user800@example.com,800,social,cmp-03271,2024-05-23
MT-03272,user801@example.com,801,partner,cmp-03272,2024-05-24
MT-03273,user802@example.com,802,email,cmp-03273,2024-05-25
MT-03274,user803@example.com,803,ads,cmp-03274,2024-05-26
MT-03275,user804@example.com,804,social,cmp-03275,2024-05-27
MT-03276,user805@example.com,805,partner,cmp-03276,2024-05-28
MT-03277,user806@example.com,806,email,cmp-03277,2024-05-01
MT-03278,user807@example.com,807,ads,cmp-03278,2024-05-02
