device_id,email,customer_id,os,os_version,app_version,manufacturer,model,push_enabled,locale,timezone,last_seen,battery_pct,network,rooted
DEV-00439,user452@example.com,452,macos,13.6,1.6.3,Dell,Model-39,true,fr-FR,Europe/London,2024-08-19,66,wifi,false
DEV-00440,user453@example.com,453,linux,14.7,1.7.4,Lenovo,Model-40,false,hi-IN,Asia/Kolkata,2024-08-20,73,cellular,false
DEV-00441,user454@example.com,454,ios,10.8,1.8.0,Apple,Model-1,true,en-US,UTC,2024-08-21,80,ethernet,false
DEV-00442,user455@example.com,455,android,11.0,1.0.1,Samsung,Model-2,false,en-GB,America/New_York,2024-08-22,87,wifi,false
DEV-00443,user456@example.com,456,windows,12.1,1.1.2,Google,Model-3,true,de-DE,Europe/London,2024-08-23,94,cellular,false
DEV-00444,user457@example.com,457,macos,13.2,1.2.3,Dell,Model-4,false,fr-FR,Asia/Kolkata,2024-08-24,1,ethernet,false
DEV-00445,user458@example.com,458,linux,14.3,1.3.4,Lenovo,Model-5,true,hi-IN,UTC,2024-08-25,8,wifi,false
DEV-00446,user459@example.com,459,ios,10.4,1.4.0,Apple,Model-6,false,en-US,America/New_York,2024-08-26,15,cellular,false
DEV-00447,user460@example.com,460,android,11.5,1.5.1,Samsung,Model-7,true,en-GB,Europe/London,2024-08-27,22,ethernet,false
DEV-00448,user461@example.com,461,windows,12.6,1.6.2,Google,Model-8,false,de-DE,Asia/Kolkata,2024-08-28,29,wifi,false
DEV-00449,user462@example.com,462,macos,13.7,1.7.3,Dell,Model-9,true,fr-FR,UTC,2024-08-01,36,cellular,false
DEV-00450,user463@example.com,463,linux,14.8,1.8.4,Lenovo,Model-10,false,hi-IN,America/New_York,2024-08-02,43,ethernet,false
DEV-00451,user464@example.com,464,ios,10.0,1.0.0,Apple,Model-11,true,en-US,Europe/London,2024-08-03,50,wifi,false
DEV-00452,user465@example.com,465,android,11.1,1.1.1,Samsung,Model-12,false,en-GB,Asia/Kolkata,2024-08-04,57,cellular,false
DEV-00453,user466@example.com,466,windows,12.2,1.2.2,Google,Model-13,true,de-DE,UTC,2024-08-05,64,ethernet,false
DEV-00454,user467@example.com,467,macos,13.3,1.3.3,Dell,Model-14,false,fr-FR,America/New_York,2024-08-06,71,wifi,false
DEV-00455,user468@example.com,468,linux,14.4,1.4.4,Lenovo,Model-15,true,hi-IN,Europe/London,2024-08-07,78,cellular,false
DEV-00456,user469@example.com,469,ios,10.5,1.5.0,Apple,Model-16,false,en-US,Asia/Kolkata,2024-08-08,85,ethernet,false
DEV-00457,user470@example.com,470,android,11.6,1.6.1,Samsung,Model-17,true,en-GB,UTC,2024-08-09,92,wifi,false
DEV-00458,user471@example.com,471,windows,12.7,1.7.2,Google,Model-18,false,de-DE,America/New_York,2024-08-10,99,cellular,false
DEV-00459,user472@example.com,472,macos,13.8,1.8.3,Dell,Model-19,true,fr-FR,Europe/London,2024-08-11,6,ethernet,false
DEV-00460,user473@example.com,473,linux,14.0,1.0.4,Lenovo,Model-20,false,hi-IN,Asia/Kolkata,2024-08-12,13,wifi,false
DEV-00461,user474@example.com,474,ios,10.1,1.1.0,Apple,Model-21,true,en-US,UTC,2024-08-13,20,cellular,true
DEV-00462,user475@example.com,475,android,11.2,1.2.1,Samsung,Model-22,false,en-GB,America/New_York,2024-08-14,27,ethernet,false
DEV-00463,user476@example.com,476,windows,12.3,1.3.2,Google,Model-23,true,de-DE,Europe/London,2024-08-15,34,wifi,false
DEV-00464,user477@example.com,477,macos,13.4,1.4.3,Dell,Model-24,false,fr-FR,Asia/Kolkata,2024-08-16,41,cellular,false
DEV-00465,user478@example.com,478,linux,14.5,1.5.4,Lenovo,Model-25,true,hi-IN,UTC,2024-08-17,48,ethernet,false
DEV-00466,user479@example.com,479,ios,10.6,1.6.0,Apple,Model-26,false,en-US,America/New_York,2024-08-18,55,wifi,false
DEV-00467,user480@example.com,480,android,11.7,1.7.1,Samsung,Model-27,true,en-GB,Europe/London,2024-08-19,62,cellular,false
DEV-00468,user481@example.com,481,windows,12.8,1.8.2,Google,Model-28,false,de-DE,Asia/Kolkata,2024-08-20,69,ethernet,false
DEV-00469,user482@example.com,482,macos,13.0,1.0.3,Dell,Model-29,true,fr-FR,UTC,2024-08-21,76,wifi,false
DEV-00470,user483@example.com,483,linux,14.1,1.1.4,Lenovo,Model-30,false,hi-IN,America/New_York,2024-08-22,83,cellular,false
DEV-00471,user484@example.com,484,ios,10.2,1.2.0,Apple,Model-31,true,en-US,Europe/London,2024-08-23,90,ethernet,false
DEV-00472,user485@example.com,485,android,11.3,1.3.1,Samsung,Model-32,false,en-GB,Asia/Kolkata,2024-08-24,97,wifi,false
DEV-00473,ada@example.com,486,windows,12.4,1.4.2,Google,Model-33,true,de-DE,UTC,2024-08-25,4,cellular,false
DEV-00474,user487@example.com,487,macos,13.5,1.5.3,Dell,Model-34,false,fr-FR,America/New_York,2024-08-26,11,ethernet,false
DEV-00475,user488@example.com,488,linux,14.6,1.6.4,Lenovo,Model-35,true,hi-IN,Europe/London,2024-08-27,18,wifi,false
DEV-00476,user489@example.com,489,ios,10.7,1.7.0,Apple,Model-36,false,en-US,Asia/Kolkata,2024-08-28,25,cellular,false
DEV-00477,user490@example.com,490,android,11.8,1.8.1,Samsung,Model-37,true,en-GB,UTC,2024-08-01,32,ethernet,false
DEV-00478,user491@example.com,491,windows,12.0,1.0.2,Google,Model-38,false,de-DE,America/New_York,2024-08-02,39,wifi,false
DEV-00479,user492@example.com,492,macos,13.1,1.1.3,Dell,Model-39,true,fr-FR,Europe/London,2024-08-03,46,cellular,false
DEV-00480,user493@example.com,493,linux,14.2,1.2.4,Lenovo,Model-40,false,hi-IN,Asia/Kolkata,2024-08-04,53,ethernet,false
DEV-00481,user494@example.com,494,ios,10.3,1.3.0,Apple,Model-1,true,en-US,UTC,2024-08-05,60,wifi,false
DEV-00482,user495@example.com,495,android,11.4,1.4.1,Samsung,Model-2,false,en-GB,America/New_York,2024-08-06,67,cellular,false
DEV-00483,user496@example.com,496,windows,12.5,1.5.2,Google,Model-3,true,de-DE,Europe/London,2024-08-07,74,ethernet,false
DEV-00484,user497@example.com,497,macos,13.6,1.6.3,Dell,Model-4,false,fr-FR,Asia/Kolkata,2024-08-08,81,wifi,true
DEV-00485,user498@example.com,498,linux,14.7,1.7.4,Lenovo,Model-5,true,hi-IN,UTC,2024-08-09,88,cellular,false
DEV-00486,alan@example.com,499,ios,10.8,1.8.0,Apple,Model-6,false,en-US,America/New_York,2024-08-10,95,ethernet,false
DEV-00487,user500@example.com,500,android,11.0,1.0.1,Samsung,Model-7,true,en-GB,Europe/London,2024-08-11,2,wifi,false
DEV-00488,user501@example.com,501,windows,12.1,1.1.2,Google,Model-8,false,de-DE,Asia/Kolkata,2024-08-12,9,cellular,false
DEV-00489,user502@example.com,502,macos,13.2,1.2.3,Dell,Model-9,true,fr-FR,UTC,2024-08-13,16,ethernet,false
DEV-00490,user503@example.com,503,linux,14.3,1.3.4,Lenovo,Model-10,false,hi-IN,America/New_York,2024-08-14,23,wifi,false
DEV-00491,user504@example.com,504,ios,10.4,1.4.0,Apple,Model-11,true,en-US,Europe/London,2024-08-15,30,cellular,false
DEV-00492,user505@example.com,505,android,11.5,1.5.1,Samsung,Model-12,false,en-GB,Asia/Kolkata,2024-08-16,37,ethernet,false
DEV-00493,user506@example.com,506,windows,12.6,1.6.2,Google,Model-13,true,de-DE,UTC,2024-08-17,44,wifi,false
DEV-00494,user507@example.com,507,macos,13.7,1.7.3,Dell,Model-14,false,fr-FR,America/New_York,2024-08-18,51,cellular,false
DEV-00495,user508@example.com,508,linux,14.8,1.8.4,Lenovo,Model-15,true,hi-IN,Europe/London,2024-08-19,58,ethernet,false
DEV-00496,user509@example.com,509,ios,10.0,1.0.0,Apple,Model-16,false,en-US,Asia/Kolkata,2024-08-20,65,wifi,false
DEV-00497,user510@example.com,510,android,11.1,1.1.1,Samsung,Model-17,true,en-GB,UTC,2024-08-21,72,cellular,false
DEV-00498,user511@example.com,511,windows,12.2,1.2.2,Google,Model-18,false,de-DE,America/New_York,2024-08-22,79,ethernet,false
DEV-00499,user512@example.com,512,macos,13.3,1.3.3,Dell,Model-19,true,fr-FR,Europe/London,2024-08-23,86,wifi,false
DEV-00500,user513@example.com,513,linux,14.4,1.4.4,Lenovo,Model-20,false,hi-IN,Asia/Kolkata,2024-08-24,93,cellular,false
DEV-00501,user514@example.com,514,ios,10.5,1.5.0,Apple,Model-21,true,en-US,UTC,2024-08-25,0,ethernet,false
DEV-00502,user515@example.com,515,android,11.6,1.6.1,Samsung,Model-22,false,en-GB,America/New_York,2024-08-26,7,wifi,false
DEV-00503,user516@example.com,516,windows,12.7,1.7.2,Google,Model-23,true,de-DE,Europe/London,2024-08-27,14,cellular,false
DEV-00504,user517@example.com,517,macos,13.8,1.8.3,Dell,Model-24,false,fr-FR,Asia/Kolkata,2024-08-28,21,ethernet,false
DEV-00505,user518@example.com,518,linux,14.0,1.0.4,Lenovo,Model-25,true,hi-IN,UTC,2024-08-01,28,wifi,false
DEV-00506,user519@example.com,519,ios,10.1,1.1.0,Apple,Model-26,false,en-US,America/New_York,2024-08-02,35,cellular,false
DEV-00507,user520@example.com,520,android,11.2,1.2.1,Samsung,Model-27,true,en-GB,Europe/London,2024-08-03,42,ethernet,true
DEV-00508,user521@example.com,521,windows,12.3,1.3.2,Google,Model-28,false,de-DE,Asia/Kolkata,2024-08-04,49,wifi,false
DEV-00509,user522@example.com,522,macos,13.4,1.4.3,Dell,Model-29,true,fr-FR,UTC,2024-08-05,56,cellular,false
DEV-00510,user523@example.com,523,linux,14.5,1.5.4,Lenovo,Model-30,false,hi-IN,America/New_York,2024-08-06,63,ethernet,false
DEV-00511,user524@example.com,524,ios,10.6,1.6.0,Apple,Model-31,true,en-US,Europe/London,2024-08-07,70,wifi,false
DEV-00512,user525@example.com,525,android,11.7,1.7.1,Samsung,Model-32,false,en-GB,Asia/Kolkata,2024-08-08,77,cellular,false
DEV-00513,user526@example.com,526,windows,12.8,1.8.2,Google,Model-33,true,de-DE,UTC,2024-08-09,84,ethernet,false
DEV-00514,user527@example.com,527,macos,13.0,1.0.3,Dell,Model-34,false,fr-FR,America/New_York,2024-08-10,91,wifi,false
DEV-00515,user528@example.com,528,linux,14.1,1.1.4,Lenovo,Model-35,true,hi-IN,Europe/London,2024-08-11,98,cellular,false
DEV-00516,user529@example.com,529,ios,10.2,1.2.0,Apple,Model-36,false,en-US,Asia/Kolkata,2024-08-12,5,ethernet,false
DEV-00517,user530@example.com,530,android,11.3,1.3.1,Samsung,Model-37,true,en-GB,UTC,2024-08-13,12,wifi,false
DEV-00518,user531@example.com,531,windows,12.4,1.4.2,Google,Model-38,false,de-DE,America/New_York,2024-08-14,19,cellular,false
DEV-00519,user532@example.com,532,macos,13.5,1.5.3,Dell,Model-39,true,fr-FR,Europe/London,2024-08-15,26,ethernet,false
DEV-00520,user533@example.com,533,linux,14.6,1.6.4,Lenovo,Model-40,false,hi-IN,Asia/Kolkata,2024-08-16,33,wifi,false
DEV-00521,user534@example.com,534,ios,10.7,1.7.0,Apple,Model-1,true,en-US,UTC,2024-08-17,40,cellular,false
DEV-00522,grace@example.com,535,android,11.8,1.8.1,Samsung,Model-2,false,en-GB,America/New_York,2024-08-18,47,ethernet,false
DEV-00523,user536@example.com,536,windows,12.0,1.0.2,Google,Model-3,true,de-DE,Europe/London,2024-08-19,54,wifi,false
DEV-00524,user537@example.com,537,macos,13.1,1.1.3,Dell,Model-4,false,fr-FR,Asia/Kolkata,2024-08-20,61,cellular,false
DEV-00525,user538@example.com,538,linux,14.2,1.2.4,Lenovo,Model-5,true,hi-IN,UTC,2024-08-21,68,ethernet,false
DEV-00526,user539@example.com,539,ios,10.3,1.3.0,Apple,Model-6,false,en-US,America/New_York,2024-08-22,75,wifi,false
DEV-00527,user540@example.com,540,android,11.4,1.4.1,Samsung,Model-7,true,en-GB,Europe/London,2024-08-23,82,cellular,false
DEV-00528,user541@example.com,541,windows,12.5,1.5.2,Google,Model-8,false,de-DE,Asia/Kolkata,2024-08-24,89,ethernet,false
DEV-00529,user542@example.com,542,macos,13.6,1.6.3,Dell,Model-9,true,fr-FR,UTC,2024-08-25,96,wifi,false
DEV-00530,user543@example.com,543,linux,14.7,1.7.4,Lenovo,Model-10,false,hi-IN,America/New_York,2024-08-26,3,cellular,true
DEV-00531,user544@example.com,544,ios,10.8,1.8.0,Apple,Model-11,true,en-US,Europe/London,2024-08-27,10,ethernet,false
DEV-00532,user545@example.com,545,android,11.0,1.0.1,Samsung,Model-12,false,en-GB,Asia/Kolkata,2024-08-28,17,wifi,false
DEV-00533,user546@example.com,546,windows,12.1,1.1.2,Google,Model-13,true,de-DE,UTC,2024-08-01,24,cellular,false
DEV-00534,user547@example.com,547,macos,13.2,1.2.3,Dell,Model-14,false,fr-FR,America/New_York,2024-08-02,31,ethernet,false
DEV-00535,user548@example.com,548,linux,14.3,1.3.4,Lenovo,Model-15,true,hi-IN,Europe/London,2024-08-03,38,wifi,false
DEV-00536,user549@example.com,549,ios,10.4,1.4.0,Apple,Model-16,false,en-US,Asia/Kolkata,2024-08-04,45,cellular,false
DEV-00537,user550@example.com,550,android,11.5,1.5.1,Samsung,Model-17,true,en-GB,UTC,2024-08-05,52,ethernet,false
DEV-00538,user551@example.com,551,windows,12.6,1.6.2,Google,Model-18,false,de-DE,America/New_York,2024-08-06,59,wifi,false
DEV-00539,user552@example.com,552,macos,13.7,1.7.3,Dell,Model-19,true,fr-FR,Europe/London,2024-08-07,66,cellular,false
DEV-00540,user553@example.com,553,linux,14.8,1.8.4,Lenovo,Model-20,false,hi-IN,Asia/Kolkata,2024-08-08,73,ethernet,false
DEV-00541,user554@example.com,554,ios,10.0,1.0.0,Apple,Model-21,true,en-US,UTC,2024-08-09,80,wifi,false
DEV-00542,user555@example.com,555,android,11.1,1.1.1,Samsung,Model-22,false,en-GB,America/New_York,2024-08-10,87,cellular,false
DEV-00543,user556@example.com,556,windows,12.2,1.2.2,Google,Model-23,true,de-DE,Europe/London,2024-08-11,94,ethernet,false
DEV-00544,user557@example.com,557,macos,13.3,1.3.3,Dell,Model-24,false,fr-FR,Asia/Kolkata,2024-08-12,1,wifi,false
DEV-00545,user558@example.com,558,linux,14.4,1.4.4,Lenovo,Model-25,true,hi-IN,UTC,2024-08-13,8,cellular,false
DEV-00546,user559@example.com,559,ios,10.5,1.5.0,Apple,Model-26,false,en-US,America/New_York,2024-08-14,15,ethernet,false
DEV-00547,user560@example.com,560,android,11.6,1.6.1,Samsung,Model-27,true,en-GB,Europe/London,2024-08-15,22,wifi,false
DEV-00548,user561@example.com,561,windows,12.7,1.7.2,Google,Model-28,false,de-DE,Asia/Kolkata,2024-08-16,29,cellular,false
DEV-00549,user562@example.com,562,macos,13.8,1.8.3,Dell,Model-29,true,fr-FR,UTC,2024-08-17,36,ethernet,false
DEV-00550,user563@example.com,563,linux,14.0,1.0.4,Lenovo,Model-30,false,hi-IN,America/New_York,2024-08-18,43,wifi,false
DEV-00551,user564@example.com,564,ios,10.1,1.1.0,Apple,Model-31,true,en-US,Europe/London,2024-08-19,50,cellular,false
DEV-00552,user565@example.com,565,android,11.2,1.2.1,Samsung,Model-32,false,en-GB,Asia/Kolkata,2024-08-20,57,ethernet,false
DEV-00553,user566@example.com,566,windows,12.3,1.3.2,Google,Model-33,true,de-DE,UTC,2024-08-21,64,wifi,true
DEV-00554,user567@example.com,567,macos,13.4,1.4.3,Dell,Model-34,false,fr-FR,America/New_York,2024-08-22,71,cellular,false
DEV-00555,user568@example.com,568,linux,14.5,1.5.4,Lenovo,Model-35,true,hi-IN,Europe/London,2024-08-23,78,ethernet,false
DEV-00556,user569@example.com,569,ios,10.6,1.6.0,Apple,Model-36,false,en-US,Asia/Kolkata,2024-08-24,85,wifi,false
DEV-00557,user570@example.com,570,android,11.7,1.7.1,Samsung,Model-37,true,en-GB,UTC,2024-08-25,92,cellular,false
DEV-00558,user571@example.com,571,windows,12.8,1.8.2,Google,Model-38,false,de-DE,America/New_York,2024-08-26,99,ethernet,false
DEV-00559,user572@example.com,572,macos,13.0,1.0.3,Dell,Model-39,true,fr-FR,Europe/London,2024-08-27,6,wifi,false
DEV-00560,user573@example.com,573,linux,14.1,1.1.4,Lenovo,Model-40,false,hi-IN,Asia/Kolkata,2024-08-28,13,cellular,false
DEV-00561,user574@example.com,574,ios,10.2,1.2.0,Apple,Model-1,true,en-US,UTC,2024-08-01,20,ethernet,false
DEV-00562,user575@example.com,575,android,11.3,1.3.1,Samsung,Model-2,false,en-GB,America/New_York,2024-08-02,27,wifi,false
DEV-00563,user576@example.com,576,windows,12.4,1.4.2,Google,Model-3,true,de-DE,Europe/London,2024-08-03,34,cellular,false
DEV-00564,user577@example.com,577,macos,13.5,1.5.3,Dell,Model-4,false,fr-FR,Asia/Kolkata,2024-08-04,41,ethernet,false
DEV-00565,user578@example.com,578,linux,14.6,1.6.4,Lenovo,Model-5,true,hi-IN,UTC,2024-08-05,48,wifi,false
DEV-00566,user579@example.com,579,ios,10.7,1.7.0,Apple,Model-6,false,en-US,America/New_York,2024-08-06,55,cellular,false
DEV-00567,user580@example.com,580,android,11.8,1.8.1,Samsung,Model-7,true,en-GB,Europe/London,2024-08-07,62,ethernet,false
DEV-00568,user581@example.com,581,windows,12.0,1.0.2,Google,Model-8,false,de-DE,Asia/Kolkata,2024-08-08,69,wifi,false
DEV-00569,alan@example.com,582,macos,13.1,1.1.3,Dell,Model-9,true,fr-FR,UTC,2024-08-09,76,cellular,false
DEV-00570,ada@example.com,583,linux,14.2,1.2.4,Lenovo,Model-10,false,hi-IN,America/New_York,2024-08-10,83,ethernet,false
DEV-00571,user584@example.com,584,ios,10.3,1.3.0,Apple,Model-11,true,en-US,Europe/London,2024-08-11,90,wifi,false
DEV-00572,user585@example.com,585,android,11.4,1.4.1,Samsung,Model-12,false,en-GB,Asia/Kolkata,2024-08-12,97,cellular,false
DEV-00573,user586@example.com,586,windows,12.5,1.5.2,Google,Model-13,true,de-DE,UTC,2024-08-13,4,ethernet,false
DEV-00574,user587@example.com,587,macos,13.6,1.6.3,Dell,Model-14,false,fr-FR,America/New_York,2024-08-14,11,wifi,false
DEV-00575,user588@example.com,588,linux,14.7,1.7.4,Lenovo,Model-15,true,hi-IN,Europe/London,2024-08-15,18,cellular,false
DEV-00576,user589@example.com,589,ios,10.8,1.8.0,Apple,Model-16,false,en-US,Asia/Kolkata,2024-08-16,25,ethernet,true
DEV-00577,user590@example.com,590,android,11.0,1.0.1,Samsung,Model-17,true,en-GB,UTC,2024-08-17,32,wifi,false
DEV-00578,user591@example.com,591,windows,12.1,1.1.2,Google,Model-18,false,de-DE,America/New_York,2024-08-18,39,cellular,false
DEV-00579,user592@example.com,592,macos,13.2,1.2.3,Dell,Model-19,true,fr-FR,Europe/London,2024-08-19,46,ethernet,false
DEV-00580,user593@example.com,593,linux,14.3,1.3.4,Lenovo,Model-20,false,hi-IN,Asia/Kolkata,2024-08-20,53,wifi,false
DEV-00581,user594@example.com,594,ios,10.4,1.4.0,Apple,Model-21,true,en-US,UTC,2024-08-21,60,cellular,false
DEV-00582,user595@example.com,595,android,11.5,1.5.1,Samsung,Model-22,false,en-GB,America/New_York,2024-08-22,67,ethernet,false
DEV-00583,user596@example.com,596,windows,12.6,1.6.2,Google,Model-23,true,de-DE,Europe/London,2024-08-23,74,wifi,false
DEV-00584,user597@example.com,597,macos,13.7,1.7.3,Dell,Model-24,false,fr-FR,Asia/Kolkata,2024-08-24,81,cellular,false
DEV-00585,user598@example.com,598,linux,14.8,1.8.4,Lenovo,Model-25,true,hi-IN,UTC,2024-08-25,88,ethernet,false
DEV-00586,user599@example.com,599,ios,10.0,1.0.0,Apple,Model-26,false,en-US,America/New_York,2024-08-26,95,wifi,false
DEV-00587,user600@example.com,600,android,11.1,1.1.1,Samsung,Model-27,true,en-GB,Europe/London,2024-08-27,2,cellular,false
DEV-00588,user601@example.com,601,windows,12.2,1.2.2,Google,Model-28,false,de-DE,Asia/Kolkata,2024-08-28,9,ethernet,false
DEV-00589,user602@example.com,602,macos,13.3,1.3.3,Dell,Model-29,true,fr-FR,UTC,2024-08-01,16,wifi,false
DEV-00590,user603@example.com,603,linux,14.4,1.4.4,Lenovo,Model-30,false,hi-IN,America/New_York,2024-08-02,23,cellular,false
DEV-00591,user604@example.com,604,ios,10.5,1.5.0,Apple,Model-31,true,en-US,Europe/London,2024-08-03,30,ethernet,false
DEV-00592,user605@example.com,605,android,11.6,1.6.1,Samsung,Model-32,false,en-GB,Asia/Kolkata,2024-08-04,37,wifi,false
DEV-00593,user606@example.com,606,windows,12.7,1.7.2,Google,Model-33,true,de-DE,UTC,2024-08-05,44,cellular,false
DEV-00594,user607@example.com,607,macos,13.8,1.8.3,Dell,Model-34,false,fr-FR,America/New_York,2024-08-06,51,ethernet,false
DEV-00595,user608@example.com,608,linux,14.0,1.0.4,Lenovo,Model-35,true,hi-IN,Europe/London,2024-08-07,58,wifi,false
DEV-00596,user609@example.com,609,ios,10.1,1.1.0,Apple,Model-36,false,en-US,Asia/Kolkata,2024-08-08,65,cellular,false
DEV-00597,user610@example.com,610,android,11.2,1.2.1,Samsung,Model-37,true,en-GB,UTC,2024-08-09,72,ethernet,false
DEV-00598,user611@example.com,611,windows,12.3,1.3.2,Google,Model-38,false,de-DE,America/New_York,2024-08-10,79,wifi,false
DEV-00599,user612@example.com,612,macos,13.4,1.4.3,Dell,Model-39,true,fr-FR,Europe/London,2024-08-11,86,cellular,true
DEV-00600,user613@example.com,613,linux,14.5,1.5.4,Lenovo,Model-40,false,hi-IN,Asia/Kolkata,2024-08-12,93,ethernet,false
DEV-00601,user614@example.com,614,ios,10.6,1.6.0,Apple,Model-1,true,en-US,UTC,2024-08-13,0,wifi,false
DEV-00602,user615@example.com,615,android,11.7,1.7.1,Samsung,Model-2,false,en-GB,America/New_York,2024-08-14,7,cellular,false
DEV-00603,user616@example.com,616,windows,12.8,1.8.2,Google,Model-3,true,de-DE,Europe/London,2024-08-15,14,ethernet,false
DEV-00604,user617@example.com,617,macos,13.0,1.0.3,Dell,Model-4,false,fr-FR,Asia/Kolkata,2024-08-16,21,wifi,false
DEV-00605,user618@example.com,618,linux,14.1,1.1.4,Lenovo,Model-5,true,hi-IN,UTC,2024-08-17,28,cellular,false
DEV-00606,user619@example.com,619,ios,10.2,1.2.0,Apple,Model-6,false,en-US,America/New_York,2024-08-18,35,ethernet,false
DEV-00607,user620@example.com,620,android,11.3,1.3.1,Samsung,Model-7,true,en-GB,Europe/London,2024-08-19,42,wifi,false
DEV-00608,user621@example.com,621,windows,12.4,1.4.2,Google,Model-8,false,de-DE,Asia/Kolkata,2024-08-20,49,cellular,false
DEV-00609,user622@example.com,622,macos,13.5,1.5.3,Dell,Model-9,true,fr-FR,UTC,2024-08-21,56,ethernet,false
DEV-00610,user623@example.com,623,linux,14.6,1.6.4,Lenovo,Model-10,false,hi-IN,America/New_York,2024-08-22,63,wifi,false
DEV-00611,grace@example.com,624,ios,10.7,1.7.0,Apple,Model-11,true,en-US,Europe/London,2024-08-23,70,cellular,false
DEV-00612,user625@example.com,625,android,11.8,1.8.1,Samsung,Model-12,false,en-GB,Asia/Kolkata,2024-08-24,77,ethernet,false
DEV-00613,user626@example.com,626,windows,12.0,1.0.2,Google,Model-13,true,de-DE,UTC,2024-08-25,84,wifi,false
DEV-00614,user627@example.com,627,macos,13.1,1.1.3,Dell,Model-14,false,fr-FR,America/New_York,2024-08-26,91,cellular,false
DEV-00615,user628@example.com,628,linux,14.2,1.2.4,Lenovo,Model-15,true,hi-IN,Europe/London,2024-08-27,98,ethernet,false
DEV-00616,user629@example.com,629,ios,10.3,1.3.0,Apple,Model-16,false,en-US,Asia/Kolkata,2024-08-28,5,wifi,false
DEV-00617,user630@example.com,630,android,11.4,1.4.1,Samsung,Model-17,true,en-GB,UTC,2024-08-01,12,cellular,false
DEV-00618,user631@example.com,631,windows,12.5,1.5.2,Google,Model-18,false,de-DE,America/New_York,2024-08-02,19,ethernet,false
DEV-00619,user632@example.com,632,macos,13.6,1.6.3,Dell,Model-19,true,fr-FR,Europe/London,2024-08-03,26,wifi,false
DEV-00620,user633@example.com,633,linux,14.7,1.7.4,Lenovo,Model-20,false,hi-IN,Asia/Kolkata,2024-08-04,33,cellular,false
DEV-00621,user634@example.com,634,ios,10.8,1.8.0,Apple,Model-21,true,en-US,UTC,2024-08-05,40,ethernet,false
DEV-00622,user635@example.com,635,android,11.0,1.0.1,Samsung,Model-22,false,en-GB,America/New_York,2024-08-06,47,wifi,true
DEV-00623,user636@example.com,636,windows,12.1,1.1.2,Google,Model-23,true,de-DE,Europe/London,2024-08-07,54,cellular,false
DEV-00624,user637@example.com,637,macos,13.2,1.2.3,Dell,Model-24,false,fr-FR,Asia/Kolkata,2024-08-08,61,ethernet,false
DEV-00625,user638@example.com,638,linux,14.3,1.3.4,Lenovo,Model-25,true,hi-IN,UTC,2024-08-09,68,wifi,false
DEV-00626,user639@example.com,639,ios,10.4,1.4.0,Apple,Model-26,false,en-US,America/New_York,2024-08-10,75,cellular,false
DEV-00627,user640@example.com,640,android,11.5,1.5.1,Samsung,Model-27,true,en-GB,Europe/London,2024-08-11,82,ethernet,false
DEV-00628,user641@example.com,641,windows,12.6,1.6.2,Google,Model-28,false,de-DE,Asia/Kolkata,2024-08-12,89,wifi,false
DEV-00629,user642@example.com,642,macos,13.7,1.7.3,Dell,Model-29,true,fr-FR,UTC,2024-08-13,96,cellular,false
DEV-00630,user643@example.com,643,linux,14.8,1.8.4,Lenovo,Model-30,false,hi-IN,America/New_York,2024-08-14,3,ethernet,false
DEV-00631,user644@example.com,644,ios,10.0,1.0.0,Apple,Model-31,true,en-US,Europe/London,2024-08-15,10,wifi,false
DEV-00632,user645@example.com,645,android,11.1,1.1.1,Samsung,Model-32,false,en-GB,Asia/Kolkata,2024-08-16,17,cellular,false
DEV-00633,user646@example.com,646,windows,12.2,1.2.2,Google,Model-33,true,de-DE,UTC,2024-08-17,24,ethernet,false
DEV-00634,user647@example.com,647,macos,13.3,1.3.3,Dell,Model-34,false,fr-FR,America/New_York,2024-08-18,31,wifi,false
DEV-00635,user648@example.com,648,linux,14.4,1.4.4,Lenovo,Model-35,true,hi-IN,Europe/London,2024-08-19,38,cellular,false
DEV-00636,user649@example.com,649,ios,10.5,1.5.0,Apple,Model-36,false,en-US,Asia/Kolkata,2024-08-20,45,ethernet,false
DEV-00637,user650@example.com,650,android,11.6,1.6.1,Samsung,Model-37,true,en-GB,UTC,2024-08-21,52,wifi,false
DEV-00638,user651@example.com,651,windows,12.7,1.7.2,Google,Model-38,false,de-DE,America/New_York,2024-08-22,59,cellular,false
DEV-00639,user652@example.com,652,macos,13.8,1.8.3,Dell,Model-39,true,fr-FR,Europe/London,2024-08-23,66,ethernet,false
DEV-00640,user653@example.com,653,linux,14.0,1.0.4,Lenovo,Model-40,false,hi-IN,Asia/Kolkata,2024-08-24,73,wifi,false
DEV-00641,user654@example.com,654,ios,10.1,1.1.0,Apple,Model-1,true,en-US,UTC,2024-08-25,80,cellular,false
DEV-00642,user655@example.com,655,android,11.2,1.2.1,Samsung,Model-2,false,en-GB,America/New_York,2024-08-26,87,ethernet,false
DEV-00643,user656@example.com,656,windows,12.3,1.3.2,Google,Model-3,true,de-DE,Europe/London,2024-08-27,94,wifi,false
DEV-00644,user657@example.com,657,macos,13.4,1.4.3,Dell,Model-4,false,fr-FR,Asia/Kolkata,2024-08-28,1,cellular,false
DEV-00645,user658@example.com,658,linux,14.5,1.5.4,Lenovo,Model-5,true,hi-IN,UTC,2024-08-01,8,ethernet,true
