refund_id,email,customer_id,invoice_id,amount_usd,reason,status,created_at
RF-00679,user710@example.com,710,INV-00679,459,goodwill,pending,2024-07-07
RF-00680,user711@example.com,711,INV-00680,470,defect,approved,2024-07-08
RF-00681,user712@example.com,712,INV-00681,481,duplicate,rejected,2024-07-09
RF-00682,grace@example.com,713,INV-00682,492,fraud,pending,2024-07-10
RF-00683,user714@example.com,714,INV-00683,3,goodwill,approved,2024-07-11
RF-00684,user715@example.com,715,INV-00684,14,defect,rejected,2024-07-12
RF-00685,user716@example.com,716,INV-00685,25,duplicate,pending,2024-07-13
RF-00686,user717@example.com,717,INV-00686,36,fraud,approved,2024-07-14
RF-00687,user718@example.com,718,INV-00687,47,goodwill,rejected,2024-07-15
RF-00688,user719@example.com,719,INV-00688,58,defect,pending,2024-07-16
RF-00689,user720@example.com,720,INV-00689,69,duplicate,approved,2024-07-17
RF-00690,user721@example.com,721,INV-00690,80,fraud,rejected,2024-07-18
RF-00691,user722@example.com,722,INV-00691,91,goodwill,pending,2024-07-19
RF-00692,user723@example.com,723,INV-00692,102,defect,approved,2024-07-20
RF-00693,user724@example.com,724,INV-00693,113,duplicate,rejected,2024-07-21
RF-00694,user725@example.com,725,INV-00694,124,fraud,pending,2024-07-22
RF-00695,user726@example.com,726,INV-00695,135,goodwill,approved,2024-07-23
RF-00696,user727@example.com,727,INV-00696,146,defect,rejected,2024-07-24
RF-00697,user728@example.com,728,INV-00697,157,duplicate,pending,2024-07-25
RF-00698,user729@example.com,729,INV-00698,168,fraud,approved,2024-07-26
RF-00699,user730@example.com,730,INV-00699,179,goodwill,rejected,2024-07-27
RF-00700,user731@example.com,731,INV-00700,190,defect,pending,2024-07-28
RF-00701,user732@example.com,732,INV-00701,201,duplicate,approved,2024-07-01
RF-00702,user733@example.com,733,INV-00702,212,fraud,rejected,2024-07-02
RF-00703,user734@example.com,734,INV-00703,223,goodwill,pending,2024-07-03
RF-00704,user735@example.com,735,INV-00704,234,defect,approved,2024-07-04
RF-00705,user736@example.com,736,INV-00705,245,duplicate,rejected,2024-07-05
RF-00706,user737@example.com,737,INV-00706,256,fraud,pending,2024-07-06
RF-00707,user738@example.com,738,INV-00707,267,goodwill,approved,2024-07-07
RF-00708,user739@example.com,739,INV-00708,278,defect,rejected,2024-07-08
RF-00709,user740@example.com,740,INV-00709,289,duplicate,pending,2024-07-09
RF-00710,user741@example.com,741,INV-00710,300,fraud,approved,2024-07-10
RF-00711,user742@example.com,742,INV-00711,311,goodwill,rejected,2024-07-11
RF-00712,user743@example.com,743,INV-00712,322,defect,pending,2024-07-12
RF-00713,user744@example.com,744,INV-00713,333,duplicate,approved,2024-07-13
RF-00714,user745@example.com,745,INV-00714,344,fraud,rejected,2024-07-14
RF-00715,user746@example.com,746,INV-00715,355,goodwill,pending,2024-07-15
RF-00716,user747@example.com,747,INV-00716,366,defect,approved,2024-07-16
RF-00717,alan@example.com,748,INV-00717,377,duplicate,rejected,2024-07-17
RF-00718,user749@example.com,749,INV-00718,388,fraud,pending,2024-07-18
RF-00719,user750@example.com,750,INV-00719,399,goodwill,approved,2024-07-19
RF-00720,user751@example.com,751,INV-00720,410,defect,rejected,2024-07-20
RF-00721,user752@example.com,752,INV-00721,421,duplicate,pending,2024-07-21
RF-00722,user753@example.com,753,INV-00722,432,fraud,approved,2024-07-22
RF-00723,user754@example.com,754,INV-00723,443,goodwill,rejected,2024-07-23
RF-00724,user755@example.com,755,INV-00724,454,defect,pending,2024-07-24
RF-00725,user756@example.com,756,INV-00725,465,duplicate,approved,2024-07-25
RF-00726,user757@example.com,757,INV-00726,476,fraud,rejected,2024-07-26
RF-00727,user758@example.com,758,INV-00727,487,goodwill,pending,2024-07-27
RF-00728,user759@example.com,759,INV-00728,498,defect,approved,2024-07-28
RF-00729,user760@example.com,760,INV-00729,9,duplicate,rejected,2024-07-01
RF-00730,user761@example.com,761,INV-00730,20,fraud,pending,2024-07-02
RF-00731,user762@example.com,762,INV-00731,31,goodwill,approved,2024-07-03
RF-00732,user763@example.com,763,INV-00732,42,defect,rejected,2024-07-04
RF-00733,user764@example.com,764,INV-00733,53,duplicate,pending,2024-07-05
RF-00734,user765@example.com,765,INV-00734,64,fraud,approved,2024-07-06
RF-00735,user766@example.com,766,INV-00735,75,goodwill,rejected,2024-07-07
RF-00736,user767@example.com,767,INV-00736,86,defect,pending,2024-07-08
RF-00737,user768@example.com,768,INV-00737,97,duplicate,approved,2024-07-09
RF-00738,user769@example.com,769,INV-00738,108,fraud,rejected,2024-07-10
RF-00739,user770@example.com,770,INV-00739,119,goodwill,pending,2024-07-11
RF-00740,user771@example.com,771,INV-00740,130,defect,approved,2024-07-12
RF-00741,user772@example.com,772,INV-00741,141,duplicate,rejected,2024-07-13
RF-00742,user773@example.com,773,INV-00742,152,fraud,pending,2024-07-14
RF-00743,user774@example.com,774,INV-00743,163,goodwill,approved,2024-07-15
RF-00744,user775@example.com,775,INV-00744,174,defect,rejected,2024-07-16
RF-00745,user776@example.com,776,INV-00745,185,duplicate,pending,2024-07-17
RF-00746,ada@example.com,777,INV-00746,196,fraud,approved,2024-07-18
RF-00747,user778@example.com,778,INV-00747,207,goodwill,rejected,2024-07-19
RF-00748,user779@example.com,779,INV-00748,218,defect,pending,2024-07-20
RF-00749,user780@example.com,780,INV-00749,229,duplicate,approved,2024-07-21
RF-00750,user781@example.com,781,INV-00750,240,fraud,rejected,2024-07-22
RF-00751,user782@example.com,782,INV-00751,251,goodwill,pending,2024-07-23
RF-00752,user783@example.com,783,INV-00752,262,defect,approved,2024-07-24
RF-00753,user784@example.com,784,INV-00753,273,duplicate,rejected,2024-07-25
RF-00754,user785@example.com,785,INV-00754,284,fraud,pending,2024-07-26
RF-00755,user786@example.com,786,INV-00755,295,goodwill,approved,2024-07-27
RF-00756,user787@example.com,787,INV-00756,306,defect,rejected,2024-07-28
RF-00757,user788@example.com,788,INV-00757,317,duplicate,pending,2024-07-01
RF-00758,user789@example.com,789,INV-00758,328,fraud,approved,2024-07-02
RF-00759,user790@example.com,790,INV-00759,339,goodwill,rejected,2024-07-03
RF-00760,user791@example.com,791,INV-00760,350,defect,pending,2024-07-04
RF-00761,user792@example.com,792,INV-00761,361,duplicate,approved,2024-07-05
RF-00762,user793@example.com,793,INV-00762,372,fraud,rejected,2024-07-06
RF-00763,user794@example.com,794,INV-00763,383,goodwill,pending,2024-07-07
RF-00764,user795@example.com,795,INV-00764,394,defect,approved,2024-07-08
RF-00765,user796@example.com,796,INV-00765,405,duplicate,rejected,2024-07-09
RF-00766,user797@example.com,797,INV-00766,416,fraud,pending,2024-07-10
RF-00767,user798@example.com,798,INV-00767,427,goodwill,approved,2024-07-11
RF-00768,user799@example.com,799,INV-00768,438,defect,rejected,2024-07-12
RF-00769,user800@example.com,800,INV-00769,449,duplicate,pending,2024-07-13
RF-00770,user801@example.com,801,INV-00770,460,fraud,approved,2024-07-14
RF-00771,grace@example.com,802,INV-00771,471,goodwill,rejected,2024-07-15
RF-00772,user803@example.com,803,INV-00772,482,defect,pending,2024-07-16
RF-00773,user804@example.com,804,INV-00773,493,duplicate,approved,2024-07-17
RF-00774,user805@example.com,805,INV-00774,4,fraud,rejected,2024-07-18
RF-00775,user806@example.com,806,INV-00775,15,goodwill,pending,2024-07-19
RF-00776,user807@example.com,807,INV-00776,26,defect,approved,2024-07-20
RF-00777,user808@example.com,808,INV-00777,37,duplicate,rejected,2024-07-21
RF-00778,user809@example.com,809,INV-00778,48,fraud,pending,2024-07-22
RF-00779,user810@example.com,810,INV-00779,59,goodwill,approved,2024-07-23
RF-00780,user811@example.com,811,INV-00780,70,defect,rejected,2024-07-24
RF-00781,user812@example.com,812,INV-00781,81,duplicate,pending,2024-07-25
RF-00782,user813@example.com,813,INV-00782,92,fraud,approved,2024-07-26
RF-00783,user814@example.com,814,INV-00783,103,goodwill,rejected,2024-07-27
RF-00784,user815@example.com,815,INV-00784,114,defect,pending,2024-07-28
RF-00785,user816@example.com,816,INV-00785,125,duplicate,approved,2024-07-01
RF-00786,user817@example.com,817,INV-00786,136,fraud,rejected,2024-07-02
RF-00787,user818@example.com,818,INV-00787,147,goodwill,pending,2024-07-03
RF-00788,user819@example.com,819,INV-00788,158,defect,approved,2024-07-04
RF-00789,user820@example.com,820,INV-00789,169,duplicate,rejected,2024-07-05
RF-00790,user821@example.com,821,INV-00790,180,fraud,pending,2024-07-06
RF-00791,user822@example.com,822,INV-00791,191,goodwill,approved,2024-07-07
RF-00792,user823@example.com,823,INV-00792,202,defect,rejected,2024-07-08
RF-00793,user824@example.com,824,INV-00793,213,duplicate,pending,2024-07-09
RF-00794,user825@example.com,825,INV-00794,224,fraud,approved,2024-07-10
RF-00795,user826@example.com,826,INV-00795,235,goodwill,rejected,2024-07-11
RF-00796,user827@example.com,827,INV-00796,246,defect,pending,2024-07-12
RF-00797,user828@example.com,828,INV-00797,257,duplicate,approved,2024-07-13
RF-00798,user829@example.com,829,INV-00798,268,fraud,rejected,2024-07-14
RF-00799,user830@example.com,830,INV-00799,279,goodwill,pending,2024-07-15
RF-00800,alan@example.com,831,INV-00800,290,defect,approved,2024-07-16
RF-00801,user832@example.com,832,INV-00801,301,duplicate,rejected,2024-07-17
RF-00802,user833@example.com,833,INV-00802,312,fraud,pending,2024-07-18
RF-00803,user834@example.com,834,INV-00803,323,goodwill,approved,2024-07-19
RF-00804,user835@example.com,835,INV-00804,334,defect,rejected,2024-07-20
RF-00805,user836@example.com,836,INV-00805,345,duplicate,pending,2024-07-21
RF-00806,user837@example.com,837,INV-00806,356,fraud,approved,2024-07-22
RF-00807,user838@example.com,838,INV-00807,367,goodwill,rejected,2024-07-23
RF-00808,user839@example.com,839,INV-00808,378,defect,pending,2024-07-24
RF-00809,user840@example.com,840,INV-00809,389,duplicate,approved,2024-07-25
RF-00810,user841@example.com,841,INV-00810,400,fraud,rejected,2024-07-26
RF-00811,user842@example.com,842,INV-00811,411,goodwill,pending,2024-07-27
RF-00812,user843@example.com,843,INV-00812,422,defect,approved,2024-07-28
RF-00813,user844@example.com,844,INV-00813,433,duplicate,rejected,2024-07-01
RF-00814,user845@example.com,845,INV-00814,444,fraud,pending,2024-07-02
RF-00815,user846@example.com,846,INV-00815,455,goodwill,approved,2024-07-03
RF-00816,user847@example.com,847,INV-00816,466,defect,rejected,2024-07-04
RF-00817,user848@example.com,848,INV-00817,477,duplicate,pending,2024-07-05
RF-00818,user849@example.com,849,INV-00818,488,fraud,approved,2024-07-06
RF-00819,user850@example.com,850,INV-00819,499,goodwill,rejected,2024-07-07
RF-00820,user851@example.com,851,INV-00820,10,defect,pending,2024-07-08
RF-00821,user852@example.com,852,INV-00821,21,duplicate,approved,2024-07-09
RF-00822,user853@example.com,853,INV-00822,32,fraud,rejected,2024-07-10
RF-00823,user854@example.com,854,INV-00823,43,goodwill,pending,2024-07-11
RF-00824,user855@example.com,855,INV-00824,54,defect,approved,2024-07-12
RF-00825,user856@example.com,856,INV-00825,65,duplicate,rejected,2024-07-13
RF-00826,user857@example.com,857,INV-00826,76,fraud,pending,2024-07-14
RF-00827,user858@example.com,858,INV-00827,87,goodwill,approved,2024-07-15
RF-00828,user859@example.com,859,INV-00828,98,defect,rejected,2024-07-16
RF-00829,user860@example.com,860,INV-00829,109,duplicate,pending,2024-07-17
RF-00830,user861@example.com,861,INV-00830,120,fraud,approved,2024-07-18
RF-00831,user862@example.com,862,INV-00831,131,goodwill,rejected,2024-07-19
RF-00832,user863@example.com,863,INV-00832,142,defect,pending,2024-07-20
RF-00833,user864@example.com,864,INV-00833,153,duplicate,approved,2024-07-21
RF-00834,user865@example.com,865,INV-00834,164,fraud,rejected,2024-07-22
RF-00835,user866@example.com,866,INV-00835,175,goodwill,pending,2024-07-23
RF-00836,user867@example.com,867,INV-00836,186,defect,approved,2024-07-24
RF-00837,user868@example.com,868,INV-00837,197,duplicate,rejected,2024-07-25
RF-00838,user869@example.com,869,INV-00838,208,fraud,pending,2024-07-26
RF-00839,user870@example.com,870,INV-00839,219,goodwill,approved,2024-07-27
RF-00840,user871@example.com,871,INV-00840,230,defect,rejected,2024-07-28
RF-00841,user872@example.com,872,INV-00841,241,duplicate,pending,2024-07-01
RF-00842,user873@example.com,873,INV-00842,252,fraud,approved,2024-07-02
RF-00843,ada@example.com,874,INV-00843,263,goodwill,rejected,2024-07-03
RF-00844,user875@example.com,875,INV-00844,274,defect,pending,2024-07-04
RF-00845,user876@example.com,876,INV-00845,285,duplicate,approved,2024-07-05
RF-00846,user877@example.com,877,INV-00846,296,fraud,rejected,2024-07-06
RF-00847,user878@example.com,878,INV-00847,307,goodwill,pending,2024-07-07
RF-00848,user879@example.com,879,INV-00848,318,defect,approved,2024-07-08
RF-00849,user880@example.com,880,INV-00849,329,duplicate,rejected,2024-07-09
RF-00850,user881@example.com,881,INV-00850,340,fraud,pending,2024-07-10
RF-00851,user882@example.com,882,INV-00851,351,goodwill,approved,2024-07-11
RF-00852,user883@example.com,883,INV-00852,362,defect,rejected,2024-07-12
RF-00853,user884@example.com,884,INV-00853,373,duplicate,pending,2024-07-13
RF-00854,user885@example.com,885,INV-00854,384,fraud,approved,2024-07-14
RF-00855,user886@example.com,886,INV-00855,395,goodwill,rejected,2024-07-15
RF-00856,user887@example.com,887,INV-00856,406,defect,pending,2024-07-16
RF-00857,user888@example.com,888,INV-00857,417,duplicate,approved,2024-07-17
RF-00858,user889@example.com,889,INV-00858,428,fraud,rejected,2024-07-18
RF-00859,user890@example.com,890,INV-00859,439,goodwill,pending,2024-07-19
RF-00860,grace@example.com,891,INV-00860,450,defect,approved,2024-07-20
RF-00861,user892@example.com,892,INV-00861,461,duplicate,rejected,2024-07-21
RF-00862,user893@example.com,893,INV-00862,472,fraud,pending,2024-07-22
RF-00863,user894@example.com,894,INV-00863,483,goodwill,approved,2024-07-23
RF-00864,user895@example.com,895,INV-00864,494,defect,rejected,2024-07-24
RF-00865,user896@example.com,896,INV-00865,5,duplicate,pending,2024-07-25
RF-00866,user897@example.com,897,INV-00866,16,fraud,approved,2024-07-26
RF-00867,user898@example.com,898,INV-00867,27,goodwill,rejected,2024-07-27
RF-00868,user899@example.com,899,INV-00868,38,defect,pending,2024-07-28
RF-00869,user900@example.com,900,INV-00869,49,duplicate,approved,2024-07-01
RF-00870,user901@example.com,901,INV-00870,60,fraud,rejected,2024-07-02
RF-00871,user902@example.com,902,INV-00871,71,goodwill,pending,2024-07-03
RF-00872,user903@example.com,903,INV-00872,82,defect,approved,2024-07-04
RF-00873,user904@example.com,904,INV-00873,93,duplicate,rejected,2024-07-05
RF-00874,user905@example.com,905,INV-00874,104,fraud,pending,2024-07-06
RF-00875,user906@example.com,906,INV-00875,115,goodwill,approved,2024-07-07
RF-00876,user907@example.com,907,INV-00876,126,defect,rejected,2024-07-08
RF-00877,user908@example.com,908,INV-00877,137,duplicate,pending,2024-07-09
RF-00878,user909@example.com,909,INV-00878,148,fraud,approved,2024-07-10
RF-00879,user910@example.com,910,INV-00879,159,goodwill,rejected,2024-07-11
RF-00880,user911@example.com,911,INV-00880,170,defect,pending,2024-07-12
RF-00881,user912@example.com,912,INV-00881,181,duplicate,approved,2024-07-13
RF-00882,user913@example.com,913,INV-00882,192,fraud,rejected,2024-07-14
RF-00883,alan@example.com,914,INV-00883,203,goodwill,pending,2024-07-15
RF-00884,user915@example.com,915,INV-00884,214,defect,approved,2024-07-16
RF-00885,user916@example.com,916,INV-00885,225,duplicate,rejected,2024-07-17
RF-00886,user917@example.com,917,INV-00886,236,fraud,pending,2024-07-18
RF-00887,user918@example.com,918,INV-00887,247,goodwill,approved,2024-07-19
RF-00888,user919@example.com,919,INV-00888,258,defect,rejected,2024-07-20
RF-00889,user920@example.com,920,INV-00889,269,duplicate,pending,2024-07-21
RF-00890,user921@example.com,921,INV-00890,280,fraud,approved,2024-07-22
RF-00891,user922@example.com,922,INV-00891,291,goodwill,rejected,2024-07-23
RF-00892,user923@example.com,923,INV-00892,302,defect,pending,2024-07-24
RF-00893,user924@example.com,924,INV-00893,313,duplicate,approved,2024-07-25
RF-00894,user925@example.com,925,INV-00894,324,fraud,rejected,2024-07-26
RF-00895,user926@example.com,926,INV-00895,335,goodwill,pending,2024-07-27
RF-00896,user927@example.com,927,INV-00896,346,defect,approved,2024-07-28
RF-00897,user928@example.com,928,INV-00897,357,duplicate,rejected,2024-07-01
RF-00898,user929@example.com,929,INV-00898,368,fraud,pending,2024-07-02
RF-00899,user930@example.com,930,INV-00899,379,goodwill,approved,2024-07-03
RF-00900,user931@example.com,931,INV-00900,390,defect,rejected,2024-07-04
RF-00901,user932@example.com,932,INV-00901,401,duplicate,pending,2024-07-05
RF-00902,user933@example.com,933,INV-00902,412,fraud,approved,2024-07-06
RF-00903,user934@example.com,934,INV-00903,423,goodwill,rejected,2024-07-07
RF-00904,user935@example.com,935,INV-00904,434,defect,pending,2024-07-08
RF-00905,user936@example.com,936,INV-00905,445,duplicate,approved,2024-07-09
RF-00906,user937@example.com,937,INV-00906,456,fraud,rejected,2024-07-10
RF-00907,user938@example.com,938,INV-00907,467,goodwill,pending,2024-07-11
RF-00908,user939@example.com,939,INV-00908,478,defect,approved,2024-07-12
RF-00909,user940@example.com,940,INV-00909,489,duplicate,rejected,2024-07-13
RF-00910,user941@example.com,941,INV-00910,500,fraud,pending,2024-07-14
RF-00911,user942@example.com,942,INV-00911,11,goodwill,approved,2024-07-15
RF-00912,user943@example.com,943,INV-00912,22,defect,rejected,2024-07-16
RF-00913,user944@example.com,944,INV-00913,33,duplicate,pending,2024-07-17
RF-00914,user945@example.com,945,INV-00914,44,fraud,approved,2024-07-18
RF-00915,user946@example.com,946,INV-00915,55,goodwill,rejected,2024-07-19
RF-00916,user947@example.com,947,INV-00916,66,defect,pending,2024-07-20
RF-00917,user948@example.com,948,INV-00917,77,duplicate,approved,2024-07-21
RF-00918,user949@example.com,949,INV-00918,88,fraud,rejected,2024-07-22
RF-00919,user950@example.com,950,INV-00919,99,goodwill,pending,2024-07-23
RF-00920,user951@example.com,951,INV-00920,110,defect,approved,2024-07-24
RF-00921,user952@example.com,952,INV-00921,121,duplicate,rejected,2024-07-25
RF-00922,user953@example.com,953,INV-00922,132,fraud,pending,2024-07-26
RF-00923,user954@example.com,954,INV-00923,143,goodwill,approved,2024-07-27
RF-00924,user955@example.com,955,INV-00924,154,defect,rejected,2024-07-28
RF-00925,user956@example.com,956,INV-00925,165,duplicate,pending,2024-07-01
RF-00926,user957@example.com,957,INV-00926,176,fraud,approved,2024-07-02
RF-00927,user958@example.com,958,INV-00927,187,goodwill,rejected,2024-07-03
RF-00928,user959@example.com,959,INV-00928,198,defect,pending,2024-07-04
RF-00929,user960@example.com,960,INV-00929,209,duplicate,approved,2024-07-05
RF-00930,user961@example.com,961,INV-00930,220,fraud,rejected,2024-07-06
RF-00931,user962@example.com,962,INV-00931,231,goodwill,pending,2024-07-07
RF-00932,user963@example.com,963,INV-00932,242,defect,approved,2024-07-08
RF-00933,user964@example.com,964,INV-00933,253,duplicate,rejected,2024-07-09
RF-00934,user965@example.com,965,INV-00934,264,fraud,pending,2024-07-10
RF-00935,user966@example.com,966,INV-00935,275,goodwill,approved,2024-07-11
RF-00936,user967@example.com,967,INV-00936,286,defect,rejected,2024-07-12
RF-00937,user968@example.com,968,INV-00937,297,duplicate,pending,2024-07-13
RF-00938,user969@example.com,969,INV-00938,308,fraud,approved,2024-07-14
RF-00939,user970@example.com,970,INV-00939,319,goodwill,rejected,2024-07-15
RF-00940,ada@example.com,971,INV-00940,330,defect,pending,2024-07-16
RF-00941,user972@example.com,972,INV-00941,341,duplicate,approved,2024-07-17
RF-00942,user973@example.com,973,INV-00942,352,fraud,rejected,2024-07-18
RF-00943,user974@example.com,974,INV-00943,363,goodwill,pending,2024-07-19
RF-00944,user975@example.com,975,INV-00944,374,defect,approved,2024-07-20
RF-00945,user976@example.com,976,INV-00945,385,duplicate,rejected,2024-07-21
RF-00946,user977@example.com,977,INV-00946,396,fraud,pending,2024-07-22
RF-00947,user978@example.com,978,INV-00947,407,goodwill,approved,2024-07-23
RF-00948,user979@example.com,979,INV-00948,418,defect,rejected,2024-07-24
RF-00949,grace@example.com,980,INV-00949,429,duplicate,pending,2024-07-25
RF-00950,user981@example.com,981,INV-00950,440,fraud,approved,2024-07-26
RF-00951,user982@example.com,982,INV-00951,451,goodwill,rejected,2024-07-27
RF-00952,user983@example.com,983,INV-00952,462,defect,pending,2024-07-28
RF-00953,user984@example.com,984,INV-00953,473,duplicate,approved,2024-07-01
RF-00954,user985@example.com,985,INV-00954,484,fraud,rejected,2024-07-02
RF-00955,user986@example.com,986,INV-00955,495,goodwill,pending,2024-07-03
RF-00956,user987@example.com,987,INV-00956,6,defect,approved,2024-07-04
RF-00957,user988@example.com,988,INV-00957,17,duplicate,rejected,2024-07-05
RF-00958,user989@example.com,989,INV-00958,28,fraud,pending,2024-07-06
RF-00959,user990@example.com,990,INV-00959,39,goodwill,approved,2024-07-07
RF-00960,user991@example.com,991,INV-00960,50,defect,rejected,2024-07-08
RF-00961,user992@example.com,992,INV-00961,61,duplicate,pending,2024-07-09
RF-00962,user993@example.com,993,INV-00962,72,fraud,approved,2024-07-10
RF-00963,user994@example.com,994,INV-00963,83,goodwill,rejected,2024-07-11
RF-00964,user995@example.com,995,INV-00964,94,defect,pending,2024-07-12
RF-00965,user996@example.com,996,INV-00965,105,duplicate,approved,2024-07-13
RF-00966,alan@example.com,997,INV-00966,116,fraud,rejected,2024-07-14
RF-00967,user998@example.com,998,INV-00967,127,goodwill,pending,2024-07-15
RF-00968,user999@example.com,999,INV-00968,138,defect,approved,2024-07-16
RF-00969,user1000@example.com,1000,INV-00969,149,duplicate,rejected,2024-07-17
RF-00970,user1001@example.com,1001,INV-00970,160,fraud,pending,2024-07-18
RF-00971,user1002@example.com,1002,INV-00971,171,goodwill,approved,2024-07-19
RF-00972,user1003@example.com,1003,INV-00972,182,defect,rejected,2024-07-20
RF-00973,user1004@example.com,1004,INV-00973,193,duplicate,pending,2024-07-21
RF-00974,user1005@example.com,1005,INV-00974,204,fraud,approved,2024-07-22
RF-00975,user1006@example.com,1006,INV-00975,215,goodwill,rejected,2024-07-23
RF-00976,user1007@example.com,1007,INV-00976,226,defect,pending,2024-07-24
RF-00977,user1008@example.com,1008,INV-00977,237,duplicate,approved,2024-07-25
RF-00978,user1009@example.com,1009,INV-00978,248,fraud,rejected,2024-07-26
RF-00979,user1010@example.com,1010,INV-00979,259,goodwill,pending,2024-07-27
RF-00980,user1011@example.com,1011,INV-00980,270,defect,approved,2024-07-28
RF-00981,user1012@example.com,1012,INV-00981,281,duplicate,rejected,2024-07-01
RF-00982,user1013@example.com,1013,INV-00982,292,fraud,pending,2024-07-02
RF-00983,user1014@example.com,1014,INV-00983,303,goodwill,approved,2024-07-03
RF-00984,user1015@example.com,1015,INV-00984,314,defect,rejected,2024-07-04
RF-00985,user1016@example.com,1016,INV-00985,325,duplicate,pending,2024-07-05
RF-00986,user1017@example.com,1017,INV-00986,336,fraud,approved,2024-07-06
RF-00987,user1018@example.com,1018,INV-00987,347,goodwill,rejected,2024-07-07
RF-00988,user1019@example.com,1019,INV-00988,358,defect,pending,2024-07-08
RF-00989,user1020@example.com,1020,INV-00989,369,duplicate,approved,2024-07-09
RF-00990,user1021@example.com,1021,INV-00990,380,fraud,rejected,2024-07-10
RF-00991,user1022@example.com,1022,INV-00991,391,goodwill,pending,2024-07-11
RF-00992,user1023@example.com,1023,INV-00992,402,defect,approved,2024-07-12
RF-00993,user1024@example.com,1024,INV-00993,413,duplicate,rejected,2024-07-13
RF-00994,user1025@example.com,1025,INV-00994,424,fraud,pending,2024-07-14
RF-00995,user1026@example.com,1026,INV-00995,435,goodwill,approved,2024-07-15
RF-00996,user1027@example.com,1027,INV-00996,446,defect,rejected,2024-07-16
RF-00997,user1028@example.com,1028,INV-00997,457,duplicate,pending,2024-07-17
RF-00998,user1029@example.com,1029,INV-00998,468,fraud,approved,2024-07-18
RF-00999,user1030@example.com,1030,INV-00999,479,goodwill,rejected,2024-07-19
RF-01000,user1031@example.com,1031,INV-01000,490,defect,pending,2024-07-20
RF-01001,user1032@example.com,1032,INV-01001,1,duplicate,approved,2024-07-21
RF-01002,user1033@example.com,1033,INV-01002,12,fraud,rejected,2024-07-22
RF-01003,user1034@example.com,1034,INV-01003,23,goodwill,pending,2024-07-23
RF-01004,user1035@example.com,1035,INV-01004,34,defect,approved,2024-07-24
RF-01005,user1036@example.com,1036,INV-01005,45,duplicate,rejected,2024-07-25
RF-01006,user1037@example.com,1037,INV-01006,56,fraud,pending,2024-07-26
RF-01007,user1038@example.com,1038,INV-01007,67,goodwill,approved,2024-07-27
RF-01008,user1039@example.com,1039,INV-01008,78,defect,rejected,2024-07-28
RF-01009,user1040@example.com,1040,INV-01009,89,duplicate,pending,2024-07-01
RF-01010,user1041@example.com,1041,INV-01010,100,fraud,approved,2024-07-02
RF-01011,user1042@example.com,1042,INV-01011,111,goodwill,rejected,2024-07-03
RF-01012,user1043@example.com,1043,INV-01012,122,defect,pending,2024-07-04
RF-01013,user1044@example.com,1044,INV-01013,133,duplicate,approved,2024-07-05
RF-01014,user1045@example.com,1045,INV-01014,144,fraud,rejected,2024-07-06
RF-01015,user1046@example.com,1046,INV-01015,155,goodwill,pending,2024-07-07
RF-01016,user1047@example.com,1047,INV-01016,166,defect,approved,2024-07-08
RF-01017,user1048@example.com,1048,INV-01017,177,duplicate,rejected,2024-07-09
RF-01018,user1049@example.com,1049,INV-01018,188,fraud,pending,2024-07-10
RF-01019,user1050@example.com,1050,INV-01019,199,goodwill,approved,2024-07-11
RF-01020,user1051@example.com,1051,INV-01020,210,defect,rejected,2024-07-12
RF-01021,user1052@example.com,1052,INV-01021,221,duplicate,pending,2024-07-13
RF-01022,user1053@example.com,1053,INV-01022,232,fraud,approved,2024-07-14
RF-01023,user1054@example.com,1054,INV-01023,243,goodwill,rejected,2024-07-15
RF-01024,user1055@example.com,1055,INV-01024,254,defect,pending,2024-07-16
RF-01025,user1056@example.com,1056,INV-01025,265,duplicate,approved,2024-07-17
RF-01026,user1057@example.com,1057,INV-01026,276,fraud,rejected,2024-07-18
RF-01027,user1058@example.com,1058,INV-01027,287,goodwill,pending,2024-07-19
RF-01028,user1059@example.com,1059,INV-01028,298,defect,approved,2024-07-20
RF-01029,user1060@example.com,1060,INV-01029,309,duplicate,rejected,2024-07-21
RF-01030,user1061@example.com,1061,INV-01030,320,fraud,pending,2024-07-22
RF-01031,user1062@example.com,1062,INV-01031,331,goodwill,approved,2024-07-23
RF-01032,user1063@example.com,1063,INV-01032,342,defect,rejected,2024-07-24
RF-01033,user1064@example.com,1064,INV-01033,353,duplicate,pending,2024-07-25
RF-01034,user1065@example.com,1065,INV-01034,364,fraud,approved,2024-07-26
RF-01035,user1066@example.com,1066,INV-01035,375,goodwill,rejected,2024-07-27
RF-01036,user1067@example.com,1067,INV-01036,386,defect,pending,2024-07-28
RF-01037,ada@example.com,1068,INV-01037,397,duplicate,approved,2024-07-01
RF-01038,grace@example.com,1069,INV-01038,408,fraud,rejected,2024-07-02
RF-01039,user1070@example.com,1070,INV-01039,419,goodwill,pending,2024-07-03
RF-01040,user1071@example.com,1071,INV-01040,430,defect,approved,2024-07-04
RF-01041,user1072@example.com,1072,INV-01041,441,duplicate,rejected,2024-07-05
RF-01042,user1073@example.com,1073,INV-01042,452,fraud,pending,2024-07-06
RF-01043,user1074@example.com,1074,INV-01043,463,goodwill,approved,2024-07-07
RF-01044,user1075@example.com,1075,INV-01044,474,defect,rejected,2024-07-08
RF-01045,user1076@example.com,1076,INV-01045,485,duplicate,pending,2024-07-09
