lead_id,email,campaign_id,status,score,created_at
L-0454,user465@example.com,cmp-0360,qualified,89,2024-03-06
L-0455,user466@example.com,cmp-0363,won,2,2024-03-07
L-0456,user467@example.com,cmp-0366,lost,15,2024-03-08
L-0457,user468@example.com,cmp-0369,open,28,2024-03-09
L-0458,user469@example.com,cmp-0372,qualified,41,2024-03-10
L-0459,user470@example.com,cmp-0375,won,54,2024-03-11
L-0460,user471@example.com,cmp-0378,lost,67,2024-03-12
L-0461,user472@example.com,cmp-0381,open,80,2024-03-13
L-0462,user473@example.com,cmp-0384,qualified,93,2024-03-14
L-0463,user474@example.com,cmp-0387,won,6,2024-03-15
L-0464,user475@example.com,cmp-0390,lost,19,2024-03-16
L-0465,user476@example.com,cmp-0393,open,32,2024-03-17
L-0466,user477@example.com,cmp-0396,qualified,45,2024-03-18
L-0467,user478@example.com,cmp-0399,won,58,2024-03-19
L-0468,user479@example.com,cmp-0402,lost,71,2024-03-20
L-0469,user480@example.com,cmp-0405,open,84,2024-03-21
L-0470,user481@example.com,cmp-0408,qualified,97,2024-03-22
L-0471,user482@example.com,cmp-0411,won,10,2024-03-23
L-0472,user483@example.com,cmp-0414,lost,23,2024-03-24
L-0473,user484@example.com,cmp-0417,open,36,2024-03-25
L-0474,user485@example.com,cmp-0420,qualified,49,2024-03-26
L-0475,ada@example.com,cmp-0423,won,62,2024-03-27
L-0476,user487@example.com,cmp-0426,lost,75,2024-03-28
L-0477,user488@example.com,cmp-0429,open,88,2024-03-01
L-0478,user489@example.com,cmp-0432,qualified,1,2024-03-02
L-0479,user490@example.com,cmp-0435,won,14,2024-03-03
L-0480,user491@example.com,cmp-0438,lost,27,2024-03-04
L-0481,user492@example.com,cmp-0441,open,40,2024-03-05
L-0482,user493@example.com,cmp-0444,qualified,53,2024-03-06
L-0483,user494@example.com,cmp-0447,won,66,2024-03-07
L-0484,user495@example.com,cmp-0450,lost,79,2024-03-08
L-0485,user496@example.com,cmp-0453,open,92,2024-03-09
L-0486,user497@example.com,cmp-0456,qualified,5,2024-03-10
L-0487,user498@example.com,cmp-0459,won,18,2024-03-11
L-0488,alan@example.com,cmp-0462,lost,31,2024-03-12
L-0489,user500@example.com,cmp-0465,open,44,2024-03-13
L-0490,user501@example.com,cmp-0468,qualified,57,2024-03-14
L-0491,user502@example.com,cmp-0471,won,70,2024-03-15
L-0492,user503@example.com,cmp-0474,lost,83,2024-03-16
L-0493,user504@example.com,cmp-0477,open,96,2024-03-17
L-0494,user505@example.com,cmp-0480,qualified,9,2024-03-18
L-0495,user506@example.com,cmp-0483,won,22,2024-03-19
L-0496,user507@example.com,cmp-0486,lost,35,2024-03-20
L-0497,user508@example.com,cmp-0489,open,48,2024-03-21
L-0498,user509@example.com,cmp-0492,qualified,61,2024-03-22
L-0499,user510@example.com,cmp-0495,won,74,2024-03-23
L-0500,user511@example.com,cmp-0498,lost,87,2024-03-24
L-0501,user512@example.com,cmp-0501,open,0,2024-03-25
L-0502,user513@example.com,cmp-0504,qualified,13,2024-03-26
L-0503,user514@example.com,cmp-0507,won,26,2024-03-27
L-0504,user515@example.com,cmp-0510,lost,39,2024-03-28
L-0505,user516@example.com,cmp-0513,open,52,2024-03-01
L-0506,user517@example.com,cmp-0516,qualified,65,2024-03-02
L-0507,user518@example.com,cmp-0519,won,78,2024-03-03
L-0508,user519@example.com,cmp-0522,lost,91,2024-03-04
L-0509,user520@example.com,cmp-0525,open,4,2024-03-05
L-0510,user521@example.com,cmp-0528,qualified,17,2024-03-06
L-0511,user522@example.com,cmp-0531,won,30,2024-03-07
L-0512,user523@example.com,cmp-0534,lost,43,2024-03-08
L-0513,user524@example.com,cmp-0537,open,56,2024-03-09
L-0514,user525@example.com,cmp-0540,qualified,69,2024-03-10
L-0515,user526@example.com,cmp-0543,won,82,2024-03-11
L-0516,user527@example.com,cmp-0546,lost,95,2024-03-12
L-0517,user528@example.com,cmp-0549,open,8,2024-03-13
L-0518,user529@example.com,cmp-0552,qualified,21,2024-03-14
L-0519,user530@example.com,cmp-0555,won,34,2024-03-15
L-0520,user531@example.com,cmp-0558,lost,47,2024-03-16
L-0521,user532@example.com,cmp-0561,open,60,2024-03-17
L-0522,user533@example.com,cmp-0564,qualified,73,2024-03-18
L-0523,user534@example.com,cmp-0567,won,86,2024-03-19
L-0524,grace@example.com,cmp-0570,lost,99,2024-03-20
L-0525,user536@example.com,cmp-0573,open,12,2024-03-21
L-0526,user537@example.com,cmp-0576,qualified,25,2024-03-22
L-0527,user538@example.com,cmp-0579,won,38,2024-03-23
L-0528,user539@example.com,cmp-0582,lost,51,2024-03-24
L-0529,user540@example.com,cmp-0585,open,64,2024-03-25
L-0530,user541@example.com,cmp-0588,qualified,77,2024-03-26
L-0531,user542@example.com,cmp-0591,won,90,2024-03-27
L-0532,user543@example.com,cmp-0594,lost,3,2024-03-28
L-0533,user544@example.com,cmp-0597,open,16,2024-03-01
L-0534,user545@example.com,cmp-0600,qualified,29,2024-03-02
L-0535,user546@example.com,cmp-0603,won,42,2024-03-03
L-0536,user547@example.com,cmp-0606,lost,55,2024-03-04
L-0537,user548@example.com,cmp-0609,open,68,2024-03-05
L-0538,user549@example.com,cmp-0612,qualified,81,2024-03-06
L-0539,user550@example.com,cmp-0615,won,94,2024-03-07
L-0540,user551@example.com,cmp-0618,lost,7,2024-03-08
L-0541,user552@example.com,cmp-0621,open,20,2024-03-09
L-0542,user553@example.com,cmp-0624,qualified,33,2024-03-10
L-0543,user554@example.com,cmp-0627,won,46,2024-03-11
L-0544,user555@example.com,cmp-0630,lost,59,2024-03-12
L-0545,user556@example.com,cmp-0633,open,72,2024-03-13
L-0546,user557@example.com,cmp-0636,qualified,85,2024-03-14
L-0547,user558@example.com,cmp-0639,won,98,2024-03-15
L-0548,user559@example.com,cmp-0642,lost,11,2024-03-16
L-0549,user560@example.com,cmp-0645,open,24,2024-03-17
L-0550,user561@example.com,cmp-0648,qualified,37,2024-03-18
L-0551,user562@example.com,cmp-0651,won,50,2024-03-19
L-0552,user563@example.com,cmp-0654,lost,63,2024-03-20
L-0553,user564@example.com,cmp-0657,open,76,2024-03-21
L-0554,user565@example.com,cmp-0660,qualified,89,2024-03-22
L-0555,user566@example.com,cmp-0663,won,2,2024-03-23
L-0556,user567@example.com,cmp-0666,lost,15,2024-03-24
L-0557,user568@example.com,cmp-0669,open,28,2024-03-25
L-0558,user569@example.com,cmp-0672,qualified,41,2024-03-26
L-0559,user570@example.com,cmp-0675,won,54,2024-03-27
L-0560,user571@example.com,cmp-0678,lost,67,2024-03-28
L-0561,user572@example.com,cmp-0681,open,80,2024-03-01
L-0562,user573@example.com,cmp-0684,qualified,93,2024-03-02
L-0563,user574@example.com,cmp-0687,won,6,2024-03-03
L-0564,user575@example.com,cmp-0690,lost,19,2024-03-04
L-0565,user576@example.com,cmp-0693,open,32,2024-03-05
L-0566,user577@example.com,cmp-0696,qualified,45,2024-03-06
L-0567,user578@example.com,cmp-0699,won,58,2024-03-07
L-0568,user579@example.com,cmp-0702,lost,71,2024-03-08
L-0569,user580@example.com,cmp-0705,open,84,2024-03-09
L-0570,user581@example.com,cmp-0708,qualified,97,2024-03-10
L-0571,alan@example.com,cmp-0711,won,10,2024-03-11
L-0572,ada@example.com,cmp-0714,lost,23,2024-03-12
L-0573,user584@example.com,cmp-0717,open,36,2024-03-13
L-0574,user585@example.com,cmp-0720,qualified,49,2024-03-14
L-0575,user586@example.com,cmp-0723,won,62,2024-03-15
L-0576,user587@example.com,cmp-0726,lost,75,2024-03-16
L-0577,user588@example.com,cmp-0729,open,88,2024-03-17
L-0578,user589@example.com,cmp-0732,qualified,1,2024-03-18
L-0579,user590@example.com,cmp-0735,won,14,2024-03-19
L-0580,user591@example.com,cmp-0738,lost,27,2024-03-20
L-0581,user592@example.com,cmp-0741,open,40,2024-03-21
L-0582,user593@example.com,cmp-0744,qualified,53,2024-03-22
L-0583,user594@example.com,cmp-0747,won,66,2024-03-23
L-0584,user595@example.com,cmp-0750,lost,79,2024-03-24
L-0585,user596@example.com,cmp-0753,open,92,2024-03-25
L-0586,user597@example.com,cmp-0756,qualified,5,2024-03-26
L-0587,user598@example.com,cmp-0759,won,18,2024-03-27
L-0588,user599@example.com,cmp-0762,lost,31,2024-03-28
L-0589,user600@example.com,cmp-0765,open,44,2024-03-01
L-0590,user601@example.com,cmp-0768,qualified,57,2024-03-02
L-0591,user602@example.com,cmp-0771,won,70,2024-03-03
L-0592,user603@example.com,cmp-0774,lost,83,2024-03-04
L-0593,user604@example.com,cmp-0777,open,96,2024-03-05
L-0594,user605@example.com,cmp-0780,qualified,9,2024-03-06
L-0595,user606@example.com,cmp-0783,won,22,2024-03-07
L-0596,user607@example.com,cmp-0786,lost,35,2024-03-08
L-0597,user608@example.com,cmp-0789,open,48,2024-03-09
L-0598,user609@example.com,cmp-0792,qualified,61,2024-03-10
L-0599,user610@example.com,cmp-0795,won,74,2024-03-11
L-0600,user611@example.com,cmp-0798,lost,87,2024-03-12
L-0601,user612@example.com,cmp-0801,open,0,2024-03-13
L-0602,user613@example.com,cmp-0804,qualified,13,2024-03-14
L-0603,user614@example.com,cmp-0807,won,26,2024-03-15
L-0604,user615@example.com,cmp-0810,lost,39,2024-03-16
L-0605,user616@example.com,cmp-0813,open,52,2024-03-17
L-0606,user617@example.com,cmp-0816,qualified,65,2024-03-18
L-0607,user618@example.com,cmp-0819,won,78,2024-03-19
L-0608,user619@example.com,cmp-0822,lost,91,2024-03-20
L-0609,user620@example.com,cmp-0825,open,4,2024-03-21
L-0610,user621@example.com,cmp-0828,qualified,17,2024-03-22
L-0611,user622@example.com,cmp-0831,won,30,2024-03-23
L-0612,user623@example.com,cmp-0834,lost,43,2024-03-24
L-0613,grace@example.com,cmp-0837,open,56,2024-03-25
L-0614,user625@example.com,cmp-0840,qualified,69,2024-03-26
L-0615,user626@example.com,cmp-0843,won,82,2024-03-27
L-0616,user627@example.com,cmp-0846,lost,95,2024-03-28
L-0617,user628@example.com,cmp-0849,open,8,2024-03-01
L-0618,user629@example.com,cmp-0852,qualified,21,2024-03-02
L-0619,user630@example.com,cmp-0855,won,34,2024-03-03
L-0620,user631@example.com,cmp-0858,lost,47,2024-03-04
L-0621,user632@example.com,cmp-0861,open,60,2024-03-05
L-0622,user633@example.com,cmp-0864,qualified,73,2024-03-06
L-0623,user634@example.com,cmp-0867,won,86,2024-03-07
L-0624,user635@example.com,cmp-0870,lost,99,2024-03-08
L-0625,user636@example.com,cmp-0873,open,12,2024-03-09
L-0626,user637@example.com,cmp-0876,qualified,25,2024-03-10
L-0627,user638@example.com,cmp-0879,won,38,2024-03-11
L-0628,user639@example.com,cmp-0882,lost,51,2024-03-12
L-0629,user640@example.com,cmp-0885,open,64,2024-03-13
L-0630,user641@example.com,cmp-0888,qualified,77,2024-03-14
L-0631,user642@example.com,cmp-0891,won,90,2024-03-15
L-0632,user643@example.com,cmp-0894,lost,3,2024-03-16
L-0633,user644@example.com,cmp-0897,open,16,2024-03-17
L-0634,user645@example.com,cmp-0900,qualified,29,2024-03-18
L-0635,user646@example.com,cmp-0903,won,42,2024-03-19
L-0636,user647@example.com,cmp-0906,lost,55,2024-03-20
L-0637,user648@example.com,cmp-0909,open,68,2024-03-21
L-0638,user649@example.com,cmp-0912,qualified,81,2024-03-22
L-0639,user650@example.com,cmp-0915,won,94,2024-03-23
L-0640,user651@example.com,cmp-0918,lost,7,2024-03-24
L-0641,user652@example.com,cmp-0921,open,20,2024-03-25
L-0642,user653@example.com,cmp-0924,qualified,33,2024-03-26
L-0643,user654@example.com,cmp-0927,won,46,2024-03-27
L-0644,user655@example.com,cmp-0930,lost,59,2024-03-28
L-0645,user656@example.com,cmp-0933,open,72,2024-03-01
L-0646,user657@example.com,cmp-0936,qualified,85,2024-03-02
L-0647,user658@example.com,cmp-0939,won,98,2024-03-03
L-0648,user659@example.com,cmp-0942,lost,11,2024-03-04
L-0649,user660@example.com,cmp-0945,open,24,2024-03-05
L-0650,user661@example.com,cmp-0948,qualified,37,2024-03-06
L-0651,user662@example.com,cmp-0951,won,50,2024-03-07
L-0652,user663@example.com,cmp-0954,lost,63,2024-03-08
L-0653,user664@example.com,cmp-0957,open,76,2024-03-09
L-0654,alan@example.com,cmp-0960,qualified,89,2024-03-10
L-0655,user666@example.com,cmp-0963,won,2,2024-03-11
L-0656,user667@example.com,cmp-0966,lost,15,2024-03-12
L-0657,user668@example.com,cmp-0969,open,28,2024-03-13
L-0658,user669@example.com,cmp-0972,qualified,41,2024-03-14
L-0659,user670@example.com,cmp-0975,won,54,2024-03-15
L-0660,user671@example.com,cmp-0978,lost,67,2024-03-16
L-0661,user672@example.com,cmp-0981,open,80,2024-03-17
L-0662,user673@example.com,cmp-0984,qualified,93,2024-03-18
L-0663,user674@example.com,cmp-0987,won,6,2024-03-19
L-0664,user675@example.com,cmp-0990,lost,19,2024-03-20
L-0665,user676@example.com,cmp-0993,open,32,2024-03-21
L-0666,user677@example.com,cmp-0996,qualified,45,2024-03-22
L-0667,user678@example.com,cmp-0999,won,58,2024-03-23
L-0668,user679@example.com,cmp-0002,lost,71,2024-03-24
L-0669,ada@example.com,cmp-0005,open,84,2024-03-25
L-0670,user681@example.com,cmp-0008,qualified,97,2024-03-26
L-0671,user682@example.com,cmp-0011,won,10,2024-03-27
L-0672,user683@example.com,cmp-0014,lost,23,2024-03-28
L-0673,user684@example.com,cmp-0017,open,36,2024-03-01
L-0674,user685@example.com,cmp-0020,qualified,49,2024-03-02
L-0675,user686@example.com,cmp-0023,won,62,2024-03-03
L-0676,user687@example.com,cmp-0026,lost,75,2024-03-04
L-0677,user688@example.com,cmp-0029,open,88,2024-03-05
L-0678,user689@example.com,cmp-0032,qualified,1,2024-03-06
L-0679,user690@example.com,cmp-0035,won,14,2024-03-07
L-0680,user691@example.com,cmp-0038,lost,27,2024-03-08
L-0681,user692@example.com,cmp-0041,open,40,2024-03-09
L-0682,user693@example.com,cmp-0044,qualified,53,2024-03-10
L-0683,user694@example.com,cmp-0047,won,66,2024-03-11
L-0684,user695@example.com,cmp-0050,lost,79,2024-03-12
L-0685,user696@example.com,cmp-0053,open,92,2024-03-13
L-0686,user697@example.com,cmp-0056,qualified,5,2024-03-14
L-0687,user698@example.com,cmp-0059,won,18,2024-03-15
L-0688,user699@example.com,cmp-0062,lost,31,2024-03-16
L-0689,user700@example.com,cmp-0065,open,44,2024-03-17
L-0690,user701@example.com,cmp-0068,qualified,57,2024-03-18
L-0691,user702@example.com,cmp-0071,won,70,2024-03-19
L-0692,user703@example.com,cmp-0074,lost,83,2024-03-20
L-0693,user704@example.com,cmp-0077,open,96,2024-03-21
L-0694,user705@example.com,cmp-0080,qualified,9,2024-03-22
L-0695,user706@example.com,cmp-0083,won,22,2024-03-23
L-0696,user707@example.com,cmp-0086,lost,35,2024-03-24
L-0697,user708@example.com,cmp-0089,open,48,2024-03-25
L-0698,user709@example.com,cmp-0092,qualified,61,2024-03-26
L-0699,user710@example.com,cmp-0095,won,74,2024-03-27
L-0700,user711@example.com,cmp-0098,lost,87,2024-03-28
L-0701,user712@example.com,cmp-0101,open,0,2024-03-01
L-0702,grace@example.com,cmp-0104,qualified,13,2024-03-02
L-0703,user714@example.com,cmp-0107,won,26,2024-03-03
L-0704,user715@example.com,cmp-0110,lost,39,2024-03-04
L-0705,user716@example.com,cmp-0113,open,52,2024-03-05
L-0706,user717@example.com,cmp-0116,qualified,65,2024-03-06
L-0707,user718@example.com,cmp-0119,won,78,2024-03-07
L-0708,user719@example.com,cmp-0122,lost,91,2024-03-08
L-0709,user720@example.com,cmp-0125,open,4,2024-03-09
L-0710,user721@example.com,cmp-0128,qualified,17,2024-03-10
L-0711,user722@example.com,cmp-0131,won,30,2024-03-11
L-0712,user723@example.com,cmp-0134,lost,43,2024-03-12
L-0713,user724@example.com,cmp-0137,open,56,2024-03-13
L-0714,user725@example.com,cmp-0140,qualified,69,2024-03-14
L-0715,user726@example.com,cmp-0143,won,82,2024-03-15
L-0716,user727@example.com,cmp-0146,lost,95,2024-03-16
L-0717,user728@example.com,cmp-0149,open,8,2024-03-17
L-0718,user729@example.com,cmp-0152,qualified,21,2024-03-18
L-0719,user730@example.com,cmp-0155,won,34,2024-03-19
L-0720,user731@example.com,cmp-0158,lost,47,2024-03-20
L-0721,user732@example.com,cmp-0161,open,60,2024-03-21
L-0722,user733@example.com,cmp-0164,qualified,73,2024-03-22
L-0723,user734@example.com,cmp-0167,won,86,2024-03-23
L-0724,user735@example.com,cmp-0170,lost,99,2024-03-24
L-0725,user736@example.com,cmp-0173,open,12,2024-03-25
L-0726,user737@example.com,cmp-0176,qualified,25,2024-03-26
L-0727,user738@example.com,cmp-0179,won,38,2024-03-27
L-0728,user739@example.com,cmp-0182,lost,51,2024-03-28
L-0729,user740@example.com,cmp-0185,open,64,2024-03-01
L-0730,user741@example.com,cmp-0188,qualified,77,2024-03-02
L-0731,user742@example.com,cmp-0191,won,90,2024-03-03
L-0732,user743@example.com,cmp-0194,lost,3,2024-03-04
L-0733,user744@example.com,cmp-0197,open,16,2024-03-05
L-0734,user745@example.com,cmp-0200,qualified,29,2024-03-06
L-0735,user746@example.com,cmp-0203,won,42,2024-03-07
L-0736,user747@example.com,cmp-0206,lost,55,2024-03-08
L-0737,alan@example.com,cmp-0209,open,68,2024-03-09
L-0738,user749@example.com,cmp-0212,qualified,81,2024-03-10
L-0739,user750@example.com,cmp-0215,won,94,2024-03-11
L-0740,user751@example.com,cmp-0218,lost,7,2024-03-12
L-0741,user752@example.com,cmp-0221,open,20,2024-03-13
L-0742,user753@example.com,cmp-0224,qualified,33,2024-03-14
L-0743,user754@example.com,cmp-0227,won,46,2024-03-15
L-0744,user755@example.com,cmp-0230,lost,59,2024-03-16
L-0745,user756@example.com,cmp-0233,open,72,2024-03-17
L-0746,user757@example.com,cmp-0236,qualified,85,2024-03-18
L-0747,user758@example.com,cmp-0239,won,98,2024-03-19
L-0748,user759@example.com,cmp-0242,lost,11,2024-03-20
L-0749,user760@example.com,cmp-0245,open,24,2024-03-21
L-0750,user761@example.com,cmp-0248,qualified,37,2024-03-22
L-0751,user762@example.com,cmp-0251,won,50,2024-03-23
L-0752,user763@example.com,cmp-0254,lost,63,2024-03-24
L-0753,user764@example.com,cmp-0257,open,76,2024-03-25
L-0754,user765@example.com,cmp-0260,qualified,89,2024-03-26
L-0755,user766@example.com,cmp-0263,won,2,2024-03-27
L-0756,user767@example.com,cmp-0266,lost,15,2024-03-28
L-0757,user768@example.com,cmp-0269,open,28,2024-03-01
L-0758,user769@example.com,cmp-0272,qualified,41,2024-03-02
L-0759,user770@example.com,cmp-0275,won,54,2024-03-03
L-0760,user771@example.com,cmp-0278,lost,67,2024-03-04
L-0761,user772@example.com,cmp-0281,open,80,2024-03-05
L-0762,user773@example.com,cmp-0284,qualified,93,2024-03-06
L-0763,user774@example.com,cmp-0287,won,6,2024-03-07
L-0764,user775@example.com,cmp-0290,lost,19,2024-03-08
L-0765,user776@example.com,cmp-0293,open,32,2024-03-09
L-0766,ada@example.com,cmp-0296,qualified,45,2024-03-10
L-0767,user778@example.com,cmp-0299,won,58,2024-03-11
L-0768,user779@example.com,cmp-0302,lost,71,2024-03-12
L-0769,user780@example.com,cmp-0305,open,84,2024-03-13
L-0770,user781@example.com,cmp-0308,qualified,97,2024-03-14
L-0771,user782@example.com,cmp-0311,won,10,2024-03-15
L-0772,user783@example.com,cmp-0314,lost,23,2024-03-16
L-0773,user784@example.com,cmp-0317,open,36,2024-03-17
L-0774,user785@example.com,cmp-0320,qualified,49,2024-03-18
L-0775,user786@example.com,cmp-0323,won,62,2024-03-19
L-0776,user787@example.com,cmp-0326,lost,75,2024-03-20
L-0777,user788@example.com,cmp-0329,open,88,2024-03-21
L-0778,user789@example.com,cmp-0332,qualified,1,2024-03-22
L-0779,user790@example.com,cmp-0335,won,14,2024-03-23
L-0780,user791@example.com,cmp-0338,lost,27,2024-03-24
L-0781,user792@example.com,cmp-0341,open,40,2024-03-25
L-0782,user793@example.com,cmp-0344,qualified,53,2024-03-26
L-0783,user794@example.com,cmp-0347,won,66,2024-03-27
L-0784,user795@example.com,cmp-0350,lost,79,2024-03-28
L-0785,user796@example.com,cmp-0353,open,92,2024-03-01
L-0786,user797@example.com,cmp-0356,qualified,5,2024-03-02
L-0787,user798@example.com,cmp-0359,won,18,2024-03-03
L-0788,user799@example.com,cmp-0362,lost,31,2024-03-04
L-0789,user800@example.com,cmp-0365,open,44,2024-03-05
L-0790,user801@example.com,cmp-0368,qualified,57,2024-03-06
L-0791,grace@example.com,cmp-0371,won,70,2024-03-07
L-0792,user803@example.com,cmp-0374,lost,83,2024-03-08
L-0793,user804@example.com,cmp-0377,open,96,2024-03-09
L-0794,user805@example.com,cmp-0380,qualified,9,2024-03-10
L-0795,user806@example.com,cmp-0383,won,22,2024-03-11
L-0796,user807@example.com,cmp-0386,lost,35,2024-03-12
L-0797,user808@example.com,cmp-0389,open,48,2024-03-13
L-0798,user809@example.com,cmp-0392,qualified,61,2024-03-14
L-0799,user810@example.com,cmp-0395,won,74,2024-03-15
L-0800,user811@example.com,cmp-0398,lost,87,2024-03-16
L-0801,user812@example.com,cmp-0401,open,0,2024-03-17
L-0802,user813@example.com,cmp-0404,qualified,13,2024-03-18
L-0803,user814@example.com,cmp-0407,won,26,2024-03-19
L-0804,user815@example.com,cmp-0410,lost,39,2024-03-20
L-0805,user816@example.com,cmp-0413,open,52,2024-03-21
L-0806,user817@example.com,cmp-0416,qualified,65,2024-03-22
L-0807,user818@example.com,cmp-0419,won,78,2024-03-23
L-0808,user819@example.com,cmp-0422,lost,91,2024-03-24
L-0809,user820@example.com,cmp-0425,open,4,2024-03-25
L-0810,user821@example.com,cmp-0428,qualified,17,2024-03-26
L-0811,user822@example.com,cmp-0431,won,30,2024-03-27
L-0812,user823@example.com,cmp-0434,lost,43,2024-03-28
L-0813,user824@example.com,cmp-0437,open,56,2024-03-01
L-0814,user825@example.com,cmp-0440,qualified,69,2024-03-02
L-0815,user826@example.com,cmp-0443,won,82,2024-03-03
L-0816,user827@example.com,cmp-0446,lost,95,2024-03-04
L-0817,user828@example.com,cmp-0449,open,8,2024-03-05
L-0818,user829@example.com,cmp-0452,qualified,21,2024-03-06
L-0819,user830@example.com,cmp-0455,won,34,2024-03-07
L-0820,alan@example.com,cmp-0458,lost,47,2024-03-08
L-0821,user832@example.com,cmp-0461,open,60,2024-03-09
L-0822,user833@example.com,cmp-0464,qualified,73,2024-03-10
L-0823,user834@example.com,cmp-0467,won,86,2024-03-11
L-0824,user835@example.com,cmp-0470,lost,99,2024-03-12
L-0825,user836@example.com,cmp-0473,open,12,2024-03-13
L-0826,user837@example.com,cmp-0476,qualified,25,2024-03-14
L-0827,user838@example.com,cmp-0479,won,38,2024-03-15
L-0828,user839@example.com,cmp-0482,lost,51,2024-03-16
L-0829,user840@example.com,cmp-0485,open,64,2024-03-17
L-0830,user841@example.com,cmp-0488,qualified,77,2024-03-18
L-0831,user842@example.com,cmp-0491,won,90,2024-03-19
L-0832,user843@example.com,cmp-0494,lost,3,2024-03-20
L-0833,user844@example.com,cmp-0497,open,16,2024-03-21
L-0834,user845@example.com,cmp-0500,qualified,29,2024-03-22
L-0835,user846@example.com,cmp-0503,won,42,2024-03-23
L-0836,user847@example.com,cmp-0506,lost,55,2024-03-24
L-0837,user848@example.com,cmp-0509,open,68,2024-03-25
L-0838,user849@example.com,cmp-0512,qualified,81,2024-03-26
L-0839,user850@example.com,cmp-0515,won,94,2024-03-27
L-0840,user851@example.com,cmp-0518,lost,7,2024-03-28
L-0841,user852@example.com,cmp-0521,open,20,2024-03-01
L-0842,user853@example.com,cmp-0524,qualified,33,2024-03-02
L-0843,user854@example.com,cmp-0527,won,46,2024-03-03
L-0844,user855@example.com,cmp-0530,lost,59,2024-03-04
L-0845,user856@example.com,cmp-0533,open,72,2024-03-05
L-0846,user857@example.com,cmp-0536,qualified,85,2024-03-06
L-0847,user858@example.com,cmp-0539,won,98,2024-03-07
L-0848,user859@example.com,cmp-0542,lost,11,2024-03-08
L-0849,user860@example.com,cmp-0545,open,24,2024-03-09
L-0850,user861@example.com,cmp-0548,qualified,37,2024-03-10
L-0851,user862@example.com,cmp-0551,won,50,2024-03-11
L-0852,user863@example.com,cmp-0554,lost,63,2024-03-12
L-0853,user864@example.com,cmp-0557,open,76,2024-03-13
L-0854,user865@example.com,cmp-0560,qualified,89,2024-03-14
L-0855,user866@example.com,cmp-0563,won,2,2024-03-15
L-0856,user867@example.com,cmp-0566,lost,15,2024-03-16
L-0857,user868@example.com,cmp-0569,open,28,2024-03-17
L-0858,user869@example.com,cmp-0572,qualified,41,2024-03-18
L-0859,user870@example.com,cmp-0575,won,54,2024-03-19
L-0860,user871@example.com,cmp-0578,lost,67,2024-03-20
L-0861,user872@example.com,cmp-0581,open,80,2024-03-21
L-0862,user873@example.com,cmp-0584,qualified,93,2024-03-22
L-0863,ada@example.com,cmp-0587,won,6,2024-03-23
L-0864,user875@example.com,cmp-0590,lost,19,2024-03-24
L-0865,user876@example.com,cmp-0593,open,32,2024-03-25
L-0866,user877@example.com,cmp-0596,qualified,45,2024-03-26
L-0867,user878@example.com,cmp-0599,won,58,2024-03-27
L-0868,user879@example.com,cmp-0602,lost,71,2024-03-28
L-0869,user880@example.com,cmp-0605,open,84,2024-03-01
L-0870,user881@example.com,cmp-0608,qualified,97,2024-03-02
L-0871,user882@example.com,cmp-0611,won,10,2024-03-03
L-0872,user883@example.com,cmp-0614,lost,23,2024-03-04
L-0873,user884@example.com,cmp-0617,open,36,2024-03-05
L-0874,user885@example.com,cmp-0620,qualified,49,2024-03-06
L-0875,user886@example.com,cmp-0623,won,62,2024-03-07
L-0876,user887@example.com,cmp-0626,lost,75,2024-03-08
L-0877,user888@example.com,cmp-0629,open,88,2024-03-09
L-0878,user889@example.com,cmp-0632,qualified,1,2024-03-10
L-0879,user890@example.com,cmp-0635,won,14,2024-03-11
L-0880,grace@example.com,cmp-0638,lost,27,2024-03-12
L-0881,user892@example.com,cmp-0641,open,40,2024-03-13
L-0882,user893@example.com,cmp-0644,qualified,53,2024-03-14
L-0883,user894@example.com,cmp-0647,won,66,2024-03-15
L-0884,user895@example.com,cmp-0650,lost,79,2024-03-16
L-0885,user896@example.com,cmp-0653,open,92,2024-03-17
L-0886,user897@example.com,cmp-0656,qualified,5,2024-03-18
L-0887,user898@example.com,cmp-0659,won,18,2024-03-19
L-0888,user899@example.com,cmp-0662,lost,31,2024-03-20
L-0889,user900@example.com,cmp-0665,open,44,2024-03-21
L-0890,user901@example.com,cmp-0668,qualified,57,2024-03-22
L-0891,user902@example.com,cmp-0671,won,70,2024-03-23
L-0892,user903@example.com,cmp-0674,lost,83,2024-03-24
L-0893,user904@example.com,cmp-0677,open,96,2024-03-25
L-0894,user905@example.com,cmp-0680,qualified,9,2024-03-26
L-0895,user906@example.com,cmp-0683,won,22,2024-03-27
L-0896,user907@example.com,cmp-0686,lost,35,2024-03-28
L-0897,user908@example.com,cmp-0689,open,48,2024-03-01
L-0898,user909@example.com,cmp-0692,qualified,61,2024-03-02
L-0899,user910@example.com,cmp-0695,won,74,2024-03-03
L-0900,user911@example.com,cmp-0698,lost,87,2024-03-04
L-0901,user912@example.com,cmp-0701,open,0,2024-03-05
L-0902,user913@example.com,cmp-0704,qualified,13,2024-03-06
L-0903,alan@example.com,cmp-0707,won,26,2024-03-07
L-0904,user915@example.com,cmp-0710,lost,39,2024-03-08
L-0905,user916@example.com,cmp-0713,open,52,2024-03-09
L-0906,user917@example.com,cmp-0716,qualified,65,2024-03-10
L-0907,user918@example.com,cmp-0719,won,78,2024-03-11
