campaign_id,name,owner_email,budget,region_code,launched_at
cmp-0402,Campaign 402,user402@example.com,6937,EU,2024-06-15
cmp-0403,Campaign 403,user403@example.com,7074,APAC,2024-07-15
cmp-0404,Campaign 404,user404@example.com,7211,LATAM,2024-08-15
cmp-0405,Campaign 405,user405@example.com,7348,NA,2024-09-15
cmp-0406,Campaign 406,user406@example.com,7485,EU,2024-10-15
cmp-0407,Campaign 407,user407@example.com,7622,APAC,2024-11-15
cmp-0408,Campaign 408,user408@example.com,7759,LATAM,2024-12-15
cmp-0409,Campaign 409,user409@example.com,7896,NA,2024-01-15
cmp-0410,Campaign 410,user410@example.com,8033,EU,2024-02-15
cmp-0411,Campaign 411,user411@example.com,8170,APAC,2024-03-15
cmp-0412,Campaign 412,user412@example.com,8307,LATAM,2024-04-15
cmp-0413,Campaign 413,user413@example.com,8444,NA,2024-05-15
cmp-0414,Campaign 414,user414@example.com,8581,EU,2024-06-15
cmp-0415,Campaign 415,user415@example.com,8718,APAC,2024-07-15
cmp-0416,Campaign 416,alan@example.com,8855,LATAM,2024-08-15
cmp-0417,Campaign 417,user417@example.com,8992,NA,2024-09-15
cmp-0418,Campaign 418,user418@example.com,9129,EU,2024-10-15
cmp-0419,Campaign 419,user419@example.com,9266,APAC,2024-11-15
cmp-0420,Campaign 420,user420@example.com,9403,LATAM,2024-12-15
cmp-0421,Campaign 421,user421@example.com,9540,NA,2024-01-15
cmp-0422,Campaign 422,user422@example.com,9677,EU,2024-02-15
cmp-0423,Campaign 423,user423@example.com,9814,APAC,2024-03-15
cmp-0424,Campaign 424,user424@example.com,9951,LATAM,2024-04-15
cmp-0425,Campaign 425,user425@example.com,10088,NA,2024-05-15
cmp-0426,Campaign 426,user426@example.com,10225,EU,2024-06-15
cmp-0427,Campaign 427,user427@example.com,10362,APAC,2024-07-15
cmp-0428,Campaign 428,user428@example.com,10499,LATAM,2024-08-15
cmp-0429,Campaign 429,user429@example.com,10636,NA,2024-09-15
cmp-0430,Campaign 430,user430@example.com,10773,EU,2024-10-15
cmp-0431,Campaign 431,user431@example.com,10910,APAC,2024-11-15
cmp-0432,Campaign 432,user432@example.com,11047,LATAM,2024-12-15
cmp-0433,Campaign 433,user433@example.com,11184,NA,2024-01-15
cmp-0434,Campaign 434,user434@example.com,11321,EU,2024-02-15
cmp-0435,Campaign 435,user435@example.com,11458,APAC,2024-03-15
cmp-0436,Campaign 436,user436@example.com,11595,LATAM,2024-04-15
cmp-0437,Campaign 437,user437@example.com,11732,NA,2024-05-15
cmp-0438,Campaign 438,user438@example.com,11869,EU,2024-06-15
cmp-0439,Campaign 439,user439@example.com,12006,APAC,2024-07-15
cmp-0440,Campaign 440,user440@example.com,12143,LATAM,2024-08-15
cmp-0441,Campaign 441,user441@example.com,12280,NA,2024-09-15
cmp-0442,Campaign 442,user442@example.com,12417,EU,2024-10-15
cmp-0443,Campaign 443,user443@example.com,12554,APAC,2024-11-15
cmp-0444,Campaign 444,user444@example.com,12691,LATAM,2024-12-15
cmp-0445,Campaign 445,user445@example.com,12828,NA,2024-01-15
cmp-0446,Campaign 446,grace@example.com,12965,EU,2024-02-15
cmp-0447,Campaign 447,user447@example.com,13102,APAC,2024-03-15
cmp-0448,Campaign 448,user448@example.com,13239,LATAM,2024-04-15
cmp-0449,Campaign 449,user449@example.com,13376,NA,2024-05-15
cmp-0450,Campaign 450,user450@example.com,13513,EU,2024-06-15
cmp-0451,Campaign 451,user451@example.com,13650,APAC,2024-07-15
cmp-0452,Campaign 452,user452@example.com,13787,LATAM,2024-08-15
cmp-0453,Campaign 453,user453@example.com,13924,NA,2024-09-15
cmp-0454,Campaign 454,user454@example.com,14061,EU,2024-10-15
cmp-0455,Campaign 455,user455@example.com,14198,APAC,2024-11-15
cmp-0456,Campaign 456,user456@example.com,14335,LATAM,2024-12-15
cmp-0457,Campaign 457,user457@example.com,14472,NA,2024-01-15
cmp-0458,Campaign 458,user458@example.com,14609,EU,2024-02-15
cmp-0459,Campaign 459,user459@example.com,14746,APAC,2024-03-15
cmp-0460,Campaign 460,user460@example.com,14883,LATAM,2024-04-15
cmp-0461,Campaign 461,user461@example.com,15020,NA,2024-05-15
cmp-0462,Campaign 462,user462@example.com,15157,EU,2024-06-15
cmp-0463,Campaign 463,user463@example.com,15294,APAC,2024-07-15
cmp-0464,Campaign 464,user464@example.com,15431,LATAM,2024-08-15
cmp-0465,Campaign 465,user465@example.com,15568,NA,2024-09-15
cmp-0466,Campaign 466,user466@example.com,15705,EU,2024-10-15
cmp-0467,Campaign 467,user467@example.com,15842,APAC,2024-11-15
cmp-0468,Campaign 468,user468@example.com,15979,LATAM,2024-12-15
cmp-0469,Campaign 469,user469@example.com,16116,NA,2024-01-15
cmp-0470,Campaign 470,user470@example.com,16253,EU,2024-02-15
cmp-0471,Campaign 471,user471@example.com,16390,APAC,2024-03-15
cmp-0472,Campaign 472,user472@example.com,16527,LATAM,2024-04-15
cmp-0473,Campaign 473,user473@example.com,16664,NA,2024-05-15
cmp-0474,Campaign 474,user474@example.com,16801,EU,2024-06-15
cmp-0475,Campaign 475,user475@example.com,16938,APAC,2024-07-15
cmp-0476,Campaign 476,user476@example.com,17075,LATAM,2024-08-15
cmp-0477,Campaign 477,user477@example.com,17212,NA,2024-09-15
cmp-0478,Campaign 478,user478@example.com,17349,EU,2024-10-15
cmp-0479,Campaign 479,user479@example.com,17486,APAC,2024-11-15
cmp-0480,Campaign 480,user480@example.com,17623,LATAM,2024-12-15
cmp-0481,Campaign 481,user481@example.com,17760,NA,2024-01-15
cmp-0482,Campaign 482,user482@example.com,17897,EU,2024-02-15
cmp-0483,Campaign 483,user483@example.com,18034,APAC,2024-03-15
cmp-0484,Campaign 484,user484@example.com,18171,LATAM,2024-04-15
cmp-0485,Campaign 485,user485@example.com,18308,NA,2024-05-15
cmp-0486,Campaign 486,ada@example.com,18445,EU,2024-06-15
cmp-0487,Campaign 487,user487@example.com,18582,APAC,2024-07-15
cmp-0488,Campaign 488,user488@example.com,18719,LATAM,2024-08-15
cmp-0489,Campaign 489,user489@example.com,18856,NA,2024-09-15
cmp-0490,Campaign 490,user490@example.com,18993,EU,2024-10-15
cmp-0491,Campaign 491,user491@example.com,19130,APAC,2024-11-15
cmp-0492,Campaign 492,user492@example.com,19267,LATAM,2024-12-15
cmp-0493,Campaign 493,user493@example.com,19404,NA,2024-01-15
cmp-0494,Campaign 494,user494@example.com,19541,EU,2024-02-15
cmp-0495,Campaign 495,user495@example.com,19678,APAC,2024-03-15
cmp-0496,Campaign 496,user496@example.com,19815,LATAM,2024-04-15
cmp-0497,Campaign 497,user497@example.com,19952,NA,2024-05-15
cmp-0498,Campaign 498,user498@example.com,20089,EU,2024-06-15
cmp-0499,Campaign 499,alan@example.com,20226,APAC,2024-07-15
cmp-0500,Campaign 500,user500@example.com,20363,LATAM,2024-08-15
cmp-0501,Campaign 501,user501@example.com,20500,NA,2024-09-15
cmp-0502,Campaign 502,user502@example.com,20637,EU,2024-10-15
cmp-0503,Campaign 503,user503@example.com,20774,APAC,2024-11-15
cmp-0504,Campaign 504,user504@example.com,20911,LATAM,2024-12-15
cmp-0505,Campaign 505,user505@example.com,21048,NA,2024-01-15
cmp-0506,Campaign 506,user506@example.com,21185,EU,2024-02-15
cmp-0507,Campaign 507,user507@example.com,21322,APAC,2024-03-15
cmp-0508,Campaign 508,user508@example.com,21459,LATAM,2024-04-15
cmp-0509,Campaign 509,user509@example.com,21596,NA,2024-05-15
cmp-0510,Campaign 510,user510@example.com,21733,EU,2024-06-15
cmp-0511,Campaign 511,user511@example.com,21870,APAC,2024-07-15
cmp-0512,Campaign 512,user512@example.com,22007,LATAM,2024-08-15
cmp-0513,Campaign 513,user513@example.com,22144,NA,2024-09-15
cmp-0514,Campaign 514,user514@example.com,22281,EU,2024-10-15
cmp-0515,Campaign 515,user515@example.com,22418,APAC,2024-11-15
cmp-0516,Campaign 516,user516@example.com,22555,LATAM,2024-12-15
cmp-0517,Campaign 517,user517@example.com,22692,NA,2024-01-15
cmp-0518,Campaign 518,user518@example.com,22829,EU,2024-02-15
cmp-0519,Campaign 519,user519@example.com,22966,APAC,2024-03-15
cmp-0520,Campaign 520,user520@example.com,23103,LATAM,2024-04-15
cmp-0521,Campaign 521,user521@example.com,23240,NA,2024-05-15
cmp-0522,Campaign 522,user522@example.com,23377,EU,2024-06-15
cmp-0523,Campaign 523,user523@example.com,23514,APAC,2024-07-15
cmp-0524,Campaign 524,user524@example.com,23651,LATAM,2024-08-15
cmp-0525,Campaign 525,user525@example.com,23788,NA,2024-09-15
cmp-0526,Campaign 526,user526@example.com,23925,EU,2024-10-15
cmp-0527,Campaign 527,user527@example.com,24062,APAC,2024-11-15
cmp-0528,Campaign 528,user528@example.com,24199,LATAM,2024-12-15
cmp-0529,Campaign 529,user529@example.com,24336,NA,2024-01-15
cmp-0530,Campaign 530,user530@example.com,24473,EU,2024-02-15
cmp-0531,Campaign 531,user531@example.com,24610,APAC,2024-03-15
cmp-0532,Campaign 532,user532@example.com,24747,LATAM,2024-04-15
cmp-0533,Campaign 533,user533@example.com,24884,NA,2024-05-15
cmp-0534,Campaign 534,user534@example.com,25021,EU,2024-06-15
cmp-0535,Campaign 535,grace@example.com,25158,APAC,2024-07-15
cmp-0536,Campaign 536,user536@example.com,25295,LATAM,2024-08-15
cmp-0537,Campaign 537,user537@example.com,25432,NA,2024-09-15
cmp-0538,Campaign 538,user538@example.com,25569,EU,2024-10-15
cmp-0539,Campaign 539,user539@example.com,25706,APAC,2024-11-15
cmp-0540,Campaign 540,user540@example.com,25843,LATAM,2024-12-15
cmp-0541,Campaign 541,user541@example.com,25980,NA,2024-01-15
cmp-0542,Campaign 542,user542@example.com,26117,EU,2024-02-15
cmp-0543,Campaign 543,user543@example.com,26254,APAC,2024-03-15
cmp-0544,Campaign 544,user544@example.com,26391,LATAM,2024-04-15
cmp-0545,Campaign 545,user545@example.com,26528,NA,2024-05-15
cmp-0546,Campaign 546,user546@example.com,26665,EU,2024-06-15
cmp-0547,Campaign 547,user547@example.com,26802,APAC,2024-07-15
cmp-0548,Campaign 548,user548@example.com,26939,LATAM,2024-08-15
cmp-0549,Campaign 549,user549@example.com,27076,NA,2024-09-15
cmp-0550,Campaign 550,user550@example.com,27213,EU,2024-10-15
cmp-0551,Campaign 551,user551@example.com,27350,APAC,2024-11-15
cmp-0552,Campaign 552,user552@example.com,27487,LATAM,2024-12-15
cmp-0553,Campaign 553,user553@example.com,27624,NA,2024-01-15
cmp-0554,Campaign 554,user554@example.com,27761,EU,2024-02-15
cmp-0555,Campaign 555,user555@example.com,27898,APAC,2024-03-15
cmp-0556,Campaign 556,user556@example.com,28035,LATAM,2024-04-15
cmp-0557,Campaign 557,user557@example.com,28172,NA,2024-05-15
cmp-0558,Campaign 558,user558@example.com,28309,EU,2024-06-15
cmp-0559,Campaign 559,user559@example.com,28446,APAC,2024-07-15
cmp-0560,Campaign 560,user560@example.com,28583,LATAM,2024-08-15
cmp-0561,Campaign 561,user561@example.com,28720,NA,2024-09-15
cmp-0562,Campaign 562,user562@example.com,28857,EU,2024-10-15
cmp-0563,Campaign 563,user563@example.com,28994,APAC,2024-11-15
cmp-0564,Campaign 564,user564@example.com,29131,LATAM,2024-12-15
cmp-0565,Campaign 565,user565@example.com,29268,NA,2024-01-15
cmp-0566,Campaign 566,user566@example.com,29405,EU,2024-02-15
cmp-0567,Campaign 567,user567@example.com,29542,APAC,2024-03-15
cmp-0568,Campaign 568,user568@example.com,29679,LATAM,2024-04-15
cmp-0569,Campaign 569,user569@example.com,29816,NA,2024-05-15
cmp-0570,Campaign 570,user570@example.com,29953,EU,2024-06-15
cmp-0571,Campaign 571,user571@example.com,30090,APAC,2024-07-15
cmp-0572,Campaign 572,user572@example.com,30227,LATAM,2024-08-15
cmp-0573,Campaign 573,user573@example.com,30364,NA,2024-09-15
cmp-0574,Campaign 574,user574@example.com,30501,EU,2024-10-15
cmp-0575,Campaign 575,user575@example.com,30638,APAC,2024-11-15
cmp-0576,Campaign 576,user576@example.com,30775,LATAM,2024-12-15
cmp-0577,Campaign 577,user577@example.com,30912,NA,2024-01-15
cmp-0578,Campaign 578,user578@example.com,31049,EU,2024-02-15
cmp-0579,Campaign 579,user579@example.com,31186,APAC,2024-03-15
cmp-0580,Campaign 580,user580@example.com,31323,LATAM,2024-04-15
cmp-0581,Campaign 581,user581@example.com,31460,NA,2024-05-15
cmp-0582,Campaign 582,alan@example.com,31597,EU,2024-06-15
cmp-0583,Campaign 583,ada@example.com,31734,APAC,2024-07-15
cmp-0584,Campaign 584,user584@example.com,31871,LATAM,2024-08-15
cmp-0585,Campaign 585,user585@example.com,32008,NA,2024-09-15
cmp-0586,Campaign 586,user586@example.com,32145,EU,2024-10-15
cmp-0587,Campaign 587,user587@example.com,32282,APAC,2024-11-15
cmp-0588,Campaign 588,user588@example.com,32419,LATAM,2024-12-15
cmp-0589,Campaign 589,user589@example.com,32556,NA,2024-01-15
cmp-0590,Campaign 590,user590@example.com,32693,EU,2024-02-15
cmp-0591,Campaign 591,user591@example.com,32830,APAC,2024-03-15
cmp-0592,Campaign 592,user592@example.com,32967,LATAM,2024-04-15
cmp-0593,Campaign 593,user593@example.com,33104,NA,2024-05-15
cmp-0594,Campaign 594,user594@example.com,33241,EU,2024-06-15
cmp-0595,Campaign 595,user595@example.com,33378,APAC,2024-07-15
cmp-0596,Campaign 596,user596@example.com,33515,LATAM,2024-08-15
cmp-0597,Campaign 597,user597@example.com,33652,NA,2024-09-15
cmp-0598,Campaign 598,user598@example.com,33789,EU,2024-10-15
cmp-0599,Campaign 599,user599@example.com,33926,APAC,2024-11-15
cmp-0600,Campaign 600,user600@example.com,34063,LATAM,2024-12-15
cmp-0601,Campaign 601,user601@example.com,34200,NA,2024-01-15
cmp-0602,Campaign 602,user602@example.com,34337,EU,2024-02-15
cmp-0603,Campaign 603,user603@example.com,34474,APAC,2024-03-15
cmp-0604,Campaign 604,user604@example.com,34611,LATAM,2024-04-15
cmp-0605,Campaign 605,user605@example.com,34748,NA,2024-05-15
cmp-0606,Campaign 606,user606@example.com,34885,EU,2024-06-15
cmp-0607,Campaign 607,user607@example.com,35022,APAC,2024-07-15
cmp-0608,Campaign 608,user608@example.com,35159,LATAM,2024-08-15
cmp-0609,Campaign 609,user609@example.com,35296,NA,2024-09-15
cmp-0610,Campaign 610,user610@example.com,35433,EU,2024-10-15
cmp-0611,Campaign 611,user611@example.com,35570,APAC,2024-11-15
cmp-0612,Campaign 612,user612@example.com,35707,LATAM,2024-12-15
cmp-0613,Campaign 613,user613@example.com,35844,NA,2024-01-15
cmp-0614,Campaign 614,user614@example.com,35981,EU,2024-02-15
cmp-0615,Campaign 615,user615@example.com,36118,APAC,2024-03-15
cmp-0616,Campaign 616,user616@example.com,36255,LATAM,2024-04-15
cmp-0617,Campaign 617,user617@example.com,36392,NA,2024-05-15
cmp-0618,Campaign 618,user618@example.com,36529,EU,2024-06-15
cmp-0619,Campaign 619,user619@example.com,36666,APAC,2024-07-15
cmp-0620,Campaign 620,user620@example.com,36803,LATAM,2024-08-15
cmp-0621,Campaign 621,user621@example.com,36940,NA,2024-09-15
cmp-0622,Campaign 622,user622@example.com,37077,EU,2024-10-15
cmp-0623,Campaign 623,user623@example.com,37214,APAC,2024-11-15
cmp-0624,Campaign 624,grace@example.com,37351,LATAM,2024-12-15
cmp-0625,Campaign 625,user625@example.com,37488,NA,2024-01-15
cmp-0626,Campaign 626,user626@example.com,37625,EU,2024-02-15
cmp-0627,Campaign 627,user627@example.com,37762,APAC,2024-03-15
cmp-0628,Campaign 628,user628@example.com,37899,LATAM,2024-04-15
cmp-0629,Campaign 629,user629@example.com,38036,NA,2024-05-15
cmp-0630,Campaign 630,user630@example.com,38173,EU,2024-06-15
cmp-0631,Campaign 631,user631@example.com,38310,APAC,2024-07-15
cmp-0632,Campaign 632,user632@example.com,38447,LATAM,2024-08-15
cmp-0633,Campaign 633,user633@example.com,38584,NA,2024-09-15
cmp-0634,Campaign 634,user634@example.com,38721,EU,2024-10-15
cmp-0635,Campaign 635,user635@example.com,38858,APAC,2024-11-15
cmp-0636,Campaign 636,user636@example.com,38995,LATAM,2024-12-15
cmp-0637,Campaign 637,user637@example.com,39132,NA,2024-01-15
cmp-0638,Campaign 638,user638@example.com,39269,EU,2024-02-15
cmp-0639,Campaign 639,user639@example.com,39406,APAC,2024-03-15
cmp-0640,Campaign 640,user640@example.com,39543,LATAM,2024-04-15
cmp-0641,Campaign 641,user641@example.com,39680,NA,2024-05-15
cmp-0642,Campaign 642,user642@example.com,39817,EU,2024-06-15
cmp-0643,Campaign 643,user643@example.com,39954,APAC,2024-07-15
cmp-0644,Campaign 644,user644@example.com,40091,LATAM,2024-08-15
cmp-0645,Campaign 645,user645@example.com,40228,NA,2024-09-15
cmp-0646,Campaign 646,user646@example.com,40365,EU,2024-10-15
cmp-0647,Campaign 647,user647@example.com,40502,APAC,2024-11-15
cmp-0648,Campaign 648,user648@example.com,40639,LATAM,2024-12-15
cmp-0649,Campaign 649,user649@example.com,40776,NA,2024-01-15
cmp-0650,Campaign 650,user650@example.com,40913,EU,2024-02-15
cmp-0651,Campaign 651,user651@example.com,41050,APAC,2024-03-15
cmp-0652,Campaign 652,user652@example.com,41187,LATAM,2024-04-15
cmp-0653,Campaign 653,user653@example.com,41324,NA,2024-05-15
cmp-0654,Campaign 654,user654@example.com,41461,EU,2024-06-15
cmp-0655,Campaign 655,user655@example.com,41598,APAC,2024-07-15
cmp-0656,Campaign 656,user656@example.com,41735,LATAM,2024-08-15
cmp-0657,Campaign 657,user657@example.com,41872,NA,2024-09-15
cmp-0658,Campaign 658,user658@example.com,42009,EU,2024-10-15
cmp-0659,Campaign 659,user659@example.com,42146,APAC,2024-11-15
cmp-0660,Campaign 660,user660@example.com,42283,LATAM,2024-12-15
cmp-0661,Campaign 661,user661@example.com,42420,NA,2024-01-15
cmp-0662,Campaign 662,user662@example.com,42557,EU,2024-02-15
cmp-0663,Campaign 663,user663@example.com,42694,APAC,2024-03-15
cmp-0664,Campaign 664,user664@example.com,42831,LATAM,2024-04-15
cmp-0665,Campaign 665,alan@example.com,42968,NA,2024-05-15
cmp-0666,Campaign 666,user666@example.com,43105,EU,2024-06-15
cmp-0667,Campaign 667,user667@example.com,43242,APAC,2024-07-15
cmp-0668,Campaign 668,user668@example.com,43379,LATAM,2024-08-15
cmp-0669,Campaign 669,user669@example.com,43516,NA,2024-09-15
cmp-0670,Campaign 670,user670@example.com,43653,EU,2024-10-15
cmp-0671,Campaign 671,user671@example.com,43790,APAC,2024-11-15
cmp-0672,Campaign 672,user672@example.com,43927,LATAM,2024-12-15
cmp-0673,Campaign 673,user673@example.com,44064,NA,2024-01-15
cmp-0674,Campaign 674,user674@example.com,44201,EU,2024-02-15
cmp-0675,Campaign 675,user675@example.com,44338,APAC,2024-03-15
cmp-0676,Campaign 676,user676@example.com,44475,LATAM,2024-04-15
cmp-0677,Campaign 677,user677@example.com,44612,NA,2024-05-15
cmp-0678,Campaign 678,user678@example.com,44749,EU,2024-06-15
cmp-0679,Campaign 679,user679@example.com,44886,APAC,2024-07-15
cmp-0680,Campaign 680,ada@example.com,45023,LATAM,2024-08-15
cmp-0681,Campaign 681,user681@example.com,45160,NA,2024-09-15
cmp-0682,Campaign 682,user682@example.com,45297,EU,2024-10-15
cmp-0683,Campaign 683,user683@example.com,45434,APAC,2024-11-15
cmp-0684,Campaign 684,user684@example.com,45571,LATAM,2024-12-15
cmp-0685,Campaign 685,user685@example.com,45708,NA,2024-01-15
cmp-0686,Campaign 686,user686@example.com,45845,EU,2024-02-15
cmp-0687,Campaign 687,user687@example.com,45982,APAC,2024-03-15
cmp-0688,Campaign 688,user688@example.com,46119,LATAM,2024-04-15
cmp-0689,Campaign 689,user689@example.com,46256,NA,2024-05-15
cmp-0690,Campaign 690,user690@example.com,46393,EU,2024-06-15
cmp-0691,Campaign 691,user691@example.com,46530,APAC,2024-07-15
cmp-0692,Campaign 692,user692@example.com,46667,LATAM,2024-08-15
cmp-0693,Campaign 693,user693@example.com,46804,NA,2024-09-15
cmp-0694,Campaign 694,user694@example.com,46941,EU,2024-10-15
cmp-0695,Campaign 695,user695@example.com,47078,APAC,2024-11-15
cmp-0696,Campaign 696,user696@example.com,47215,LATAM,2024-12-15
cmp-0697,Campaign 697,user697@example.com,47352,NA,2024-01-15
cmp-0698,Campaign 698,user698@example.com,47489,EU,2024-02-15
cmp-0699,Campaign 699,user699@example.com,47626,APAC,2024-03-15
cmp-0700,Campaign 700,user700@example.com,47763,LATAM,2024-04-15
cmp-0701,Campaign 701,user701@example.com,47900,NA,2024-05-15
cmp-0702,Campaign 702,user702@example.com,48037,EU,2024-06-15
cmp-0703,Campaign 703,user703@example.com,48174,APAC,2024-07-15
cmp-0704,Campaign 704,user704@example.com,48311,LATAM,2024-08-15
cmp-0705,Campaign 705,user705@example.com,48448,NA,2024-09-15
cmp-0706,Campaign 706,user706@example.com,48585,EU,2024-10-15
cmp-0707,Campaign 707,user707@example.com,48722,APAC,2024-11-15
cmp-0708,Campaign 708,user708@example.com,48859,LATAM,2024-12-15
cmp-0709,Campaign 709,user709@example.com,48996,NA,2024-01-15
cmp-0710,Campaign 710,user710@example.com,49133,EU,2024-02-15
cmp-0711,Campaign 711,user711@example.com,49270,APAC,2024-03-15
cmp-0712,Campaign 712,user712@example.com,49407,LATAM,2024-04-15
cmp-0713,Campaign 713,grace@example.com,49544,NA,2024-05-15
cmp-0714,Campaign 714,user714@example.com,49681,EU,2024-06-15
cmp-0715,Campaign 715,user715@example.com,49818,APAC,2024-07-15
cmp-0716,Campaign 716,user716@example.com,49955,LATAM,2024-08-15
cmp-0717,Campaign 717,user717@example.com,1092,NA,2024-09-15
cmp-0718,Campaign 718,user718@example.com,1229,EU,2024-10-15
cmp-0719,Campaign 719,user719@example.com,1366,APAC,2024-11-15
cmp-0720,Campaign 720,user720@example.com,1503,LATAM,2024-12-15
cmp-0721,Campaign 721,user721@example.com,1640,NA,2024-01-15
cmp-0722,Campaign 722,user722@example.com,1777,EU,2024-02-15
cmp-0723,Campaign 723,user723@example.com,1914,APAC,2024-03-15
cmp-0724,Campaign 724,user724@example.com,2051,LATAM,2024-04-15
cmp-0725,Campaign 725,user725@example.com,2188,NA,2024-05-15
cmp-0726,Campaign 726,user726@example.com,2325,EU,2024-06-15
cmp-0727,Campaign 727,user727@example.com,2462,APAC,2024-07-15
cmp-0728,Campaign 728,user728@example.com,2599,LATAM,2024-08-15
cmp-0729,Campaign 729,user729@example.com,2736,NA,2024-09-15
cmp-0730,Campaign 730,user730@example.com,2873,EU,2024-10-15
cmp-0731,Campaign 731,user731@example.com,3010,APAC,2024-11-15
cmp-0732,Campaign 732,user732@example.com,3147,LATAM,2024-12-15
cmp-0733,Campaign 733,user733@example.com,3284,NA,2024-01-15
cmp-0734,Campaign 734,user734@example.com,3421,EU,2024-02-15
cmp-0735,Campaign 735,user735@example.com,3558,APAC,2024-03-15
cmp-0736,Campaign 736,user736@example.com,3695,LATAM,2024-04-15
cmp-0737,Campaign 737,user737@example.com,3832,NA,2024-05-15
cmp-0738,Campaign 738,user738@example.com,3969,EU,2024-06-15
cmp-0739,Campaign 739,user739@example.com,4106,APAC,2024-07-15
cmp-0740,Campaign 740,user740@example.com,4243,LATAM,2024-08-15
cmp-0741,Campaign 741,user741@example.com,4380,NA,2024-09-15
cmp-0742,Campaign 742,user742@example.com,4517,EU,2024-10-15
cmp-0743,Campaign 743,user743@example.com,4654,APAC,2024-11-15
cmp-0744,Campaign 744,user744@example.com,4791,LATAM,2024-12-15
cmp-0745,Campaign 745,user745@example.com,4928,NA,2024-01-15
cmp-0746,Campaign 746,user746@example.com,5065,EU,2024-02-15
cmp-0747,Campaign 747,user747@example.com,5202,APAC,2024-03-15
cmp-0748,Campaign 748,alan@example.com,5339,LATAM,2024-04-15
cmp-0749,Campaign 749,user749@example.com,5476,NA,2024-05-15
cmp-0750,Campaign 750,user750@example.com,5613,EU,2024-06-15
cmp-0751,Campaign 751,user751@example.com,5750,APAC,2024-07-15
cmp-0752,Campaign 752,user752@example.com,5887,LATAM,2024-08-15
cmp-0753,Campaign 753,user753@example.com,6024,NA,2024-09-15
cmp-0754,Campaign 754,user754@example.com,6161,EU,2024-10-15
cmp-0755,Campaign 755,user755@example.com,6298,APAC,2024-11-15
cmp-0756,Campaign 756,user756@example.com,6435,LATAM,2024-12-15
cmp-0757,Campaign 757,user757@example.com,6572,NA,2024-01-15
cmp-0758,Campaign 758,user758@example.com,6709,EU,2024-02-15
cmp-0759,Campaign 759,user759@example.com,6846,APAC,2024-03-15
cmp-0760,Campaign 760,user760@example.com,6983,LATAM,2024-04-15
cmp-0761,Campaign 761,user761@example.com,7120,NA,2024-05-15
cmp-0762,Campaign 762,user762@example.com,7257,EU,2024-06-15
cmp-0763,Campaign 763,user763@example.com,7394,APAC,2024-07-15
cmp-0764,Campaign 764,user764@example.com,7531,LATAM,2024-08-15
cmp-0765,Campaign 765,user765@example.com,7668,NA,2024-09-15
cmp-0766,Campaign 766,user766@example.com,7805,EU,2024-10-15
cmp-0767,Campaign 767,user767@example.com,7942,APAC,2024-11-15
cmp-0768,Campaign 768,user768@example.com,8079,LATAM,2024-12-15
cmp-0769,Campaign 769,user769@example.com,8216,NA,2024-01-15
cmp-0770,Campaign 770,user770@example.com,8353,EU,2024-02-15
cmp-0771,Campaign 771,user771@example.com,8490,APAC,2024-03-15
cmp-0772,Campaign 772,user772@example.com,8627,LATAM,2024-04-15
cmp-0773,Campaign 773,user773@example.com,8764,NA,2024-05-15
cmp-0774,Campaign 774,user774@example.com,8901,EU,2024-06-15
cmp-0775,Campaign 775,user775@example.com,9038,APAC,2024-07-15
cmp-0776,Campaign 776,user776@example.com,9175,LATAM,2024-08-15
cmp-0777,Campaign 777,ada@example.com,9312,NA,2024-09-15
cmp-0778,Campaign 778,user778@example.com,9449,EU,2024-10-15
cmp-0779,Campaign 779,user779@example.com,9586,APAC,2024-11-15
cmp-0780,Campaign 780,user780@example.com,9723,LATAM,2024-12-15
cmp-0781,Campaign 781,user781@example.com,9860,NA,2024-01-15
cmp-0782,Campaign 782,user782@example.com,9997,EU,2024-02-15
cmp-0783,Campaign 783,user783@example.com,10134,APAC,2024-03-15
cmp-0784,Campaign 784,user784@example.com,10271,LATAM,2024-04-15
cmp-0785,Campaign 785,user785@example.com,10408,NA,2024-05-15
cmp-0786,Campaign 786,user786@example.com,10545,EU,2024-06-15
cmp-0787,Campaign 787,user787@example.com,10682,APAC,2024-07-15
cmp-0788,Campaign 788,user788@example.com,10819,LATAM,2024-08-15
cmp-0789,Campaign 789,user789@example.com,10956,NA,2024-09-15
cmp-0790,Campaign 790,user790@example.com,11093,EU,2024-10-15
cmp-0791,Campaign 791,user791@example.com,11230,APAC,2024-11-15
cmp-0792,Campaign 792,user792@example.com,11367,LATAM,2024-12-15
cmp-0793,Campaign 793,user793@example.com,11504,NA,2024-01-15
cmp-0794,Campaign 794,user794@example.com,11641,EU,2024-02-15
cmp-0795,Campaign 795,user795@example.com,11778,APAC,2024-03-15
cmp-0796,Campaign 796,user796@example.com,11915,LATAM,2024-04-15
cmp-0797,Campaign 797,user797@example.com,12052,NA,2024-05-15
cmp-0798,Campaign 798,user798@example.com,12189,EU,2024-06-15
cmp-0799,Campaign 799,user799@example.com,12326,APAC,2024-07-15
cmp-0800,Campaign 800,user800@example.com,12463,LATAM,2024-08-15
cmp-0801,Campaign 801,user801@example.com,12600,NA,2024-09-15
cmp-0802,Campaign 802,grace@example.com,12737,EU,2024-10-15
cmp-0803,Campaign 803,user803@example.com,12874,APAC,2024-11-15
