account_id,email,region_code,tier,customer_id,annual_spend
A-0582,user585@example.com,EU,enterprise,582,11039
A-0583,user586@example.com,APAC,free,583,11058
A-0584,user587@example.com,LATAM,pro,584,11077
A-0585,user588@example.com,NA,enterprise,585,11096
A-0586,user589@example.com,EU,free,586,11115
A-0587,user590@example.com,APAC,pro,587,11134
A-0588,user591@example.com,LATAM,enterprise,588,11153
A-0589,user592@example.com,NA,free,589,11172
A-0590,user593@example.com,EU,pro,590,11191
A-0591,user594@example.com,APAC,enterprise,591,11210
A-0592,user595@example.com,LATAM,free,592,11229
A-0593,user596@example.com,NA,pro,593,11248
A-0594,user597@example.com,EU,enterprise,594,11267
A-0595,user598@example.com,APAC,free,595,11286
A-0596,user599@example.com,LATAM,pro,596,11305
A-0597,user600@example.com,NA,enterprise,597,11324
A-0598,user601@example.com,EU,free,598,11343
A-0599,user602@example.com,APAC,pro,599,11362
A-0600,user603@example.com,LATAM,enterprise,600,11381
A-0601,user604@example.com,NA,free,601,11400
A-0602,user605@example.com,EU,pro,602,11419
A-0603,user606@example.com,APAC,enterprise,603,11438
A-0604,user607@example.com,LATAM,free,604,11457
A-0605,user608@example.com,NA,pro,605,11476
A-0606,user609@example.com,EU,enterprise,606,11495
A-0607,user610@example.com,APAC,free,607,11514
A-0608,user611@example.com,LATAM,pro,608,11533
A-0609,user612@example.com,NA,enterprise,609,11552
A-0610,user613@example.com,EU,free,610,11571
A-0611,user614@example.com,APAC,pro,611,11590
A-0612,user615@example.com,LATAM,enterprise,612,11609
A-0613,user616@example.com,NA,free,613,11628
A-0614,user617@example.com,EU,pro,614,11647
A-0615,user618@example.com,APAC,enterprise,615,11666
A-0616,user619@example.com,LATAM,free,616,11685
A-0617,user620@example.com,NA,pro,617,11704
A-0618,user621@example.com,EU,enterprise,618,11723
A-0619,user622@example.com,APAC,free,619,11742
A-0620,user623@example.com,LATAM,pro,620,11761
A-0621,grace@example.com,NA,enterprise,621,11780
A-0622,user625@example.com,EU,free,622,11799
A-0623,user626@example.com,APAC,pro,623,11818
A-0624,user627@example.com,LATAM,enterprise,624,11837
A-0625,user628@example.com,NA,free,625,11856
A-0626,user629@example.com,EU,pro,626,11875
A-0627,user630@example.com,APAC,enterprise,627,11894
A-0628,user631@example.com,LATAM,free,628,11913
A-0629,user632@example.com,NA,pro,629,11932
A-0630,user633@example.com,EU,enterprise,630,11951
A-0631,user634@example.com,APAC,free,631,11970
A-0632,user635@example.com,LATAM,pro,632,11989
A-0633,user636@example.com,NA,enterprise,633,12008
A-0634,user637@example.com,EU,free,634,12027
A-0635,user638@example.com,APAC,pro,635,12046
A-0636,user639@example.com,LATAM,enterprise,636,12065
A-0637,user640@example.com,NA,free,637,12084
A-0638,user641@example.com,EU,pro,638,12103
A-0639,user642@example.com,APAC,enterprise,639,12122
A-0640,user643@example.com,LATAM,free,640,12141
A-0641,user644@example.com,NA,pro,641,12160
A-0642,user645@example.com,EU,enterprise,642,12179
A-0643,user646@example.com,APAC,free,643,12198
A-0644,user647@example.com,LATAM,pro,644,12217
A-0645,user648@example.com,NA,enterprise,645,12236
A-0646,user649@example.com,EU,free,646,12255
A-0647,user650@example.com,APAC,pro,647,12274
A-0648,user651@example.com,LATAM,enterprise,648,12293
A-0649,user652@example.com,NA,free,649,12312
A-0650,user653@example.com,EU,pro,650,12331
A-0651,user654@example.com,APAC,enterprise,651,12350
A-0652,user655@example.com,LATAM,free,652,12369
A-0653,user656@example.com,NA,pro,653,12388
A-0654,user657@example.com,EU,enterprise,654,12407
A-0655,user658@example.com,APAC,free,655,12426
A-0656,user659@example.com,LATAM,pro,656,12445
A-0657,user660@example.com,NA,enterprise,657,12464
A-0658,user661@example.com,EU,free,658,12483
A-0659,user662@example.com,APAC,pro,659,12502
A-0660,user663@example.com,LATAM,enterprise,660,12521
A-0661,user664@example.com,NA,free,661,12540
A-0662,alan@example.com,EU,pro,662,12559
A-0663,user666@example.com,APAC,enterprise,663,12578
A-0664,user667@example.com,LATAM,free,664,12597
A-0665,user668@example.com,NA,pro,665,12616
A-0666,user669@example.com,EU,enterprise,666,12635
A-0667,user670@example.com,APAC,free,667,12654
A-0668,user671@example.com,LATAM,pro,668,12673
A-0669,user672@example.com,NA,enterprise,669,12692
A-0670,user673@example.com,EU,free,670,12711
A-0671,user674@example.com,APAC,pro,671,12730
A-0672,user675@example.com,LATAM,enterprise,672,12749
A-0673,user676@example.com,NA,free,673,12768
A-0674,user677@example.com,EU,pro,674,12787
A-0675,user678@example.com,APAC,enterprise,675,12806
A-0676,user679@example.com,LATAM,free,676,12825
A-0677,ada@example.com,NA,pro,677,12844
A-0678,user681@example.com,EU,enterprise,678,12863
A-0679,user682@example.com,APAC,free,679,12882
A-0680,user683@example.com,LATAM,pro,680,12901
A-0681,user684@example.com,NA,enterprise,681,12920
A-0682,user685@example.com,EU,free,682,12939
A-0683,user686@example.com,APAC,pro,683,12958
A-0684,user687@example.com,LATAM,enterprise,684,12977
A-0685,user688@example.com,NA,free,685,12996
A-0686,user689@example.com,EU,pro,686,13015
A-0687,user690@example.com,APAC,enterprise,687,13034
A-0688,user691@example.com,LATAM,free,688,13053
A-0689,user692@example.com,NA,pro,689,13072
A-0690,user693@example.com,EU,enterprise,690,13091
A-0691,user694@example.com,APAC,free,691,13110
A-0692,user695@example.com,LATAM,pro,692,13129
A-0693,user696@example.com,NA,enterprise,693,13148
A-0694,user697@example.com,EU,free,694,13167
A-0695,user698@example.com,APAC,pro,695,13186
A-0696,user699@example.com,LATAM,enterprise,696,13205
A-0697,user700@example.com,NA,free,697,13224
A-0698,user701@example.com,EU,pro,698,13243
A-0699,user702@example.com,APAC,enterprise,699,13262
A-0700,user703@example.com,LATAM,free,700,13281
A-0701,user704@example.com,NA,pro,701,13300
A-0702,user705@example.com,EU,enterprise,702,13319
A-0703,user706@example.com,APAC,free,703,13338
A-0704,user707@example.com,LATAM,pro,704,13357
A-0705,user708@example.com,NA,enterprise,705,13376
A-0706,user709@example.com,EU,free,706,13395
A-0707,user710@example.com,APAC,pro,707,13414
A-0708,user711@example.com,LATAM,enterprise,708,13433
A-0709,user712@example.com,NA,free,709,13452
A-0710,grace@example.com,EU,pro,710,13471
A-0711,user714@example.com,APAC,enterprise,711,13490
A-0712,user715@example.com,LATAM,free,712,13509
A-0713,user716@example.com,NA,pro,713,13528
A-0714,user717@example.com,EU,enterprise,714,13547
A-0715,user718@example.com,APAC,free,715,13566
A-0716,user719@example.com,LATAM,pro,716,13585
A-0717,user720@example.com,NA,enterprise,717,13604
A-0718,user721@example.com,EU,free,718,13623
A-0719,user722@example.com,APAC,pro,719,13642
A-0720,user723@example.com,LATAM,enterprise,720,13661
A-0721,user724@example.com,NA,free,721,13680
A-0722,user725@example.com,EU,pro,722,13699
A-0723,user726@example.com,APAC,enterprise,723,13718
A-0724,user727@example.com,LATAM,free,724,13737
A-0725,user728@example.com,NA,pro,725,13756
A-0726,user729@example.com,EU,enterprise,726,13775
A-0727,user730@example.com,APAC,free,727,13794
A-0728,user731@example.com,LATAM,pro,728,13813
A-0729,user732@example.com,NA,enterprise,729,13832
A-0730,user733@example.com,EU,free,730,13851
A-0731,user734@example.com,APAC,pro,731,13870
A-0732,user735@example.com,LATAM,enterprise,732,13889
A-0733,user736@example.com,NA,free,733,13908
A-0734,user737@example.com,EU,pro,734,13927
A-0735,user738@example.com,APAC,enterprise,735,13946
A-0736,user739@example.com,LATAM,free,736,13965
A-0737,user740@example.com,NA,pro,737,13984
A-0738,user741@example.com,EU,enterprise,738,14003
A-0739,user742@example.com,APAC,free,739,14022
A-0740,user743@example.com,LATAM,pro,740,14041
A-0741,user744@example.com,NA,enterprise,741,14060
A-0742,user745@example.com,EU,free,742,14079
A-0743,user746@example.com,APAC,pro,743,14098
A-0744,user747@example.com,LATAM,enterprise,744,14117
A-0745,alan@example.com,NA,free,745,14136
A-0746,user749@example.com,EU,pro,746,14155
A-0747,user750@example.com,APAC,enterprise,747,14174
A-0748,user751@example.com,LATAM,free,748,14193
A-0749,user752@example.com,NA,pro,749,14212
A-0750,user753@example.com,EU,enterprise,750,14231
A-0751,user754@example.com,APAC,free,751,14250
A-0752,user755@example.com,LATAM,pro,752,14269
A-0753,user756@example.com,NA,enterprise,753,14288
A-0754,user757@example.com,EU,free,754,14307
A-0755,user758@example.com,APAC,pro,755,14326
A-0756,user759@example.com,LATAM,enterprise,756,14345
A-0757,user760@example.com,NA,free,757,14364
A-0758,user761@example.com,EU,pro,758,14383
A-0759,user762@example.com,APAC,enterprise,759,14402
A-0760,user763@example.com,LATAM,free,760,14421
A-0761,user764@example.com,NA,pro,761,14440
A-0762,user765@example.com,EU,enterprise,762,14459
A-0763,user766@example.com,APAC,free,763,14478
A-0764,user767@example.com,LATAM,pro,764,14497
A-0765,user768@example.com,NA,enterprise,765,14516
A-0766,user769@example.com,EU,free,766,14535
A-0767,user770@example.com,APAC,pro,767,14554
A-0768,user771@example.com,LATAM,enterprise,768,14573
A-0769,user772@example.com,NA,free,769,14592
A-0770,user773@example.com,EU,pro,770,14611
A-0771,user774@example.com,APAC,enterprise,771,14630
A-0772,user775@example.com,LATAM,free,772,14649
A-0773,user776@example.com,NA,pro,773,14668
A-0774,ada@example.com,EU,enterprise,774,14687
A-0775,user778@example.com,APAC,free,775,14706
A-0776,user779@example.com,LATAM,pro,776,14725
A-0777,user780@example.com,NA,enterprise,777,14744
A-0778,user781@example.com,EU,free,778,14763
A-0779,user782@example.com,APAC,pro,779,14782
A-0780,user783@example.com,LATAM,enterprise,780,14801
A-0781,user784@example.com,NA,free,781,14820
A-0782,user785@example.com,EU,pro,782,14839
A-0783,user786@example.com,APAC,enterprise,783,14858
A-0784,user787@example.com,LATAM,free,784,14877
A-0785,user788@example.com,NA,pro,785,14896
A-0786,user789@example.com,EU,enterprise,786,14915
A-0787,user790@example.com,APAC,free,787,14934
A-0788,user791@example.com,LATAM,pro,788,14953
A-0789,user792@example.com,NA,enterprise,789,14972
A-0790,user793@example.com,EU,free,790,14991
A-0791,user794@example.com,APAC,pro,791,15010
A-0792,user795@example.com,LATAM,enterprise,792,15029
A-0793,user796@example.com,NA,free,793,15048
A-0794,user797@example.com,EU,pro,794,15067
A-0795,user798@example.com,APAC,enterprise,795,15086
A-0796,user799@example.com,LATAM,free,796,15105
A-0797,user800@example.com,NA,pro,797,15124
A-0798,user801@example.com,EU,enterprise,798,15143
A-0799,grace@example.com,APAC,free,799,15162
A-0800,user803@example.com,LATAM,pro,800,15181
A-0801,user804@example.com,NA,enterprise,801,15200
A-0802,user805@example.com,EU,free,802,15219
A-0803,user806@example.com,APAC,pro,803,15238
A-0804,user807@example.com,LATAM,enterprise,804,15257
A-0805,user808@example.com,NA,free,805,15276
A-0806,user809@example.com,EU,pro,806,15295
A-0807,user810@example.com,APAC,enterprise,807,15314
A-0808,user811@example.com,LATAM,free,808,15333
A-0809,user812@example.com,NA,pro,809,15352
A-0810,user813@example.com,EU,enterprise,810,15371
A-0811,user814@example.com,APAC,free,811,15390
A-0812,user815@example.com,LATAM,pro,812,15409
A-0813,user816@example.com,NA,enterprise,813,15428
A-0814,user817@example.com,EU,free,814,15447
A-0815,user818@example.com,APAC,pro,815,15466
A-0816,user819@example.com,LATAM,enterprise,816,15485
A-0817,user820@example.com,NA,free,817,15504
A-0818,user821@example.com,EU,pro,818,15523
A-0819,user822@example.com,APAC,enterprise,819,15542
A-0820,user823@example.com,LATAM,free,820,15561
A-0821,user824@example.com,NA,pro,821,15580
A-0822,user825@example.com,EU,enterprise,822,15599
A-0823,user826@example.com,APAC,free,823,15618
A-0824,user827@example.com,LATAM,pro,824,15637
A-0825,user828@example.com,NA,enterprise,825,15656
A-0826,user829@example.com,EU,free,826,15675
A-0827,user830@example.com,APAC,pro,827,15694
A-0828,alan@example.com,LATAM,enterprise,828,15713
A-0829,user832@example.com,NA,free,829,15732
A-0830,user833@example.com,EU,pro,830,15751
A-0831,user834@example.com,APAC,enterprise,831,15770
A-0832,user835@example.com,LATAM,free,832,15789
A-0833,user836@example.com,NA,pro,833,15808
A-0834,user837@example.com,EU,enterprise,834,15827
A-0835,user838@example.com,APAC,free,835,15846
A-0836,user839@example.com,LATAM,pro,836,15865
A-0837,user840@example.com,NA,enterprise,837,15884
A-0838,user841@example.com,EU,free,838,15903
A-0839,user842@example.com,APAC,pro,839,15922
A-0840,user843@example.com,LATAM,enterprise,840,15941
A-0841,user844@example.com,NA,free,841,15960
A-0842,user845@example.com,EU,pro,842,15979
A-0843,user846@example.com,APAC,enterprise,843,15998
A-0844,user847@example.com,LATAM,free,844,16017
A-0845,user848@example.com,NA,pro,845,16036
A-0846,user849@example.com,EU,enterprise,846,16055
A-0847,user850@example.com,APAC,free,847,16074
A-0848,user851@example.com,LATAM,pro,848,16093
A-0849,user852@example.com,NA,enterprise,849,16112
A-0850,user853@example.com,EU,free,850,16131
A-0851,user854@example.com,APAC,pro,851,16150
A-0852,user855@example.com,LATAM,enterprise,852,16169
A-0853,user856@example.com,NA,free,853,16188
A-0854,user857@example.com,EU,pro,854,16207
A-0855,user858@example.com,APAC,enterprise,855,16226
A-0856,user859@example.com,LATAM,free,856,16245
A-0857,user860@example.com,NA,pro,857,16264
A-0858,user861@example.com,EU,enterprise,858,16283
A-0859,user862@example.com,APAC,free,859,16302
A-0860,user863@example.com,LATAM,pro,860,16321
A-0861,user864@example.com,NA,enterprise,861,16340
A-0862,user865@example.com,EU,free,862,16359
A-0863,user866@example.com,APAC,pro,863,16378
A-0864,user867@example.com,LATAM,enterprise,864,16397
A-0865,user868@example.com,NA,free,865,16416
A-0866,user869@example.com,EU,pro,866,16435
A-0867,user870@example.com,APAC,enterprise,867,16454
A-0868,user871@example.com,LATAM,free,868,16473
A-0869,user872@example.com,NA,pro,869,16492
A-0870,user873@example.com,EU,enterprise,870,16511
A-0871,ada@example.com,APAC,free,871,16530
A-0872,user875@example.com,LATAM,pro,872,16549
A-0873,user876@example.com,NA,enterprise,873,16568
A-0874,user877@example.com,EU,free,874,16587
A-0875,user878@example.com,APAC,pro,875,16606
A-0876,user879@example.com,LATAM,enterprise,876,16625
A-0877,user880@example.com,NA,free,877,16644
A-0878,user881@example.com,EU,pro,878,16663
A-0879,user882@example.com,APAC,enterprise,879,16682
A-0880,user883@example.com,LATAM,free,880,16701
A-0881,user884@example.com,NA,pro,881,16720
A-0882,user885@example.com,EU,enterprise,882,16739
A-0883,user886@example.com,APAC,free,883,16758
A-0884,user887@example.com,LATAM,pro,884,16777
A-0885,user888@example.com,NA,enterprise,885,16796
A-0886,user889@example.com,EU,free,886,16815
A-0887,user890@example.com,APAC,pro,887,16834
A-0888,grace@example.com,LATAM,enterprise,888,16853
A-0889,user892@example.com,NA,free,889,16872
A-0890,user893@example.com,EU,pro,890,16891
A-0891,user894@example.com,APAC,enterprise,891,16910
A-0892,user895@example.com,LATAM,free,892,16929
A-0893,user896@example.com,NA,pro,893,16948
A-0894,user897@example.com,EU,enterprise,894,16967
A-0895,user898@example.com,APAC,free,895,16986
A-0896,user899@example.com,LATAM,pro,896,17005
A-0897,user900@example.com,NA,enterprise,897,17024
A-0898,user901@example.com,EU,free,898,17043
A-0899,user902@example.com,APAC,pro,899,17062
A-0900,user903@example.com,LATAM,enterprise,900,17081
A-0901,user904@example.com,NA,free,901,17100
A-0902,user905@example.com,EU,pro,902,17119
A-0903,user906@example.com,APAC,enterprise,903,17138
A-0904,user907@example.com,LATAM,free,904,17157
A-0905,user908@example.com,NA,pro,905,17176
A-0906,user909@example.com,EU,enterprise,906,17195
A-0907,user910@example.com,APAC,free,907,17214
A-0908,user911@example.com,LATAM,pro,908,17233
A-0909,user912@example.com,NA,enterprise,909,17252
A-0910,user913@example.com,EU,free,910,17271
A-0911,alan@example.com,APAC,pro,911,17290
A-0912,user915@example.com,LATAM,enterprise,912,17309
A-0913,user916@example.com,NA,free,913,17328
A-0914,user917@example.com,EU,pro,914,17347
A-0915,user918@example.com,APAC,enterprise,915,17366
A-0916,user919@example.com,LATAM,free,916,17385
A-0917,user920@example.com,NA,pro,917,17404
A-0918,user921@example.com,EU,enterprise,918,17423
A-0919,user922@example.com,APAC,free,919,17442
A-0920,user923@example.com,LATAM,pro,920,17461
A-0921,user924@example.com,NA,enterprise,921,17480
A-0922,user925@example.com,EU,free,922,17499
A-0923,user926@example.com,APAC,pro,923,17518
A-0924,user927@example.com,LATAM,enterprise,924,17537
A-0925,user928@example.com,NA,free,925,17556
A-0926,user929@example.com,EU,pro,926,17575
A-0927,user930@example.com,APAC,enterprise,927,17594
A-0928,user931@example.com,LATAM,free,928,17613
A-0929,user932@example.com,NA,pro,929,17632
A-0930,user933@example.com,EU,enterprise,930,17651
A-0931,user934@example.com,APAC,free,931,17670
A-0932,user935@example.com,LATAM,pro,932,17689
A-0933,user936@example.com,NA,enterprise,933,17708
A-0934,user937@example.com,EU,free,934,17727
A-0935,user938@example.com,APAC,pro,935,17746
A-0936,user939@example.com,LATAM,enterprise,936,17765
A-0937,user940@example.com,NA,free,937,17784
A-0938,user941@example.com,EU,pro,938,17803
A-0939,user942@example.com,APAC,enterprise,939,17822
A-0940,user943@example.com,LATAM,free,940,17841
A-0941,user944@example.com,NA,pro,941,17860
A-0942,user945@example.com,EU,enterprise,942,17879
A-0943,user946@example.com,APAC,free,943,17898
A-0944,user947@example.com,LATAM,pro,944,17917
A-0945,user948@example.com,NA,enterprise,945,17936
A-0946,user949@example.com,EU,free,946,17955
A-0947,user950@example.com,APAC,pro,947,17974
A-0948,user951@example.com,LATAM,enterprise,948,17993
A-0949,user952@example.com,NA,free,949,18012
A-0950,user953@example.com,EU,pro,950,18031
A-0951,user954@example.com,APAC,enterprise,951,18050
A-0952,user955@example.com,LATAM,free,952,18069
A-0953,user956@example.com,NA,pro,953,18088
A-0954,user957@example.com,EU,enterprise,954,18107
A-0955,user958@example.com,APAC,free,955,18126
A-0956,user959@example.com,LATAM,pro,956,18145
A-0957,user960@example.com,NA,enterprise,957,18164
A-0958,user961@example.com,EU,free,958,18183
A-0959,user962@example.com,APAC,pro,959,18202
A-0960,user963@example.com,LATAM,enterprise,960,18221
A-0961,user964@example.com,NA,free,961,18240
A-0962,user965@example.com,EU,pro,962,18259
A-0963,user966@example.com,APAC,enterprise,963,18278
A-0964,user967@example.com,LATAM,free,964,18297
A-0965,user968@example.com,NA,pro,965,18316
A-0966,user969@example.com,EU,enterprise,966,18335
A-0967,user970@example.com,APAC,free,967,18354
A-0968,ada@example.com,LATAM,pro,968,18373
A-0969,user972@example.com,NA,enterprise,969,18392
A-0970,user973@example.com,EU,free,970,18411
A-0971,user974@example.com,APAC,pro,971,18430
A-0972,user975@example.com,LATAM,enterprise,972,18449
A-0973,user976@example.com,NA,free,973,18468
A-0974,user977@example.com,EU,pro,974,18487
A-0975,user978@example.com,APAC,enterprise,975,18506
A-0976,user979@example.com,LATAM,free,976,18525
A-0977,grace@example.com,NA,pro,977,18544
A-0978,user981@example.com,EU,enterprise,978,18563
A-0979,user982@example.com,APAC,free,979,18582
A-0980,user983@example.com,LATAM,pro,980,18601
A-0981,user984@example.com,NA,enterprise,981,18620
A-0982,user985@example.com,EU,free,982,18639
A-0983,user986@example.com,APAC,pro,983,18658
A-0984,user987@example.com,LATAM,enterprise,984,18677
A-0985,user988@example.com,NA,free,985,18696
A-0986,user989@example.com,EU,pro,986,18715
A-0987,user990@example.com,APAC,enterprise,987,18734
A-0988,user991@example.com,LATAM,free,988,18753
A-0989,user992@example.com,NA,pro,989,18772
A-0990,user993@example.com,EU,enterprise,990,18791
A-0991,user994@example.com,APAC,free,991,18810
A-0992,user995@example.com,LATAM,pro,992,18829
A-0993,user996@example.com,NA,enterprise,993,18848
A-0994,alan@example.com,EU,free,994,18867
A-0995,user998@example.com,APAC,pro,995,18886
A-0996,user999@example.com,LATAM,enterprise,996,18905
A-0997,user1000@example.com,NA,free,997,18924
A-0998,user1001@example.com,EU,pro,998,18943
A-0999,user1002@example.com,APAC,enterprise,999,18962
A-1000,user1003@example.com,LATAM,free,1000,18981
