event_id,session_id,customer_id,email,event_type,sku,brand_code,event_at,region_code
EVT-0001254,SES-001254,1254,user1254@example.com,add_to_cart,NIKE-SKU-00004,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0001255,SES-001255,1255,user1255@example.com,checkout,PUMA-SKU-00005,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0001256,SES-001256,1256,user1256@example.com,purchase,NIKE-SKU-00006,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0001257,SES-001257,1257,user1257@example.com,view,PUMA-SKU-00007,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0001258,SES-001258,1258,user1258@example.com,add_to_cart,NIKE-SKU-00008,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0001259,SES-001259,1259,user1259@example.com,checkout,PUMA-SKU-00009,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0001260,SES-001260,1260,user1260@example.com,purchase,NIKE-SKU-00010,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0001261,SES-001261,1261,user1261@example.com,view,PUMA-SKU-00011,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0001262,SES-001262,1262,user1262@example.com,add_to_cart,NIKE-SKU-00012,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0001263,SES-001263,1263,user1263@example.com,checkout,PUMA-SKU-00013,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0001264,SES-001264,1264,user1264@example.com,purchase,NIKE-SKU-00014,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0001265,SES-001265,1265,user1265@example.com,view,PUMA-SKU-00015,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0001266,SES-001266,1266,user1266@example.com,add_to_cart,NIKE-SKU-00016,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0001267,SES-001267,1267,user1267@example.com,checkout,PUMA-SKU-00017,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0001268,SES-001268,1268,user1268@example.com,purchase,NIKE-SKU-00018,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0001269,SES-001269,1269,user1269@example.com,view,PUMA-SKU-00019,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0001270,SES-001270,1270,user1270@example.com,add_to_cart,NIKE-SKU-00020,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0001271,SES-001271,1271,user1271@example.com,checkout,PUMA-SKU-00021,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0001272,SES-001272,1272,user1272@example.com,purchase,NIKE-SKU-00022,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0001273,SES-001273,1273,user1273@example.com,view,PUMA-SKU-00023,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0001274,SES-001274,1274,user1274@example.com,add_to_cart,NIKE-SKU-00024,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0001275,SES-001275,1275,user1275@example.com,checkout,PUMA-SKU-00025,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0001276,SES-001276,1276,user1276@example.com,purchase,NIKE-SKU-00026,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0001277,SES-001277,1277,user1277@example.com,view,PUMA-SKU-00027,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0001278,SES-001278,1278,user1278@example.com,add_to_cart,NIKE-SKU-00028,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0001279,SES-001279,1279,user1279@example.com,checkout,PUMA-SKU-00029,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0001280,SES-001280,1280,user1280@example.com,purchase,NIKE-SKU-00030,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0001281,SES-001281,1281,user1281@example.com,view,PUMA-SKU-00031,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0001282,SES-001282,1282,user1282@example.com,add_to_cart,NIKE-SKU-00032,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0001283,SES-001283,1283,user1283@example.com,checkout,PUMA-SKU-00033,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0001284,SES-001284,1284,user1284@example.com,purchase,NIKE-SKU-00034,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0001285,SES-001285,1285,user1285@example.com,view,PUMA-SKU-00035,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0001286,SES-001286,1286,user1286@example.com,add_to_cart,NIKE-SKU-00036,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0001287,SES-001287,1287,user1287@example.com,checkout,PUMA-SKU-00037,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0001288,SES-001288,1288,user1288@example.com,purchase,NIKE-SKU-00038,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0001289,SES-001289,1289,user1289@example.com,view,PUMA-SKU-00039,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0001290,SES-001290,1290,user1290@example.com,add_to_cart,NIKE-SKU-00040,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0001291,SES-001291,1291,user1291@example.com,checkout,PUMA-SKU-00041,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0001292,SES-001292,1292,user1292@example.com,purchase,NIKE-SKU-00042,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0001293,SES-001293,1293,user1293@example.com,view,PUMA-SKU-00043,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0001294,SES-001294,1294,user1294@example.com,add_to_cart,NIKE-SKU-00044,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0001295,SES-001295,1295,user1295@example.com,checkout,PUMA-SKU-00045,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0001296,SES-001296,1296,user1296@example.com,purchase,NIKE-SKU-00046,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0001297,SES-001297,1297,user1297@example.com,view,PUMA-SKU-00047,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0001298,SES-001298,1298,user1298@example.com,add_to_cart,NIKE-SKU-00048,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0001299,SES-001299,1299,user1299@example.com,checkout,PUMA-SKU-00049,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0001300,SES-001300,1300,user1300@example.com,purchase,NIKE-SKU-00050,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0001301,SES-001301,1301,user1301@example.com,view,PUMA-SKU-00051,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0001302,SES-001302,1302,user1302@example.com,add_to_cart,NIKE-SKU-00052,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0001303,SES-001303,1303,user1303@example.com,checkout,PUMA-SKU-00053,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0001304,SES-001304,1304,user1304@example.com,purchase,NIKE-SKU-00054,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0001305,SES-001305,1305,user1305@example.com,view,PUMA-SKU-00055,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0001306,SES-001306,1306,user1306@example.com,add_to_cart,NIKE-SKU-00056,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0001307,SES-001307,1307,user1307@example.com,checkout,PUMA-SKU-00057,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0001308,SES-001308,1308,user1308@example.com,purchase,NIKE-SKU-00058,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0001309,SES-001309,1309,user1309@example.com,view,PUMA-SKU-00059,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0001310,SES-001310,1310,user1310@example.com,add_to_cart,NIKE-SKU-00060,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0001311,SES-001311,1311,user1311@example.com,checkout,PUMA-SKU-00061,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0001312,SES-001312,1312,user1312@example.com,purchase,NIKE-SKU-00062,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0001313,SES-001313,1313,user1313@example.com,view,PUMA-SKU-00063,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0001314,SES-001314,1314,user1314@example.com,add_to_cart,NIKE-SKU-00064,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0001315,SES-001315,1315,user1315@example.com,checkout,PUMA-SKU-00065,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0001316,SES-001316,1316,user1316@example.com,purchase,NIKE-SKU-00066,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0001317,SES-001317,1317,user1317@example.com,view,PUMA-SKU-00067,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0001318,SES-001318,1318,user1318@example.com,add_to_cart,NIKE-SKU-00068,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0001319,SES-001319,1319,user1319@example.com,checkout,PUMA-SKU-00069,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0001320,SES-001320,1320,user1320@example.com,purchase,NIKE-SKU-00070,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0001321,SES-001321,1321,user1321@example.com,view,PUMA-SKU-00071,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0001322,SES-001322,1322,user1322@example.com,add_to_cart,NIKE-SKU-00072,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0001323,SES-001323,1323,user1323@example.com,checkout,PUMA-SKU-00073,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0001324,SES-001324,1324,user1324@example.com,purchase,NIKE-SKU-00074,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0001325,SES-001325,1325,user1325@example.com,view,PUMA-SKU-00075,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0001326,SES-001326,1326,user1326@example.com,add_to_cart,NIKE-SKU-00076,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0001327,SES-001327,1327,user1327@example.com,checkout,PUMA-SKU-00077,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0001328,SES-001328,1328,user1328@example.com,purchase,NIKE-SKU-00078,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0001329,SES-001329,1329,user1329@example.com,view,PUMA-SKU-00079,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0001330,SES-001330,1330,user1330@example.com,add_to_cart,NIKE-SKU-00080,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0001331,SES-001331,1331,user1331@example.com,checkout,PUMA-SKU-00081,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0001332,SES-001332,1332,user1332@example.com,purchase,NIKE-SKU-00082,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0001333,SES-001333,1333,user1333@example.com,view,PUMA-SKU-00083,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0001334,SES-001334,1334,user1334@example.com,add_to_cart,NIKE-SKU-00084,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0001335,SES-001335,1335,user1335@example.com,checkout,PUMA-SKU-00085,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0001336,SES-001336,1336,user1336@example.com,purchase,NIKE-SKU-00086,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0001337,SES-001337,1337,user1337@example.com,view,PUMA-SKU-00087,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0001338,SES-001338,1338,user1338@example.com,add_to_cart,NIKE-SKU-00088,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0001339,SES-001339,1339,user1339@example.com,checkout,PUMA-SKU-00089,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0001340,SES-001340,1340,user1340@example.com,purchase,NIKE-SKU-00090,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0001341,SES-001341,1341,user1341@example.com,view,PUMA-SKU-00091,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0001342,SES-001342,1342,user1342@example.com,add_to_cart,NIKE-SKU-00092,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0001343,SES-001343,1343,user1343@example.com,checkout,PUMA-SKU-00093,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0001344,SES-001344,1344,user1344@example.com,purchase,NIKE-SKU-00094,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0001345,SES-001345,1345,user1345@example.com,view,PUMA-SKU-00095,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0001346,SES-001346,1346,user1346@example.com,add_to_cart,NIKE-SKU-00096,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0001347,SES-001347,1347,user1347@example.com,checkout,PUMA-SKU-00097,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0001348,SES-001348,1348,user1348@example.com,purchase,NIKE-SKU-00098,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0001349,SES-001349,1349,user1349@example.com,view,PUMA-SKU-00099,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0001350,SES-001350,1350,user1350@example.com,add_to_cart,NIKE-SKU-00100,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0001351,SES-001351,1351,user1351@example.com,checkout,PUMA-SKU-00101,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0001352,SES-001352,1352,user1352@example.com,purchase,NIKE-SKU-00102,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0001353,SES-001353,1353,user1353@example.com,view,PUMA-SKU-00103,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0001354,SES-001354,1354,user1354@example.com,add_to_cart,NIKE-SKU-00104,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0001355,SES-001355,1355,user1355@example.com,checkout,PUMA-SKU-00105,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0001356,SES-001356,1356,user1356@example.com,purchase,NIKE-SKU-00106,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0001357,SES-001357,1357,user1357@example.com,view,PUMA-SKU-00107,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0001358,SES-001358,1358,user1358@example.com,add_to_cart,NIKE-SKU-00108,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0001359,SES-001359,1359,user1359@example.com,checkout,PUMA-SKU-00109,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0001360,SES-001360,1360,user1360@example.com,purchase,NIKE-SKU-00110,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0001361,SES-001361,1361,user1361@example.com,view,PUMA-SKU-00111,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0001362,SES-001362,1362,user1362@example.com,add_to_cart,NIKE-SKU-00112,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0001363,SES-001363,1363,user1363@example.com,checkout,PUMA-SKU-00113,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0001364,SES-001364,1364,user1364@example.com,purchase,NIKE-SKU-00114,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0001365,SES-001365,1365,user1365@example.com,view,PUMA-SKU-00115,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0001366,SES-001366,1366,user1366@example.com,add_to_cart,NIKE-SKU-00116,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0001367,SES-001367,1367,user1367@example.com,checkout,PUMA-SKU-00117,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0001368,SES-001368,1368,user1368@example.com,purchase,NIKE-SKU-00118,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0001369,SES-001369,1369,user1369@example.com,view,PUMA-SKU-00119,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0001370,SES-001370,1370,user1370@example.com,add_to_cart,NIKE-SKU-00120,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0001371,SES-001371,1371,user1371@example.com,checkout,PUMA-SKU-00121,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0001372,SES-001372,1372,user1372@example.com,purchase,NIKE-SKU-00122,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0001373,SES-001373,1373,user1373@example.com,view,PUMA-SKU-00123,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0001374,SES-001374,1374,user1374@example.com,add_to_cart,NIKE-SKU-00124,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0001375,SES-001375,1375,user1375@example.com,checkout,PUMA-SKU-00125,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0001376,SES-001376,1376,user1376@example.com,purchase,NIKE-SKU-00126,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0001377,SES-001377,1377,user1377@example.com,view,PUMA-SKU-00127,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0001378,SES-001378,1378,user1378@example.com,add_to_cart,NIKE-SKU-00128,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0001379,SES-001379,1379,user1379@example.com,checkout,PUMA-SKU-00129,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0001380,SES-001380,1380,user1380@example.com,purchase,NIKE-SKU-00130,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0001381,SES-001381,1381,user1381@example.com,view,PUMA-SKU-00131,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0001382,SES-001382,1382,user1382@example.com,add_to_cart,NIKE-SKU-00132,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0001383,SES-001383,1383,user1383@example.com,checkout,PUMA-SKU-00133,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0001384,SES-001384,1384,user1384@example.com,purchase,NIKE-SKU-00134,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0001385,SES-001385,1385,user1385@example.com,view,PUMA-SKU-00135,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0001386,SES-001386,1386,user1386@example.com,add_to_cart,NIKE-SKU-00136,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0001387,SES-001387,1387,user1387@example.com,checkout,PUMA-SKU-00137,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0001388,SES-001388,1388,user1388@example.com,purchase,NIKE-SKU-00138,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0001389,SES-001389,1389,user1389@example.com,view,PUMA-SKU-00139,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0001390,SES-001390,1390,user1390@example.com,add_to_cart,NIKE-SKU-00140,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0001391,SES-001391,1391,user1391@example.com,checkout,PUMA-SKU-00141,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0001392,SES-001392,1392,user1392@example.com,purchase,NIKE-SKU-00142,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0001393,SES-001393,1393,user1393@example.com,view,PUMA-SKU-00143,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0001394,SES-001394,1394,user1394@example.com,add_to_cart,NIKE-SKU-00144,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0001395,SES-001395,1395,user1395@example.com,checkout,PUMA-SKU-00145,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0001396,SES-001396,1396,user1396@example.com,purchase,NIKE-SKU-00146,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0001397,SES-001397,1397,user1397@example.com,view,PUMA-SKU-00147,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0001398,SES-001398,1398,user1398@example.com,add_to_cart,NIKE-SKU-00148,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0001399,SES-001399,1399,user1399@example.com,checkout,PUMA-SKU-00149,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0001400,SES-001400,1400,user1400@example.com,purchase,NIKE-SKU-00150,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0001401,SES-001401,1401,user1401@example.com,view,PUMA-SKU-00151,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0001402,SES-001402,1402,user1402@example.com,add_to_cart,NIKE-SKU-00152,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0001403,SES-001403,1403,user1403@example.com,checkout,PUMA-SKU-00153,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0001404,SES-001404,1404,user1404@example.com,purchase,NIKE-SKU-00154,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0001405,SES-001405,1405,user1405@example.com,view,PUMA-SKU-00155,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0001406,SES-001406,1406,user1406@example.com,add_to_cart,NIKE-SKU-00156,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0001407,SES-001407,1407,user1407@example.com,checkout,PUMA-SKU-00157,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0001408,SES-001408,1408,user1408@example.com,purchase,NIKE-SKU-00158,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0001409,SES-001409,1409,user1409@example.com,view,PUMA-SKU-00159,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0001410,SES-001410,1410,user1410@example.com,add_to_cart,NIKE-SKU-00160,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0001411,SES-001411,1411,user1411@example.com,checkout,PUMA-SKU-00161,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0001412,SES-001412,1412,user1412@example.com,purchase,NIKE-SKU-00162,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0001413,SES-001413,1413,user1413@example.com,view,PUMA-SKU-00163,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0001414,SES-001414,1414,user1414@example.com,add_to_cart,NIKE-SKU-00164,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0001415,SES-001415,1415,user1415@example.com,checkout,PUMA-SKU-00165,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0001416,SES-001416,1416,user1416@example.com,purchase,NIKE-SKU-00166,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0001417,SES-001417,1417,user1417@example.com,view,PUMA-SKU-00167,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0001418,SES-001418,1418,user1418@example.com,add_to_cart,NIKE-SKU-00168,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0001419,SES-001419,1419,user1419@example.com,checkout,PUMA-SKU-00169,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0001420,SES-001420,1420,user1420@example.com,purchase,NIKE-SKU-00170,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0001421,SES-001421,1421,user1421@example.com,view,PUMA-SKU-00171,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0001422,SES-001422,1422,user1422@example.com,add_to_cart,NIKE-SKU-00172,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0001423,SES-001423,1423,user1423@example.com,checkout,PUMA-SKU-00173,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0001424,SES-001424,1424,user1424@example.com,purchase,NIKE-SKU-00174,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0001425,SES-001425,1425,user1425@example.com,view,PUMA-SKU-00175,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0001426,SES-001426,1426,user1426@example.com,add_to_cart,NIKE-SKU-00176,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0001427,SES-001427,1427,user1427@example.com,checkout,PUMA-SKU-00177,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0001428,SES-001428,1428,user1428@example.com,purchase,NIKE-SKU-00178,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0001429,SES-001429,1429,user1429@example.com,view,PUMA-SKU-00179,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0001430,SES-001430,1430,user1430@example.com,add_to_cart,NIKE-SKU-00180,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0001431,SES-001431,1431,user1431@example.com,checkout,PUMA-SKU-00181,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0001432,SES-001432,1432,user1432@example.com,purchase,NIKE-SKU-00182,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0001433,SES-001433,1433,user1433@example.com,view,PUMA-SKU-00183,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0001434,SES-001434,1434,user1434@example.com,add_to_cart,NIKE-SKU-00184,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0001435,SES-001435,1435,user1435@example.com,checkout,PUMA-SKU-00185,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0001436,SES-001436,1436,user1436@example.com,purchase,NIKE-SKU-00186,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0001437,SES-001437,1437,user1437@example.com,view,PUMA-SKU-00187,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0001438,SES-001438,1438,user1438@example.com,add_to_cart,NIKE-SKU-00188,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0001439,SES-001439,1439,user1439@example.com,checkout,PUMA-SKU-00189,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0001440,SES-001440,1440,user1440@example.com,purchase,NIKE-SKU-00190,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0001441,SES-001441,1441,user1441@example.com,view,PUMA-SKU-00191,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0001442,SES-001442,1442,user1442@example.com,add_to_cart,NIKE-SKU-00192,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0001443,SES-001443,1443,user1443@example.com,checkout,PUMA-SKU-00193,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0001444,SES-001444,1444,user1444@example.com,purchase,NIKE-SKU-00194,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0001445,SES-001445,1445,user1445@example.com,view,PUMA-SKU-00195,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0001446,SES-001446,1446,user1446@example.com,add_to_cart,NIKE-SKU-00196,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0001447,SES-001447,1447,user1447@example.com,checkout,PUMA-SKU-00197,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0001448,SES-001448,1448,user1448@example.com,purchase,NIKE-SKU-00198,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0001449,SES-001449,1449,user1449@example.com,view,PUMA-SKU-00199,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0001450,SES-001450,1450,user1450@example.com,add_to_cart,NIKE-SKU-00200,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0001451,SES-001451,1451,user1451@example.com,checkout,PUMA-SKU-00201,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0001452,SES-001452,1452,user1452@example.com,purchase,NIKE-SKU-00202,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0001453,SES-001453,1453,user1453@example.com,view,PUMA-SKU-00203,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0001454,SES-001454,1454,user1454@example.com,add_to_cart,NIKE-SKU-00204,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0001455,SES-001455,1455,user1455@example.com,checkout,PUMA-SKU-00205,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
