lead_id,email,customer_id,campaign_id,brand_code,status,score,created_at
LEAD-001215,user1226@example.com,1226,CMP-03643,PUMA,won,82,2024-03-11
LEAD-001216,user1227@example.com,1227,CMP-03646,NIKE,lost,95,2024-03-12
LEAD-001217,user1228@example.com,1228,CMP-03649,PUMA,open,8,2024-03-13
LEAD-001218,user1229@example.com,1229,CMP-03652,NIKE,qualified,21,2024-03-14
LEAD-001219,user1230@example.com,1230,CMP-03655,PUMA,won,34,2024-03-15
LEAD-001220,user1231@example.com,1231,CMP-03658,NIKE,lost,47,2024-03-16
LEAD-001221,user1232@example.com,1232,CMP-03661,PUMA,open,60,2024-03-17
LEAD-001222,user1233@example.com,1233,CMP-03664,NIKE,qualified,73,2024-03-18
LEAD-001223,user1234@example.com,1234,CMP-03667,PUMA,won,86,2024-03-19
LEAD-001224,user1235@example.com,1235,CMP-03670,NIKE,lost,99,2024-03-20
LEAD-001225,user1236@example.com,1236,CMP-03673,PUMA,open,12,2024-03-21
LEAD-001226,user1237@example.com,1237,CMP-03676,NIKE,qualified,25,2024-03-22
LEAD-001227,user1238@example.com,1238,CMP-03679,PUMA,won,38,2024-03-23
LEAD-001228,user1239@example.com,1239,CMP-03682,NIKE,lost,51,2024-03-24
LEAD-001229,user1240@example.com,1240,CMP-03685,PUMA,open,64,2024-03-25
LEAD-001230,user1241@example.com,1241,CMP-03688,NIKE,qualified,77,2024-03-26
LEAD-001231,user1242@example.com,1242,CMP-03691,PUMA,won,90,2024-03-27
LEAD-001232,user1243@example.com,1243,CMP-03694,NIKE,lost,3,2024-03-28
LEAD-001233,user1244@example.com,1244,CMP-03697,PUMA,open,16,2024-03-01
LEAD-001234,user1245@example.com,1245,CMP-03700,NIKE,qualified,29,2024-03-02
LEAD-001235,user1246@example.com,1246,CMP-03703,PUMA,won,42,2024-03-03
LEAD-001236,user1247@example.com,1247,CMP-03706,NIKE,lost,55,2024-03-04
LEAD-001237,user1248@example.com,1248,CMP-03709,PUMA,open,68,2024-03-05
LEAD-001238,user1249@example.com,1249,CMP-03712,NIKE,qualified,81,2024-03-06
LEAD-001239,user1250@example.com,1250,CMP-03715,PUMA,won,94,2024-03-07
LEAD-001240,user1251@example.com,1251,CMP-03718,NIKE,lost,7,2024-03-08
LEAD-001241,user1252@example.com,1252,CMP-03721,PUMA,open,20,2024-03-09
LEAD-001242,user1253@example.com,1253,CMP-03724,NIKE,qualified,33,2024-03-10
LEAD-001243,user1254@example.com,1254,CMP-03727,PUMA,won,46,2024-03-11
LEAD-001244,user1255@example.com,1255,CMP-03730,NIKE,lost,59,2024-03-12
LEAD-001245,user1256@example.com,1256,CMP-03733,PUMA,open,72,2024-03-13
LEAD-001246,user1257@example.com,1257,CMP-03736,NIKE,qualified,85,2024-03-14
LEAD-001247,user1258@example.com,1258,CMP-03739,PUMA,won,98,2024-03-15
LEAD-001248,user1259@example.com,1259,CMP-03742,NIKE,lost,11,2024-03-16
LEAD-001249,user1260@example.com,1260,CMP-03745,PUMA,open,24,2024-03-17
LEAD-001250,user1261@example.com,1261,CMP-03748,NIKE,qualified,37,2024-03-18
LEAD-001251,user1262@example.com,1262,CMP-03751,PUMA,won,50,2024-03-19
LEAD-001252,user1263@example.com,1263,CMP-03754,NIKE,lost,63,2024-03-20
LEAD-001253,user1264@example.com,1264,CMP-03757,PUMA,open,76,2024-03-21
LEAD-001254,user1265@example.com,1265,CMP-03760,NIKE,qualified,89,2024-03-22
LEAD-001255,user1266@example.com,1266,CMP-03763,PUMA,won,2,2024-03-23
LEAD-001256,user1267@example.com,1267,CMP-03766,NIKE,lost,15,2024-03-24
LEAD-001257,user1268@example.com,1268,CMP-03769,PUMA,open,28,2024-03-25
LEAD-001258,user1269@example.com,1269,CMP-03772,NIKE,qualified,41,2024-03-26
LEAD-001259,user1270@example.com,1270,CMP-03775,PUMA,won,54,2024-03-27
LEAD-001260,user1271@example.com,1271,CMP-03778,NIKE,lost,67,2024-03-28
LEAD-001261,user1272@example.com,1272,CMP-03781,PUMA,open,80,2024-03-01
LEAD-001262,user1273@example.com,1273,CMP-03784,NIKE,qualified,93,2024-03-02
LEAD-001263,user1274@example.com,1274,CMP-03787,PUMA,won,6,2024-03-03
LEAD-001264,user1275@example.com,1275,CMP-03790,NIKE,lost,19,2024-03-04
LEAD-001265,user1276@example.com,1276,CMP-03793,PUMA,open,32,2024-03-05
LEAD-001266,user1277@example.com,1277,CMP-03796,NIKE,qualified,45,2024-03-06
LEAD-001267,user1278@example.com,1278,CMP-03799,PUMA,won,58,2024-03-07
LEAD-001268,user1279@example.com,1279,CMP-03802,NIKE,lost,71,2024-03-08
LEAD-001269,user1280@example.com,1280,CMP-03805,PUMA,open,84,2024-03-09
LEAD-001270,user1281@example.com,1281,CMP-03808,NIKE,qualified,97,2024-03-10
LEAD-001271,user1282@example.com,1282,CMP-03811,PUMA,won,10,2024-03-11
LEAD-001272,user1283@example.com,1283,CMP-03814,NIKE,lost,23,2024-03-12
LEAD-001273,user1284@example.com,1284,CMP-03817,PUMA,open,36,2024-03-13
LEAD-001274,user1285@example.com,1285,CMP-03820,NIKE,qualified,49,2024-03-14
LEAD-001275,user1286@example.com,1286,CMP-03823,PUMA,won,62,2024-03-15
LEAD-001276,user1287@example.com,1287,CMP-03826,NIKE,lost,75,2024-03-16
LEAD-001277,user1288@example.com,1288,CMP-03829,PUMA,open,88,2024-03-17
LEAD-001278,user1289@example.com,1289,CMP-03832,NIKE,qualified,1,2024-03-18
LEAD-001279,user1290@example.com,1290,CMP-03835,PUMA,won,14,2024-03-19
LEAD-001280,user1291@example.com,1291,CMP-03838,NIKE,lost,27,2024-03-20
LEAD-001281,user1292@example.com,1292,CMP-03841,PUMA,open,40,2024-03-21
LEAD-001282,user1293@example.com,1293,CMP-03844,NIKE,qualified,53,2024-03-22
LEAD-001283,user1294@example.com,1294,CMP-03847,PUMA,won,66,2024-03-23
LEAD-001284,user1295@example.com,1295,CMP-03850,NIKE,lost,79,2024-03-24
LEAD-001285,user1296@example.com,1296,CMP-03853,PUMA,open,92,2024-03-25
LEAD-001286,user1297@example.com,1297,CMP-03856,NIKE,qualified,5,2024-03-26
LEAD-001287,user1298@example.com,1298,CMP-03859,PUMA,won,18,2024-03-27
LEAD-001288,user1299@example.com,1299,CMP-03862,NIKE,lost,31,2024-03-28
LEAD-001289,user1300@example.com,1300,CMP-03865,PUMA,open,44,2024-03-01
LEAD-001290,user1301@example.com,1301,CMP-03868,NIKE,qualified,57,2024-03-02
LEAD-001291,user1302@example.com,1302,CMP-03871,PUMA,won,70,2024-03-03
LEAD-001292,user1303@example.com,1303,CMP-03874,NIKE,lost,83,2024-03-04
LEAD-001293,user1304@example.com,1304,CMP-03877,PUMA,open,96,2024-03-05
LEAD-001294,user1305@example.com,1305,CMP-03880,NIKE,qualified,9,2024-03-06
LEAD-001295,user1306@example.com,1306,CMP-03883,PUMA,won,22,2024-03-07
LEAD-001296,user1307@example.com,1307,CMP-03886,NIKE,lost,35,2024-03-08
LEAD-001297,user1308@example.com,1308,CMP-03889,PUMA,open,48,2024-03-09
LEAD-001298,user1309@example.com,1309,CMP-03892,NIKE,qualified,61,2024-03-10
LEAD-001299,user1310@example.com,1310,CMP-03895,PUMA,won,74,2024-03-11
LEAD-001300,user1311@example.com,1311,CMP-03898,NIKE,lost,87,2024-03-12
LEAD-001301,user1312@example.com,1312,CMP-03901,PUMA,open,0,2024-03-13
LEAD-001302,user1313@example.com,1313,CMP-03904,NIKE,qualified,13,2024-03-14
LEAD-001303,user1314@example.com,1314,CMP-03907,PUMA,won,26,2024-03-15
LEAD-001304,user1315@example.com,1315,CMP-03910,NIKE,lost,39,2024-03-16
LEAD-001305,user1316@example.com,1316,CMP-03913,PUMA,open,52,2024-03-17
LEAD-001306,user1317@example.com,1317,CMP-03916,NIKE,qualified,65,2024-03-18
LEAD-001307,user1318@example.com,1318,CMP-03919,PUMA,won,78,2024-03-19
LEAD-001308,user1319@example.com,1319,CMP-03922,NIKE,lost,91,2024-03-20
LEAD-001309,user1320@example.com,1320,CMP-03925,PUMA,open,4,2024-03-21
LEAD-001310,user1321@example.com,1321,CMP-03928,NIKE,qualified,17,2024-03-22
LEAD-001311,user1322@example.com,1322,CMP-03931,PUMA,won,30,2024-03-23
LEAD-001312,user1323@example.com,1323,CMP-03934,NIKE,lost,43,2024-03-24
LEAD-001313,user1324@example.com,1324,CMP-03937,PUMA,open,56,2024-03-25
LEAD-001314,user1325@example.com,1325,CMP-03940,NIKE,qualified,69,2024-03-26
LEAD-001315,user1326@example.com,1326,CMP-03943,PUMA,won,82,2024-03-27
LEAD-001316,user1327@example.com,1327,CMP-03946,NIKE,lost,95,2024-03-28
LEAD-001317,user1328@example.com,1328,CMP-03949,PUMA,open,8,2024-03-01
LEAD-001318,user1329@example.com,1329,CMP-03952,NIKE,qualified,21,2024-03-02
LEAD-001319,user1330@example.com,1330,CMP-03955,PUMA,won,34,2024-03-03
LEAD-001320,user1331@example.com,1331,CMP-03958,NIKE,lost,47,2024-03-04
LEAD-001321,user1332@example.com,1332,CMP-03961,PUMA,open,60,2024-03-05
LEAD-001322,user1333@example.com,1333,CMP-03964,NIKE,qualified,73,2024-03-06
LEAD-001323,user1334@example.com,1334,CMP-03967,PUMA,won,86,2024-03-07
LEAD-001324,user1335@example.com,1335,CMP-03970,NIKE,lost,99,2024-03-08
LEAD-001325,user1336@example.com,1336,CMP-03973,PUMA,open,12,2024-03-09
LEAD-001326,user1337@example.com,1337,CMP-03976,NIKE,qualified,25,2024-03-10
LEAD-001327,user1338@example.com,1338,CMP-03979,PUMA,won,38,2024-03-11
LEAD-001328,user1339@example.com,1339,CMP-03982,NIKE,lost,51,2024-03-12
LEAD-001329,user1340@example.com,1340,CMP-03985,PUMA,open,64,2024-03-13
LEAD-001330,user1341@example.com,1341,CMP-03988,NIKE,qualified,77,2024-03-14
LEAD-001331,user1342@example.com,1342,CMP-03991,PUMA,won,90,2024-03-15
LEAD-001332,user1343@example.com,1343,CMP-03994,NIKE,lost,3,2024-03-16
LEAD-001333,user1344@example.com,1344,CMP-03997,PUMA,open,16,2024-03-17
LEAD-001334,user1345@example.com,1345,CMP-04000,NIKE,qualified,29,2024-03-18
LEAD-001335,user1346@example.com,1346,CMP-04003,PUMA,won,42,2024-03-19
LEAD-001336,user1347@example.com,1347,CMP-04006,NIKE,lost,55,2024-03-20
LEAD-001337,user1348@example.com,1348,CMP-04009,PUMA,open,68,2024-03-21
LEAD-001338,user1349@example.com,1349,CMP-04012,NIKE,qualified,81,2024-03-22
LEAD-001339,user1350@example.com,1350,CMP-04015,PUMA,won,94,2024-03-23
LEAD-001340,user1351@example.com,1351,CMP-04018,NIKE,lost,7,2024-03-24
LEAD-001341,user1352@example.com,1352,CMP-04021,PUMA,open,20,2024-03-25
LEAD-001342,user1353@example.com,1353,CMP-04024,NIKE,qualified,33,2024-03-26
LEAD-001343,user1354@example.com,1354,CMP-04027,PUMA,won,46,2024-03-27
LEAD-001344,user1355@example.com,1355,CMP-04030,NIKE,lost,59,2024-03-28
LEAD-001345,user1356@example.com,1356,CMP-04033,PUMA,open,72,2024-03-01
LEAD-001346,user1357@example.com,1357,CMP-04036,NIKE,qualified,85,2024-03-02
LEAD-001347,user1358@example.com,1358,CMP-04039,PUMA,won,98,2024-03-03
LEAD-001348,user1359@example.com,1359,CMP-04042,NIKE,lost,11,2024-03-04
LEAD-001349,user1360@example.com,1360,CMP-04045,PUMA,open,24,2024-03-05
LEAD-001350,user1361@example.com,1361,CMP-04048,NIKE,qualified,37,2024-03-06
LEAD-001351,user1362@example.com,1362,CMP-04051,PUMA,won,50,2024-03-07
LEAD-001352,user1363@example.com,1363,CMP-04054,NIKE,lost,63,2024-03-08
LEAD-001353,user1364@example.com,1364,CMP-04057,PUMA,open,76,2024-03-09
LEAD-001354,user1365@example.com,1365,CMP-04060,NIKE,qualified,89,2024-03-10
LEAD-001355,user1366@example.com,1366,CMP-04063,PUMA,won,2,2024-03-11
LEAD-001356,user1367@example.com,1367,CMP-04066,NIKE,lost,15,2024-03-12
LEAD-001357,user1368@example.com,1368,CMP-04069,PUMA,open,28,2024-03-13
LEAD-001358,user1369@example.com,1369,CMP-04072,NIKE,qualified,41,2024-03-14
LEAD-001359,user1370@example.com,1370,CMP-04075,PUMA,won,54,2024-03-15
LEAD-001360,user1371@example.com,1371,CMP-04078,NIKE,lost,67,2024-03-16
LEAD-001361,user1372@example.com,1372,CMP-04081,PUMA,open,80,2024-03-17
LEAD-001362,user1373@example.com,1373,CMP-04084,NIKE,qualified,93,2024-03-18
LEAD-001363,user1374@example.com,1374,CMP-04087,PUMA,won,6,2024-03-19
LEAD-001364,user1375@example.com,1375,CMP-04090,NIKE,lost,19,2024-03-20
LEAD-001365,user1376@example.com,1376,CMP-04093,PUMA,open,32,2024-03-21
LEAD-001366,user1377@example.com,1377,CMP-04096,NIKE,qualified,45,2024-03-22
LEAD-001367,user1378@example.com,1378,CMP-04099,PUMA,won,58,2024-03-23
LEAD-001368,user1379@example.com,1379,CMP-04102,NIKE,lost,71,2024-03-24
LEAD-001369,user1380@example.com,1380,CMP-04105,PUMA,open,84,2024-03-25
LEAD-001370,user1381@example.com,1381,CMP-04108,NIKE,qualified,97,2024-03-26
LEAD-001371,user1382@example.com,1382,CMP-04111,PUMA,won,10,2024-03-27
LEAD-001372,user1383@example.com,1383,CMP-04114,NIKE,lost,23,2024-03-28
LEAD-001373,user1384@example.com,1384,CMP-04117,PUMA,open,36,2024-03-01
LEAD-001374,user1385@example.com,1385,CMP-04120,NIKE,qualified,49,2024-03-02
LEAD-001375,user1386@example.com,1386,CMP-04123,PUMA,won,62,2024-03-03
LEAD-001376,user1387@example.com,1387,CMP-04126,NIKE,lost,75,2024-03-04
LEAD-001377,user1388@example.com,1388,CMP-04129,PUMA,open,88,2024-03-05
LEAD-001378,user1389@example.com,1389,CMP-04132,NIKE,qualified,1,2024-03-06
LEAD-001379,user1390@example.com,1390,CMP-04135,PUMA,won,14,2024-03-07
LEAD-001380,user1391@example.com,1391,CMP-04138,NIKE,lost,27,2024-03-08
LEAD-001381,user1392@example.com,1392,CMP-04141,PUMA,open,40,2024-03-09
LEAD-001382,user1393@example.com,1393,CMP-04144,NIKE,qualified,53,2024-03-10
LEAD-001383,user1394@example.com,1394,CMP-04147,PUMA,won,66,2024-03-11
LEAD-001384,user1395@example.com,1395,CMP-04150,NIKE,lost,79,2024-03-12
LEAD-001385,user1396@example.com,1396,CMP-04153,PUMA,open,92,2024-03-13
LEAD-001386,user1397@example.com,1397,CMP-04156,NIKE,qualified,5,2024-03-14
LEAD-001387,user1398@example.com,1398,CMP-04159,PUMA,won,18,2024-03-15
LEAD-001388,user1399@example.com,1399,CMP-04162,NIKE,lost,31,2024-03-16
LEAD-001389,user1400@example.com,1400,CMP-04165,PUMA,open,44,2024-03-17
LEAD-001390,user1401@example.com,1401,CMP-04168,NIKE,qualified,57,2024-03-18
LEAD-001391,user1402@example.com,1402,CMP-04171,PUMA,won,70,2024-03-19
LEAD-001392,user1403@example.com,1403,CMP-04174,NIKE,lost,83,2024-03-20
LEAD-001393,user1404@example.com,1404,CMP-04177,PUMA,open,96,2024-03-21
LEAD-001394,user1405@example.com,1405,CMP-04180,NIKE,qualified,9,2024-03-22
LEAD-001395,user1406@example.com,1406,CMP-04183,PUMA,won,22,2024-03-23
LEAD-001396,user1407@example.com,1407,CMP-04186,NIKE,lost,35,2024-03-24
LEAD-001397,user1408@example.com,1408,CMP-04189,PUMA,open,48,2024-03-25
LEAD-001398,user1409@example.com,1409,CMP-04192,NIKE,qualified,61,2024-03-26
LEAD-001399,user1410@example.com,1410,CMP-04195,PUMA,won,74,2024-03-27
LEAD-001400,user1411@example.com,1411,CMP-04198,NIKE,lost,87,2024-03-28
LEAD-001401,user1412@example.com,1412,CMP-04201,PUMA,open,0,2024-03-01
LEAD-001402,user1413@example.com,1413,CMP-04204,NIKE,qualified,13,2024-03-02
LEAD-001403,user1414@example.com,1414,CMP-04207,PUMA,won,26,2024-03-03
LEAD-001404,user1415@example.com,1415,CMP-04210,NIKE,lost,39,2024-03-04
LEAD-001405,user1416@example.com,1416,CMP-04213,PUMA,open,52,2024-03-05
LEAD-001406,user1417@example.com,1417,CMP-04216,NIKE,qualified,65,2024-03-06
LEAD-001407,user1418@example.com,1418,CMP-04219,PUMA,won,78,2024-03-07
LEAD-001408,user1419@example.com,1419,CMP-04222,NIKE,lost,91,2024-03-08
LEAD-001409,user1420@example.com,1420,CMP-04225,PUMA,open,4,2024-03-09
LEAD-001410,user1421@example.com,1421,CMP-04228,NIKE,qualified,17,2024-03-10
LEAD-001411,user1422@example.com,1422,CMP-04231,PUMA,won,30,2024-03-11
LEAD-001412,user1423@example.com,1423,CMP-04234,NIKE,lost,43,2024-03-12
LEAD-001413,user1424@example.com,1424,CMP-04237,PUMA,open,56,2024-03-13
LEAD-001414,user1425@example.com,1425,CMP-04240,NIKE,qualified,69,2024-03-14
LEAD-001415,user1426@example.com,1426,CMP-04243,PUMA,won,82,2024-03-15
LEAD-001416,user1427@example.com,1427,CMP-04246,NIKE,lost,95,2024-03-16
LEAD-001417,user1428@example.com,1428,CMP-04249,PUMA,open,8,2024-03-17
LEAD-001418,user1429@example.com,1429,CMP-04252,NIKE,qualified,21,2024-03-18
LEAD-001419,user1430@example.com,1430,CMP-04255,PUMA,won,34,2024-03-19
LEAD-001420,user1431@example.com,1431,CMP-04258,NIKE,lost,47,2024-03-20
LEAD-001421,user1432@example.com,1432,CMP-04261,PUMA,open,60,2024-03-21
LEAD-001422,user1433@example.com,1433,CMP-04264,NIKE,qualified,73,2024-03-22
LEAD-001423,user1434@example.com,1434,CMP-04267,PUMA,won,86,2024-03-23
LEAD-001424,user1435@example.com,1435,CMP-04270,NIKE,lost,99,2024-03-24
LEAD-001425,user1436@example.com,1436,CMP-04273,PUMA,open,12,2024-03-25
LEAD-001426,user1437@example.com,1437,CMP-04276,NIKE,qualified,25,2024-03-26
LEAD-001427,user1438@example.com,1438,CMP-04279,PUMA,won,38,2024-03-27
LEAD-001428,user1439@example.com,1439,CMP-04282,NIKE,lost,51,2024-03-28
LEAD-001429,user1440@example.com,1440,CMP-04285,PUMA,open,64,2024-03-01
LEAD-001430,user1441@example.com,1441,CMP-04288,NIKE,qualified,77,2024-03-02
LEAD-001431,user1442@example.com,1442,CMP-04291,PUMA,won,90,2024-03-03
LEAD-001432,user1443@example.com,1443,CMP-04294,NIKE,lost,3,2024-03-04
LEAD-001433,user1444@example.com,1444,CMP-04297,PUMA,open,16,2024-03-05
LEAD-001434,user1445@example.com,1445,CMP-04300,NIKE,qualified,29,2024-03-06
LEAD-001435,user1446@example.com,1446,CMP-04303,PUMA,won,42,2024-03-07
LEAD-001436,user1447@example.com,1447,CMP-04306,NIKE,lost,55,2024-03-08
LEAD-001437,user1448@example.com,1448,CMP-04309,PUMA,open,68,2024-03-09
LEAD-001438,user1449@example.com,1449,CMP-04312,NIKE,qualified,81,2024-03-10
LEAD-001439,user1450@example.com,1450,CMP-04315,PUMA,won,94,2024-03-11
LEAD-001440,user1451@example.com,1451,CMP-04318,NIKE,lost,7,2024-03-12
LEAD-001441,user1452@example.com,1452,CMP-04321,PUMA,open,20,2024-03-13
LEAD-001442,user1453@example.com,1453,CMP-04324,NIKE,qualified,33,2024-03-14
LEAD-001443,user1454@example.com,1454,CMP-04327,PUMA,won,46,2024-03-15
LEAD-001444,user1455@example.com,1455,CMP-04330,NIKE,lost,59,2024-03-16
LEAD-001445,user1456@example.com,1456,CMP-04333,PUMA,open,72,2024-03-17
LEAD-001446,user1457@example.com,1457,CMP-04336,NIKE,qualified,85,2024-03-18
LEAD-001447,user1458@example.com,1458,CMP-04339,PUMA,won,98,2024-03-19
LEAD-001448,user1459@example.com,1459,CMP-04342,NIKE,lost,11,2024-03-20
LEAD-001449,user1460@example.com,1460,CMP-04345,PUMA,open,24,2024-03-21
LEAD-001450,user1461@example.com,1461,CMP-04348,NIKE,qualified,37,2024-03-22
LEAD-001451,user1462@example.com,1462,CMP-04351,PUMA,won,50,2024-03-23
LEAD-001452,user1463@example.com,1463,CMP-04354,NIKE,lost,63,2024-03-24
LEAD-001453,user1464@example.com,1464,CMP-04357,PUMA,open,76,2024-03-25
LEAD-001454,user1465@example.com,1465,CMP-04360,NIKE,qualified,89,2024-03-26
LEAD-001455,user1466@example.com,1466,CMP-04363,PUMA,won,2,2024-03-27
LEAD-001456,user1467@example.com,1467,CMP-04366,NIKE,lost,15,2024-03-28
LEAD-001457,user1468@example.com,1468,CMP-04369,PUMA,open,28,2024-03-01
LEAD-001458,user1469@example.com,1469,CMP-04372,NIKE,qualified,41,2024-03-02
LEAD-001459,user1470@example.com,1470,CMP-04375,PUMA,won,54,2024-03-03
LEAD-001460,user1471@example.com,1471,CMP-04378,NIKE,lost,67,2024-03-04
LEAD-001461,user1472@example.com,1472,CMP-04381,PUMA,open,80,2024-03-05
LEAD-001462,user1473@example.com,1473,CMP-04384,NIKE,qualified,93,2024-03-06
LEAD-001463,user1474@example.com,1474,CMP-04387,PUMA,won,6,2024-03-07
LEAD-001464,user1475@example.com,1475,CMP-04390,NIKE,lost,19,2024-03-08
LEAD-001465,user1476@example.com,1476,CMP-04393,PUMA,open,32,2024-03-09
LEAD-001466,user1477@example.com,1477,CMP-04396,NIKE,qualified,45,2024-03-10
LEAD-001467,user1478@example.com,1478,CMP-04399,PUMA,won,58,2024-03-11
LEAD-001468,user1479@example.com,1479,CMP-04402,NIKE,lost,71,2024-03-12
LEAD-001469,user1480@example.com,1480,CMP-04405,PUMA,open,84,2024-03-13
LEAD-001470,user1481@example.com,1481,CMP-04408,NIKE,qualified,97,2024-03-14
LEAD-001471,user1482@example.com,1482,CMP-04411,PUMA,won,10,2024-03-15
LEAD-001472,user1483@example.com,1483,CMP-04414,NIKE,lost,23,2024-03-16
LEAD-001473,user1484@example.com,1484,CMP-04417,PUMA,open,36,2024-03-17
LEAD-001474,user1485@example.com,1485,CMP-04420,NIKE,qualified,49,2024-03-18
LEAD-001475,user1486@example.com,1486,CMP-04423,PUMA,won,62,2024-03-19
LEAD-001476,user1487@example.com,1487,CMP-04426,NIKE,lost,75,2024-03-20
LEAD-001477,user1488@example.com,1488,CMP-04429,PUMA,open,88,2024-03-21
LEAD-001478,user1489@example.com,1489,CMP-04432,NIKE,qualified,1,2024-03-22
LEAD-001479,user1490@example.com,1490,CMP-04435,PUMA,won,14,2024-03-23
LEAD-001480,user1491@example.com,1491,CMP-04438,NIKE,lost,27,2024-03-24
LEAD-001481,user1492@example.com,1492,CMP-04441,PUMA,open,40,2024-03-25
LEAD-001482,user1493@example.com,1493,CMP-04444,NIKE,qualified,53,2024-03-26
LEAD-001483,user1494@example.com,1494,CMP-04447,PUMA,won,66,2024-03-27
LEAD-001484,user1495@example.com,1495,CMP-04450,NIKE,lost,79,2024-03-28
LEAD-001485,user1496@example.com,1496,CMP-04453,PUMA,open,92,2024-03-01
LEAD-001486,user1497@example.com,1497,CMP-04456,NIKE,qualified,5,2024-03-02
LEAD-001487,user1498@example.com,1498,CMP-04459,PUMA,won,18,2024-03-03
LEAD-001488,user1499@example.com,1499,CMP-04462,NIKE,lost,31,2024-03-04
LEAD-001489,user1500@example.com,1500,CMP-04465,PUMA,open,44,2024-03-05
LEAD-001490,user1501@example.com,1501,CMP-04468,NIKE,qualified,57,2024-03-06
LEAD-001491,user1502@example.com,1502,CMP-04471,PUMA,won,70,2024-03-07
LEAD-001492,user1503@example.com,1503,CMP-04474,NIKE,lost,83,2024-03-08
LEAD-001493,user1504@example.com,1504,CMP-04477,PUMA,open,96,2024-03-09
LEAD-001494,user1505@example.com,1505,CMP-04480,NIKE,qualified,9,2024-03-10
LEAD-001495,user1506@example.com,1506,CMP-04483,PUMA,won,22,2024-03-11
LEAD-001496,user1507@example.com,1507,CMP-04486,NIKE,lost,35,2024-03-12
LEAD-001497,user1508@example.com,1508,CMP-04489,PUMA,open,48,2024-03-13
LEAD-001498,user1509@example.com,1509,CMP-04492,NIKE,qualified,61,2024-03-14
LEAD-001499,user1510@example.com,1510,CMP-04495,PUMA,won,74,2024-03-15
LEAD-001500,user1511@example.com,1511,CMP-04498,NIKE,lost,87,2024-03-16
LEAD-001501,user1512@example.com,1512,CMP-04501,PUMA,open,0,2024-03-17
LEAD-001502,user1513@example.com,1513,CMP-04504,NIKE,qualified,13,2024-03-18
LEAD-001503,user1514@example.com,1514,CMP-04507,PUMA,won,26,2024-03-19
LEAD-001504,user1515@example.com,1515,CMP-04510,NIKE,lost,39,2024-03-20
LEAD-001505,user1516@example.com,1516,CMP-04513,PUMA,open,52,2024-03-21
LEAD-001506,user1517@example.com,1517,CMP-04516,NIKE,qualified,65,2024-03-22
LEAD-001507,user1518@example.com,1518,CMP-04519,PUMA,won,78,2024-03-23
LEAD-001508,user1519@example.com,1519,CMP-04522,NIKE,lost,91,2024-03-24
LEAD-001509,user1520@example.com,1520,CMP-04525,PUMA,open,4,2024-03-25
LEAD-001510,user1521@example.com,1521,CMP-04528,NIKE,qualified,17,2024-03-26
LEAD-001511,user1522@example.com,1522,CMP-04531,PUMA,won,30,2024-03-27
LEAD-001512,user1523@example.com,1523,CMP-04534,NIKE,lost,43,2024-03-28
LEAD-001513,user1524@example.com,1524,CMP-04537,PUMA,open,56,2024-03-01
LEAD-001514,user1525@example.com,1525,CMP-04540,NIKE,qualified,69,2024-03-02
LEAD-001515,user1526@example.com,1526,CMP-04543,PUMA,won,82,2024-03-03
LEAD-001516,user1527@example.com,1527,CMP-04546,NIKE,lost,95,2024-03-04
LEAD-001517,user1528@example.com,1528,CMP-04549,PUMA,open,8,2024-03-05
LEAD-001518,user1529@example.com,1529,CMP-04552,NIKE,qualified,21,2024-03-06
LEAD-001519,user1530@example.com,1530,CMP-04555,PUMA,won,34,2024-03-07
LEAD-001520,user1531@example.com,1531,CMP-04558,NIKE,lost,47,2024-03-08
LEAD-001521,user1532@example.com,1532,CMP-04561,PUMA,open,60,2024-03-09
LEAD-001522,user1533@example.com,1533,CMP-04564,NIKE,qualified,73,2024-03-10
LEAD-001523,user1534@example.com,1534,CMP-04567,PUMA,won,86,2024-03-11
LEAD-001524,user1535@example.com,1535,CMP-04570,NIKE,lost,99,2024-03-12
LEAD-001525,user1536@example.com,1536,CMP-04573,PUMA,open,12,2024-03-13
LEAD-001526,user1537@example.com,1537,CMP-04576,NIKE,qualified,25,2024-03-14
LEAD-001527,user1538@example.com,1538,CMP-04579,PUMA,won,38,2024-03-15
LEAD-001528,user1539@example.com,1539,CMP-04582,NIKE,lost,51,2024-03-16
LEAD-001529,user1540@example.com,1540,CMP-04585,PUMA,open,64,2024-03-17
LEAD-001530,user1541@example.com,1541,CMP-04588,NIKE,qualified,77,2024-03-18
LEAD-001531,user1542@example.com,1542,CMP-04591,PUMA,won,90,2024-03-19
LEAD-001532,user1543@example.com,1543,CMP-04594,NIKE,lost,3,2024-03-20
LEAD-001533,user1544@example.com,1544,CMP-04597,PUMA,open,16,2024-03-21
LEAD-001534,user1545@example.com,1545,CMP-04600,NIKE,qualified,29,2024-03-22
LEAD-001535,user1546@example.com,1546,CMP-04603,PUMA,won,42,2024-03-23
LEAD-001536,user1547@example.com,1547,CMP-04606,NIKE,lost,55,2024-03-24
LEAD-001537,user1548@example.com,1548,CMP-04609,PUMA,open,68,2024-03-25
LEAD-001538,user1549@example.com,1549,CMP-04612,NIKE,qualified,81,2024-03-26
LEAD-001539,user1550@example.com,1550,CMP-04615,PUMA,won,94,2024-03-27
LEAD-001540,user1551@example.com,1551,CMP-04618,NIKE,lost,7,2024-03-28
